trackCount separated into bins (last 12 months, > 100 hits)
host,'0-100,'100-200,'200-500,'500-1000,'1000-2000,'2000-5000,'5000-10000,'10000-20000,'>20000,trackCount,hits
jbrowse.informatics.jax.org,13205,0,0,0,0,0,0,0,0,13205,
csbl.bmb.uga.edu,20596,0,0,0,0,0,0,0,0,20596,
parasite.wormbase.org,1757,0,0,0,0,0,0,0,0,1757,
sinin.kps.ku.ac.th,176,0,0,0,0,0,0,0,0,176,
albiorix.bioenv.gu.se:8080,2191,0,0,0,0,0,0,0,0,2191,
i.animalgenome.org,667,0,0,0,0,0,0,0,0,667,
59.79.248.25,440,0,0,0,0,0,0,0,0,440,
lis-stage.usda.iastate.edu,385,0,0,0,0,0,0,0,0,385,
localhost:8889,101,0,0,0,0,0,0,0,0,101,
legumeinfo.org,5067,0,0,0,0,0,0,0,0,5067,
localhost:5801,382,0,0,0,0,0,0,0,0,382,
localhost:5802,201,0,0,0,0,0,0,0,0,201,
localhost:5800,2799,0,0,0,0,0,0,0,0,2799,
mandolin.caltech.edu,423,0,0,0,0,0,0,0,0,423,
141.244.40.114,1201,0,0,0,0,0,0,0,0,1201,
www.pristionchus.org,1959,0,0,0,0,0,0,0,0,1959,
old-gep.wustl.edu,1902,0,0,0,0,0,0,0,0,1902,
maizeinflorescence.org,272,0,0,0,0,0,0,0,0,272,
bioinfo.bti.cornell.edu,1554,0,0,0,0,0,0,0,0,1554,
www.scnbase.org,115,0,0,0,0,0,0,0,0,115,
genolab.inp-toulouse.fr,129,0,0,0,0,0,0,0,0,129,
compbio.tongji.edu.cn,718,0,0,0,0,0,0,0,0,718,
maizegametophyte.org,403,0,0,0,0,0,0,0,0,403,
localhost:1337,792,0,0,0,0,0,0,0,0,792,
pegasus-bioinfo.angers-nantes.inra.fr,1570,0,0,0,0,0,0,0,0,1570,
bioinfo.nwafu.edu.cn,127,0,0,0,0,0,0,0,0,127,
brie.cshl.edu:8080,158,0,0,0,0,0,0,0,0,158,
data.maizecode.org,874,0,0,0,0,0,0,0,0,874,
data.sciapps.org,208,0,0,0,0,0,0,0,0,208,
staging.com,202,0,0,0,0,0,0,0,0,202,
jbrowsedev.com:1337,751,0,0,0,0,0,0,0,0,751,
cnidarians.bu.edu,140,0,0,0,0,0,0,0,0,140,
icuginew.feilab.net,276,0,0,0,0,0,0,0,0,276,
www.icugi.org,7851,0,0,0,0,0,0,0,0,7851,
cucurbitgenomics.org,70950,0,0,0,0,0,0,0,0,70950,
opathy.uv.es,343,0,0,0,0,0,0,0,0,343,
marchantia.info,11936,0,0,0,0,0,0,0,0,11936,
efishgenomics.integrativebiology.msu.edu,801,0,0,0,0,0,0,0,0,801,
demo.genomearchitect.org,573,0,0,0,0,0,0,0,0,573,
192.168.1.100:8080,640,0,0,0,0,0,0,0,0,640,
www.tetrans.ethz.ch,209,0,0,0,0,0,0,0,0,209,
apollo.berkeleybop.io,2358,0,0,0,0,0,0,0,0,2358,
203.101.225.212:8080,134,0,0,0,0,0,0,0,0,134,
192.168.203.138:8080,276,0,0,0,0,0,0,0,0,276,
igenomed4.stanford.edu,213,0,0,0,0,0,0,0,0,213,
hegemon.ucsd.edu,344,0,0,0,0,0,0,0,0,344,
hikakudb.nig.ac.jp,4066,0,0,0,0,0,0,0,0,4066,
10.10.20.88,210,0,0,0,0,0,0,0,0,210,
10.68.99.186,320,0,0,0,0,0,0,0,0,320,
plantdhs.org,2422,0,0,0,0,0,0,0,0,2422,
128.214.53.152:3838,171,0,0,0,0,0,0,0,0,171,
10.0.0.48,738,0,0,0,0,0,0,0,0,738,
beagle.windows.ebi.ac.uk:8888,558,0,0,0,0,0,0,0,0,558,
59.79.232.11,539,0,0,0,0,0,0,0,0,539,
galaxy.dna.affrc.go.jp,193,0,0,0,0,0,0,0,0,193,
jbrowse.plantdhs.org,634,0,0,0,0,0,0,0,0,634,
data.koalagenome.org,132,0,0,0,0,0,0,0,0,132,
133.48.58.6:8080,375,0,0,0,0,0,0,0,0,375,
bf2i300.insa-lyon.fr:8080,420,0,0,0,0,0,0,0,0,420,
tnr2911.tnrad.local:8000,371,0,0,0,0,0,0,0,0,371,
medicinalplantgenomics.msu.edu,2047,0,0,0,0,0,0,0,0,2047,
bioinformatik.basf-ag.de,111,0,0,0,0,0,0,0,0,111,
128.233.222.29,789,0,0,0,0,0,0,0,0,789,
10.10.20.22,163,0,0,0,0,0,0,0,0,163,
icugi.org,517,0,0,0,0,0,0,0,0,517,
silkbase.ab.a.u-tokyo.ac.jp,5533,0,0,0,0,0,0,0,0,5533,
mines.legumeinfo.org,2556,0,0,0,0,0,0,0,0,2556,
test-bioinfo,153,0,0,0,0,0,0,0,0,153,
210.34.81.56,1934,0,0,0,0,0,0,0,0,1934,
cloud5.galaxyproject.org,349,0,0,0,0,0,0,0,0,349,
geneart.med.unideb.hu,464,0,0,0,0,0,0,0,0,464,
adenine.bradley.edu,17538,0,0,0,0,0,0,0,0,17538,
d-annotator.interomics.eu,372,0,0,0,0,0,0,0,0,372,
bioinfo-mac-8,225,0,0,0,0,0,0,0,0,225,
exploreageno.me,303,0,0,0,0,0,0,0,0,303,
agwg.rockefeller.edu:8080,464,0,0,0,0,0,0,0,0,464,
132.66.114.84,121,0,0,0,0,0,0,0,0,121,
openstack-192-168-101-219.genouest.org,156,0,0,0,0,0,0,0,0,156,
biored.ddns.net,2303,0,0,0,0,0,0,0,0,2303,
petunia-webapollo.sgn.cornell.edu,349,0,0,0,0,0,0,0,0,349,
hazelnut.blast.mocklerlab.org,126,0,0,0,0,0,0,0,0,126,
jcdb.xtbg.ac.cn,256,0,0,0,0,0,0,0,0,256,
jbrowse.abolis.loc,202,0,0,0,0,0,0,0,0,202,
d15hswjloo3c4x.cloudfront.net,4556,0,0,0,0,0,0,0,0,4556,
gbf.toulouse.inra.fr,1138,0,0,0,0,0,0,0,0,1138,
swissregulon.unibas.ch,6125,0,0,0,0,0,0,0,0,6125,
134.130.28.14,1951,0,0,0,0,0,0,0,0,1951,
beagle.windows.ebi.ac.uk:8889,166,0,0,0,0,0,0,0,0,166,
194.199.242.6,285,0,0,0,0,0,0,0,0,285,
test-bioinfo.obs-vlfr.fr,392,0,0,0,0,0,0,0,0,392,
seabase.obs-vlfr.fr,120,0,0,0,0,0,0,0,0,120,
marimba.obs-vlfr.fr,190,0,0,0,0,0,0,0,0,190,
amborella.uga.edu,134,0,0,0,0,0,0,0,0,134,
litchi.xialab.org:8080,103,0,0,0,0,0,0,0,0,103,
mockaitis.ncgas.org,666,0,0,0,0,0,0,0,0,666,
xebec.dbs.umt.edu,110,0,0,0,0,0,0,0,0,110,
www.gensas.org:8443,1380,0,0,0,0,0,0,0,0,1380,
imethyl.iwate-megabank.org,1483,0,0,0,0,0,0,0,0,1483,
tokyogw.bits.cc,101,0,0,0,0,0,0,0,0,101,
studentpc2:8080,8485,0,0,0,0,0,0,0,0,8485,
nod6:8080,138,0,0,0,0,0,0,0,0,138,
www.plabipd.de,533,0,0,0,0,0,0,0,0,533,
genomicsal.es,380,0,0,0,0,0,0,0,0,380,
jbrowse.plant-biotech.biologie.privat,312,0,0,0,0,0,0,0,0,312,
gif-server.biotech.iastate.edu,116,0,0,0,0,0,0,0,0,116,
gbdev.nig.ac.jp,746,0,0,0,0,0,0,0,0,746,
bioinf.mind.meiji.ac.jp,3881,0,0,0,0,0,0,0,0,3881,
10.90.75.247:8080,189,0,0,0,0,0,0,0,0,189,
arusha.nhgri.nih.gov,1123,0,0,0,0,0,0,0,0,1123,
134.192.156.203:8080,157,0,0,0,0,0,0,0,0,157,
134.192.156.204:8080,271,0,0,0,0,0,0,0,0,271,
23.21.254.0:1337,109,0,0,0,0,0,0,0,0,109,
plantomics.mind.meiji.ac.jp,1196,0,0,0,0,0,0,0,0,1196,
192.168.140.186,287,0,0,0,0,0,0,0,0,287,
192.168.1.2:6464,213,0,0,0,0,0,0,0,0,213,
159.226.89.116:8080,219,0,0,0,0,0,0,0,0,219,
iris.angers.inra.fr,3255,0,0,0,0,0,0,0,0,3255,
www.hardwoodgenomics.org,291,0,0,0,0,0,0,0,0,291,
knowpulse.usask.ca,3024,0,0,0,0,0,0,0,0,3024,
forestgen.ffpri.affrc.go.jp,147,0,0,0,0,0,0,0,0,147,
192.168.0.105,118,0,0,0,0,0,0,0,0,118,
p00201.genebay.co.jp:8443,168,0,0,0,0,0,0,0,0,168,
latte.nhgri.nih.gov,302,0,0,0,0,0,0,0,0,302,
ricebase.org,694,0,0,0,0,0,0,0,0,694,
hardwoodgenomics.org,233,0,0,0,0,0,0,0,0,233,
dirac.basc.science.depi.vic.gov.au,121,0,0,0,0,0,0,0,0,121,
stab.st-andrews.ac.uk,214,0,0,0,0,0,0,0,0,214,
192.168.20.85,290,0,0,0,0,0,0,0,0,290,
aspgd.broadinstitute.org,939,0,0,0,0,0,0,0,0,939,
asparagus.uga.edu,202,0,0,0,0,0,0,0,0,202,
research.nhgri.nih.gov,207,0,0,0,0,0,0,0,0,207,
funbiotox.fafu.edu.cn,233,0,0,0,0,0,0,0,0,233,
ihpe-249.univ-perp.fr,120,0,0,0,0,0,0,0,0,120,
216.47.151.240:8085,4149,0,0,0,0,0,0,0,0,4149,
www.hgvd.genome.med.kyoto-u.ac.jp,8971,0,0,0,0,0,0,0,0,8971,
mockler-jbrowse.mocklerlab.org,328,0,0,0,0,0,0,0,0,328,
crdd.osdd.net,134,0,0,0,0,0,0,0,0,134,
115.146.89.73,700,0,0,0,0,0,0,0,0,700,
apollo.ips2.u-psud.fr:8080,261,0,0,0,0,0,0,0,0,261,
132.248.220.37,258,0,0,0,0,0,0,0,0,258,
gmod.github.io,381,0,0,0,0,0,0,0,0,381,
dictybase.org,457,0,0,0,0,0,0,0,0,457,
lymediseasedev.med.ucf.edu,316,0,0,0,0,0,0,0,0,316,
ds.genome.med.kyoto-u.ac.jp,417,0,0,0,0,0,0,0,0,417,
lbb.cnpae.embrapa.br,266,0,0,0,0,0,0,0,0,266,
bicresources.jcbose.ac.in,1568,0,0,0,0,0,0,0,0,1568,
www.flyrnai.org,7553,0,0,0,0,0,0,0,0,7553,
marinegenomics.oist.jp,5314,0,0,0,0,0,0,0,0,5314,
www.echinobase.org,22308,0,0,0,0,0,0,0,0,22308,
spruce.plantphys.umu.se:8105,119,0,0,0,0,0,0,0,0,119,
vroomfondel:8080,507,0,0,0,0,0,0,0,0,507,
echinobase.org,650,0,0,0,0,0,0,0,0,650,
vroomfondel.bc.ic.ac.uk:8080,539,0,0,0,0,0,0,0,0,539,
127.0.0.1:8888,176,0,0,0,0,0,0,0,0,176,
geneious-test:8888,109,0,0,0,0,0,0,0,0,109,
134.7.57.190:8888,149,0,0,0,0,0,0,0,0,149,
peanutbase-stage.usda.iastate.edu,477,0,0,0,0,0,0,0,0,477,
0.0.0.0:8080,144,0,0,0,0,0,0,0,0,144,
vpgsb-jbrowse.scidom.de,131,0,0,0,0,0,0,0,0,131,
158.109.126.93,317,0,0,0,0,0,0,0,0,317,
bouzouki.bio.cs.cmu.edu,197,0,0,0,0,0,0,0,0,197,
192.168.0.140,332,0,0,0,0,0,0,0,0,332,
134.192.131.251:8080,142,0,0,0,0,0,0,0,0,142,
wanglab.info,121,0,0,0,0,0,0,0,0,121,
www.melonomics.net,1504,0,0,0,0,0,0,0,0,1504,
ing-lxs60.ingelheim.bioscientia.de:8099,282,0,0,0,0,0,0,0,0,282,
metazome.jgi.doe.gov,3201,0,0,0,0,0,0,0,0,3201,
archetype.dev.sgi.bio,456,0,0,0,0,0,0,0,0,456,
salmobase.org,594,0,0,0,0,0,0,0,0,594,
archetype.sgi.bio,129,0,0,0,0,0,0,0,0,129,
140.109.32.56,177,0,0,0,0,0,0,0,0,177,
10.226.65.242,192,0,0,0,0,0,0,0,0,192,
emboss.abc.hu,196,0,0,0,0,0,0,0,0,196,
ftflowsvr01:8080,533,0,0,0,0,0,0,0,0,533,
ginsengdb.snu.ac.kr,243,0,0,0,0,0,0,0,0,243,
10.83.75.42,219,0,0,0,0,0,0,0,0,219,
192.168.1.106:8880,248,0,0,0,0,0,0,0,0,248,
localhost:7777,273,0,0,0,0,0,0,0,0,273,
10.59.21.27,265,0,0,0,0,0,0,0,0,265,
cys.bios.niu.edu,2526,0,0,0,0,0,0,0,0,2526,
172.20.20.241,982,0,0,0,0,0,0,0,0,982,
genome.microbedb.jp,64632,0,0,0,0,0,0,0,0,64632,
cloud.life.tsinghua.edu.cn,455,0,0,0,0,0,0,0,0,455,
127.0.0.1:8000,1975,0,0,0,0,0,0,0,0,1975,
jbrowse.rijkzwaan.com,1583,0,0,0,0,0,0,0,0,1583,
158.109.126.93:7000,270,0,0,0,0,0,0,0,0,270,
52.42.178.206,450,0,0,0,0,0,0,0,0,450,
dialact.unibe.ch,134,0,0,0,0,0,0,0,0,134,
www.algaegenome.org,248,0,0,0,0,0,0,0,0,248,
localhost:8887,249,0,0,0,0,0,0,0,0,249,
genom.litbang.pertanian.go.id,251,0,0,0,0,0,0,0,0,251,
jbrowse.cebitec.uni-bielefeld.de,308,0,0,0,0,0,0,0,0,308,
202.194.131.198,147,0,0,0,0,0,0,0,0,147,
bcg.abrc.sinica.edu.tw:8080,197,0,0,0,0,0,0,0,0,197,
staphbrowser.org,108,0,0,0,0,0,0,0,0,108,
localhost:55555,118,0,0,0,0,0,0,0,0,118,
129.114.17.205,155,0,0,0,0,0,0,0,0,155,
analysis.archerdx.com,7808,0,0,0,0,0,0,0,0,7808,
grassius.org,213,0,0,0,0,0,0,0,0,213,
ivis-dev:8010,6077,0,0,0,0,0,0,0,0,6077,
thines-lab.senckenberg.de,1041,0,0,0,0,0,0,0,0,1041,
jupyter.sci.gmi.oeaw.ac.at,146,0,0,0,0,0,0,0,0,146,
127.0.1.1:7777,136,0,0,0,0,0,0,0,0,136,
dgdarcher504.chop.edu,866,0,0,0,0,0,0,0,0,866,
218.193.51.153:8080,115,0,0,0,0,0,0,0,0,115,
210.27.97.107:7777,814,0,0,0,0,0,0,0,0,814,
192.168.248.246:8080,185,0,0,0,0,0,0,0,0,185,
ptbbsrv3.epfl.ch,454,0,0,0,0,0,0,0,0,454,
192.168.46.128,104,0,0,0,0,0,0,0,0,104,
127.0.1.1,214,0,0,0,0,0,0,0,0,214,
128.178.187.147,575,0,0,0,0,0,0,0,0,575,
172.17.64.102:3232,122,0,0,0,0,0,0,0,0,122,
www.breedserve.cab.kps.ku.ac.th,293,0,0,0,0,0,0,0,0,293,
192.168.70.27,107,0,0,0,0,0,0,0,0,107,
194.199.55.39,330,0,0,0,0,0,0,0,0,330,
133.26.84.80,309,0,0,0,0,0,0,0,0,309,
bioweb1.es.dupont.com:1557,325,0,0,0,0,0,0,0,0,325,
10.122.65.228,243,0,0,0,0,0,0,0,0,243,
oboe.caltech.edu,123,0,0,0,0,0,0,0,0,123,
sunlab.cau.edu.cn,194,0,0,0,0,0,0,0,0,194,
compbio,205,0,0,0,0,0,0,0,0,205,
plantpolya.org,133,0,0,0,0,0,0,0,0,133,
deepbiology.cn,116,0,0,0,0,0,0,0,0,116,
210.218.217.106,250,0,0,0,0,0,0,0,0,250,
bioinfor.scu.edu.cn,115,0,0,0,0,0,0,0,0,115,
106.14.224.145:8080,102,0,0,0,0,0,0,0,0,102,
datacenter.oceanridgebio.com,215,0,0,0,0,0,0,0,0,215,
192.168.224.24:9999,112,0,0,0,0,0,0,0,0,112,
10.0.2.15,267,0,0,0,0,0,0,0,0,267,
sunflowergenome.org,1393,0,0,0,0,0,0,0,0,1393,
macroteleia.biosci.ohio-state.edu,175,0,0,0,0,0,0,0,0,175,
10.10.6.78,141,0,0,0,0,0,0,0,0,141,
fisher.rsb.anu.edu.au,141,0,0,0,0,0,0,0,0,141,
xieslab.org,144,0,0,0,0,0,0,0,0,144,
genome.jouy.inra.fr,194,0,0,0,0,0,0,0,0,194,
150.26.44.159,389,0,0,0,0,0,0,0,0,389,
172.16.1.36,475,0,0,0,0,0,0,0,0,475,
39.106.204.218,838,0,0,0,0,0,0,0,0,838,
leishseq.cbm.uam.es,203,0,0,0,0,0,0,0,0,203,
sn-jbrowse-0.scinet.ars.usda.gov,147,0,0,0,0,0,0,0,0,147,
mycobrowser.epfl.ch,131333,0,0,0,0,0,0,0,0,131333,
10.30.10.125,255,0,0,0,0,0,0,0,0,255,
nemogenome.cbrc.kaust.edu.sa,204,0,0,0,0,0,0,0,0,204,
aleyroctonus.asc.ohio-state.edu,392,0,0,0,0,0,0,0,0,392,
leish-esp.cbm.uam.es,1030,0,0,0,0,0,0,0,0,1030,
test.togovar.l5dev.jp,162,0,0,0,0,0,0,0,0,162,
structurome.bb.iastate.edu,1452,0,0,0,0,0,0,0,0,1452,
ssl.biomax.de,155,0,0,0,0,0,0,0,0,155,
170.212.137.168,644,0,0,0,0,0,0,0,0,644,
togovar.l5dev.jp,105,0,0,0,0,0,0,0,0,105,
brachypan.jgi.doe.gov,650,0,0,0,0,0,0,0,0,650,
www.insect-genome.com,121,0,0,0,0,0,0,0,0,121,
jbrowse-hopbase.cgrb.oregonstate.edu,871,0,0,0,0,0,0,0,0,871,
verdant.iplantcollaborative.org,524,0,0,0,0,0,0,0,0,524,
192.168.56.18,158,0,0,0,0,0,0,0,0,158,
chewbacca.bi.up.ac.za:8080,327,0,0,0,0,0,0,0,0,327,
115.145.203.19:8080,328,0,0,0,0,0,0,0,0,328,
ebi-cli-002:8080,157,0,0,0,0,0,0,0,0,157,
137.215.73.215,141,0,0,0,0,0,0,0,0,141,
192.168.5.82,1159,0,0,0,0,0,0,0,0,1159,
jbrowse.insilicogen.com,484,0,0,0,0,0,0,0,0,484,
bioserv-test,431,0,0,0,0,0,0,0,0,431,
42.123.124.204:8081,487,0,0,0,0,0,0,0,0,487,
www.grassius.org,203,0,0,0,0,0,0,0,0,203,
biodb.sdau.edu.cn,446,0,0,0,0,0,0,0,0,446,
vbrighttools01x.uzbrussel.be,2255,0,0,0,0,0,0,0,0,2255,
fernbase.org,188,0,0,0,0,0,0,0,0,188,
www.gensas.org:8453,110,0,0,0,0,0,0,0,0,110,
rayfin.uoregon.edu,176,0,0,0,0,0,0,0,0,176,
nfingb.leibniz-fli.de,1021,0,0,0,0,0,0,0,0,1021,
133.6.22.12,454,0,0,0,0,0,0,0,0,454,
pseudomonas.com,706,0,0,0,0,0,0,0,0,706,
www.pseudomonas.com,1568,0,0,0,0,0,0,0,0,1568,
stripedbass.animalgenome.org,104,0,0,0,0,0,0,0,0,104,
192.168.99.100:8080,123,0,0,0,0,0,0,0,0,123,
192.168.56.11,116,0,0,0,0,0,0,0,0,116,
parasitoids.labs.vu.nl,160,0,0,0,0,0,0,0,0,160,
tgwebdev.cam.uchc.edu,216,0,0,0,0,0,0,0,0,216,
www.collembolomics.nl,342,0,0,0,0,0,0,0,0,342,
10.0.0.100,403,0,0,0,0,0,0,0,0,403,
iris.ensembl.org,132,0,0,0,0,0,0,0,0,132,
216.47.151.96:8085,2923,0,0,0,0,0,0,0,0,2923,
localhost:8085,230,0,0,0,0,0,0,0,0,230,
www.brh2.jp,644,0,0,0,0,0,0,0,0,644,
esharkgenome.imcb.a-star.edu.sg:8000,1198,0,0,0,0,0,0,0,0,1198,
betula.biosci.helsinki.fi:8080,328,0,0,0,0,0,0,0,0,328,
dev.lungmap.net,148,0,0,0,0,0,0,0,0,148,
mmo.sb-roscoff.fr,259,0,0,0,0,0,0,0,0,259,
192.168.50.14:1338,354,0,0,0,0,0,0,0,0,354,
lymedisease.med.ucf.edu,211,0,0,0,0,0,0,0,0,211,
acedb3:8080,115,0,0,0,0,0,0,0,0,115,
192.168.20.61,173,0,0,0,0,0,0,0,0,173,
128.192.99.108:8080,927,0,0,0,0,0,0,0,0,927,
cgr-referencegenome.boku.ac.at,493,0,0,0,0,0,0,0,0,493,
peanutbase.org,4664,0,0,0,0,0,0,0,0,4664,
ssl.biomax.de:8810,182,0,0,0,0,0,0,0,0,182,
35.190.145.218,155,0,0,0,0,0,0,0,0,155,
134.192.156.201:8080,349,0,0,0,0,0,0,0,0,349,
bioinf.eva.mpg.de,3788,0,0,0,0,0,0,0,0,3788,
134.192.156.202:8080,855,0,0,0,0,0,0,0,0,855,
bioxm.beyondbio.com,203,0,0,0,0,0,0,0,0,203,
gpsdev.pdx.aws,1023,0,0,0,0,0,0,0,0,1023,
pieriandxproddevqa.pdx.aws,802,0,0,0,0,0,0,0,0,802,
ibeetle-base.uni-goettingen.de,165,0,0,0,0,0,0,0,0,165,
www.peanutbase.org,2938,0,0,0,0,0,0,0,0,2938,
lyre.cin.ucsf.edu:8080,204,0,0,0,0,0,0,0,0,204,
fungalgenomics.science.uu.nl:8080,1463,0,0,0,0,0,0,0,0,1463,
www.biw.kuleuven.be,189,0,0,0,0,0,0,0,0,189,
genomics.usal.es,145,0,0,0,0,0,0,0,0,145,
tigriopus.synology.me:8080,901,0,0,0,0,0,0,0,0,901,
jbrowse.smu.edu.cn,561,0,0,0,0,0,0,0,0,561,
staph.unavarra.es:10080,105,0,0,0,0,0,0,0,0,105,
114.215.221.170,137,0,0,0,0,0,0,0,0,137,
192.168.1.11:8085,349,0,0,0,0,0,0,0,0,349,
tigriopus.synology.me:8085,137,0,0,0,0,0,0,0,0,137,
webapollo.bioinformatics.csiro.au,812,0,0,0,0,0,0,0,0,812,
www.burkholderia.com,250,0,0,0,0,0,0,0,0,250,
www.immunobase.org,15247,0,0,0,0,0,0,0,0,15247,
www.bioinfocabd.upo.es,3636,0,0,0,0,0,0,0,0,3636,
cancer.sanger.ac.uk,553471,0,0,0,0,0,0,0,0,553471,
cancer-beta.sanger.ac.uk,12837,0,0,0,0,0,0,0,0,12837,
ann-nblrrome.tuebingen.mpg.de,1318,0,0,0,0,0,0,0,0,1318,
dna-marker.biocenter.helsinki.fi,295,0,0,0,0,0,0,0,0,295,
immunobase.org,1604,0,0,0,0,0,0,0,0,1604,
beta.immunobase.org,170,0,0,0,0,0,0,0,0,170,
dnamethylome.org,251,0,0,0,0,0,0,0,0,251,
192.168.12.160,117,0,0,0,0,0,0,0,0,117,
jt6-cosmic.sandbox.sanger.ac.uk,575,0,0,0,0,0,0,0,0,575,
bioxm-hotfix.beyondbio.com,146,0,0,0,0,0,0,0,0,146,
cosmic.dev.sanger.ac.uk,550,0,0,0,0,0,0,0,0,550,
jbrowse.igs.umaryland.edu,190,0,0,0,0,0,0,0,0,190,
cancer-legacy.sanger.ac.uk,218,0,0,0,0,0,0,0,0,218,
galaxy.genouest.org,271,0,0,0,0,0,0,0,0,271,
dmb-cosmic.sandbox.sanger.ac.uk,108,0,0,0,0,0,0,0,0,108,
grch37-cancer.sanger.ac.uk,3318,0,0,0,0,0,0,0,0,3318,
t1dbase.org,299,0,0,0,0,0,0,0,0,299,
www.t1dbase.org,3975,0,0,0,0,0,0,0,0,3975,
brachypan-dev.jgi.doe.gov,111,0,0,0,0,0,0,0,0,111,
biogenlink.digicon.com,231,0,0,0,0,0,0,0,0,231,
210.72.156.24,712,0,0,0,0,0,0,0,0,712,
52.70.95.246,219,0,0,0,0,0,0,0,0,219,
d16uw076qq0m84.cloudfront.net,998,0,0,0,0,0,0,0,0,998,
bhofmei.github.io,103,0,0,0,0,0,0,0,0,103,
ebbapollo:8443,114,0,0,0,0,0,0,0,0,114,
134.130.28.14:8080,117,0,0,0,0,0,0,0,0,117,
86.50.169.181:8080,405,0,0,0,0,0,0,0,0,405,
crispr.technology,989,0,0,0,0,0,0,0,0,989,
bcrf-chlorella.unl.edu,102,0,0,0,0,0,0,0,0,102,
grch37-cancer-beta.sanger.ac.uk,210,0,0,0,0,0,0,0,0,210,
grch37-cancer-legacy.sanger.ac.uk,1462,0,0,0,0,0,0,0,0,1462,
apollo.phibred.com:8080,332,0,0,0,0,0,0,0,0,332,
54.175.12.55,380,0,0,0,0,0,0,0,0,380,
apollo.vital-it.ch,935,0,0,0,0,0,0,0,0,935,
csr.cuhk.edu.hk,111,0,0,0,0,0,0,0,0,111,
marmoset.dna.bio.keio.ac.jp,177,0,0,0,0,0,0,0,0,177,
nicotiana-webapollo.sgn.cornell.edu,731,0,0,0,0,0,0,0,0,731,
hkudisc.synology.me,240,0,0,0,0,0,0,0,0,240,
pieriandxtest.pieriandx.com,753,0,0,0,0,0,0,0,0,753,
cugr.dev,751,0,0,0,0,0,0,0,0,751,
tools.genxpro.net,874,0,0,0,0,0,0,0,0,874,
cmb.bnu.edu.cn:8088,818,0,0,0,0,0,0,0,0,818,
vw-genomebrowser.central.yale.internal,110,0,0,0,0,0,0,0,0,110,
aegilops.wheat.ucdavis.edu,1393,0,0,0,0,0,0,0,0,1393,
192.168.56.18:8080,726,0,0,0,0,0,0,0,0,726,
fuchshai.geomar.de,103,0,0,0,0,0,0,0,0,103,
biocc.hrbmu.edu.cn:82,617,0,0,0,0,0,0,0,0,617,
v22.popgenie.org,163,0,0,0,0,0,0,0,0,163,
combattb.sanbi.ac.za,986,0,0,0,0,0,0,0,0,986,
141.20.62.214,107,0,0,0,0,0,0,0,0,107,
apollo-qa.phibred.com:8080,285,0,0,0,0,0,0,0,0,285,
192.168.211.77,175,0,0,0,0,0,0,0,0,175,
bmap-dev.jgi.doe.gov,299,0,0,0,0,0,0,0,0,299,
149.165.157.108,254,0,0,0,0,0,0,0,0,254,
dev.gensas.org:8453,433,0,0,0,0,0,0,0,0,433,
jbrowse.abolis.loc:8888,132,0,0,0,0,0,0,0,0,132,
ipomoea-genome.org,586,0,0,0,0,0,0,0,0,586,
srv00.recas.ba.infn.it,563,0,0,0,0,0,0,0,0,563,
www.termitegenome.org:8080,142,0,0,0,0,0,0,0,0,142,
134.121.88.135:8080,130,0,0,0,0,0,0,0,0,130,
dynamiterice.org,1114,0,0,0,0,0,0,0,0,1114,
xenopus.lab.nig.ac.jp,322,0,0,0,0,0,0,0,0,322,
viewer.shigen.info,4170,0,0,0,0,0,0,0,0,4170,
www.gewusci.com,184,0,0,0,0,0,0,0,0,184,
diw3fijgkc9gx.cloudfront.net,1339,0,0,0,0,0,0,0,0,1339,
d7bjdkhvgxpai.cloudfront.net,1565,0,0,0,0,0,0,0,0,1565,
edwapollo.babs.unsw.edu.au,231,0,0,0,0,0,0,0,0,231,
togovar.org,196,0,0,0,0,0,0,0,0,196,
www.homd.org,1648,0,0,0,0,0,0,0,0,1648,
asrp.danforthcenter.org,652,0,0,0,0,0,0,0,0,652,
bang.enz.local,247,0,0,0,0,0,0,0,0,247,
bang,310,0,0,0,0,0,0,0,0,310,
analysis.preview.archerdx.com,1506,0,0,0,0,0,0,0,0,1506,
aura.science.unitn.it,8138,0,0,0,0,0,0,0,0,8138,
biol-schen03d.sols.uq.edu.au:8080,128,0,0,0,0,0,0,0,0,128,
fly.med.harvard.edu,182,0,0,0,0,0,0,0,0,182,
www.thines-lab.senckenberg.de,121,0,0,0,0,0,0,0,0,121,
archer.biopticka.local,543,0,0,0,0,0,0,0,0,543,
www.coolseasonfoodlegume.org,374,0,0,0,0,0,0,0,0,374,
10.10.181.247,103,0,0,0,0,0,0,0,0,103,
133.39.75.173,133,0,0,0,0,0,0,0,0,133,
apollo.ppglab.org,179,0,0,0,0,0,0,0,0,179,
bdg.hfut.edu.cn,814,0,0,0,0,0,0,0,0,814,
10.37.0.250,1334,0,0,0,0,0,0,0,0,1334,
taurus.mskcc.org,4195,0,0,0,0,0,0,0,0,4195,
hanamdg.sial.com:8080,507,0,0,0,0,0,0,0,0,507,
rapsodyn-is.genouest.org,152,0,0,0,0,0,0,0,0,152,
weatherby.genetics.utah.edu,1379,0,0,0,0,0,0,0,0,1379,
192.168.1.229:8081,334,0,0,0,0,0,0,0,0,334,
coffee-webapollo.sgn.cornell.edu,122,0,0,0,0,0,0,0,0,122,
