host,mean,count
bang.enz.local,8.4217,230
d7bjdkhvgxpai.cloudfront.net,8.3421,2020
www.homd.org,8.3173,1680
54.68.127.47,8.2989,174
35.8.120.44,8.2905,210
assay.archerdx.com,8.2460,1431
analysis.preview.archerdx.com,8.1980,1096
172.17.246.179,8.1895,153
csbl.bmb.uga.edu,8.1849,19108
192.168.103.9,8.1391,115
192.168.50.14:1338,8.0177,282
apollo.nematodegenomes.org,8.0000,340
knowpulse.usask.ca:8080,8.0000,292
192.168.142.129,7.9773,132
www.jcvi.org,7.9752,242
ivis-dev:8010,7.9515,8616
150.26.44.159,7.9492,394
10.93.132.63,7.9385,130
gph.niid.go.jp,7.9349,2859
analysis.previous.archerdx.com,7.9241,382
apollo.vital-it.ch,7.9066,1017
togovar.l5dev.jp,7.8596,171
glassqa.phibred.com:8081,7.7771,350
192.168.20.61,7.6906,139
hpc-bioinformatics.cineca.it,7.6893,206
www.thines-lab.senckenberg.de,7.6794,131
uw.analysis.archerdx.com,7.6292,329
122.205.95.172:8080,7.6281,242
thines-lab.senckenberg.de,7.6157,1020
findfusions.com,7.5938,256
biogenlink.digicon.com,7.5692,253
114.215.221.170,7.4818,137
localhost:8084,7.4623,398
134.95.254.121,7.4571,140
ngs-path02.lumcnet.prod.intern:8888,7.4482,859
radish.kazusa.or.jp,7.4053,417
compbio,7.4009,217
analysis.tch.harvard.edu,7.3892,185
biocluster.her.hcmr.gr,7.3869,429
staging.genomenext.com,7.3714,140
ufl.analysis.archerdx.com,7.3605,147
thehive.otago.ac.nz:8080,7.3529,459
plantgenomics.snu.ac.kr,7.3431,1058
www.coolseasonfoodlegume.org,7.3252,492
genom.litbang.pertanian.go.id,7.3195,266
www.swissregulon.unibas.ch,7.3070,811
sn-jbrowse-0.scinet.ars.usda.gov,7.2857,147
fireflygenomebrowser.wi.mit.edu,7.2824,262
suhanggo.seeders.co.kr,7.2474,768
edwapollo.babs.unsw.edu.au,7.2411,282
128.178.187.147,7.1621,580
d16uw076qq0m84.cloudfront.net,7.1592,1690
52.70.95.246,7.1330,233
gum.plantgenie.org,7.1327,113
170.212.137.168,7.1272,1116
192.168.46.128,7.1058,104
apollo.janelia.org,7.0984,427
scicomp-pc-6.mpi-cbg.de:8088,7.0721,430
dgdarcher504.chop.edu,7.0613,587
archer,7.0568,264
dxarch04.ignyta.local,7.0330,909
dh135,7.0275,327
10.22.58.249,7.0236,467
vroomfondel.bc.ic.ac.uk:8080,7.0212,424
134.7.57.190:8888,7.0201,149
taurus.mskcc.org,7.0145,4344
kitbase.ucdavis.edu,7.0000,1206
asgdb.org,7.0000,105
www.genome.arizona.edu,7.0000,512
asm-microsvcs01.l.synthgeno.global:8989,7.0000,125
genome.setac.org,7.0000,612
smic.reefgenomics.org,7.0000,144
odin-dev.perkinelmerdna.net,7.0000,614
odin-prod.perkinelmerdna.net,7.0000,2620
10.53.18.133,7.0000,462
192.168.52.128,6.9869,839
cherry.kazusa.or.jp,6.9831,354
10.253.21.69,6.9772,219
dev6,6.9513,308
vroomfondel:8080,6.9402,117
staging.com,6.9307,202
10.88.33.44:8443,6.9036,197
plmine.mpi-cbg.de:8088,6.8552,5614
10.75.119.201,6.7628,506
vollbrechtlab.gdcb.iastate.edu,6.7171,562
ebbapollo:8443,6.7085,199
10.122.65.228,6.6872,243
galaxy.genouest.org,6.6836,275
210.34.81.125,6.6801,347
ssl.biomax.de:8810,6.6765,306
msk.analysis.archerdx.com,6.6393,122
jbrowse.rijkzwaan.com,6.6329,1874
www.bioinfocabd.upo.es,6.6116,3628
indexdb.ncbs.res.in,6.5424,118
marinegenomics.oist.jp,6.5353,4708
192.168.1.2:6464,6.5342,234
macroteleia.biosci.ohio-state.edu,6.4857,175
192.168.142.130,6.4132,121
10.30.10.125,6.2925,335
bouzouki.bio.cs.cmu.edu,6.2895,190
bioinfo-mac-8,6.2756,225
studentpc2:8080,6.2326,8842
dna-marker.biocenter.helsinki.fi:8085,6.2078,154
nemogenome.cbrc.kaust.edu.sa,6.2010,204
parasitoids.labs.vu.nl,6.1513,119
adenine.bradley.edu,6.1389,14847
www.gensas.org:8453,6.1364,110
aleyroctonus.asc.ohio-state.edu,6.1170,393
10.21.1.56,6.1032,126
v22.popgenie.org,6.0848,165
gene.dev203.linkdoc.com,6.0504,139
10.22.57.178,6.0435,138
tesla.pcbi.upenn.edu,6.0000,569
gene.linkdoc.com,6.0000,144
192.168.52.129,6.0000,401
10.22.57.177,6.0000,140
www.lisanwanglab.org,6.0000,495
locustmine.org,6.0000,331
target.sbg.qb.fcen.uba.ar,5.9591,2545
mangobase.org,5.9309,304
gps.devqa.pieriandx.com,5.8973,146
planmine.mpi-cbg.de:8088,5.8482,20365
134.121.85.160:8080,5.8377,228
galaxy.cineca.it,5.8051,626
www.breedserve.cab.kps.ku.ac.th,5.7524,319
www.rnanet.org,5.7511,679
cugr.dev,5.7500,108
200.144.244.219:8080,5.7179,195
www.brh2.jp,5.7054,662
ptbbsrv3.epfl.ch,5.6586,454
172.20.20.243,5.6395,932
hanamdg.sial.com:8080,5.6154,572
ing-lxs60.ingelheim.bioscientia.de:8099,5.5340,191
test.togovar.l5dev.jp,5.4691,162
swissregulon.unibas.ch,5.4564,5813
modem.hzau.edu.cn,5.4554,202
129.114.17.205,5.4194,155
192.168.0.140,5.3763,396
mmodev2:8080,5.3101,129
192.168.253.152,5.2792,154
mgap.ohsu.edu,5.2658,711
cazy212.afmb.local,5.2609,759
172.20.20.241,5.2324,981
aura.science.unitn.it,5.1825,8286
www.cazy.org,5.1201,1341
leishseq.cbm.uam.es,5.0739,203
172.20.20.247,5.0635,709
140.120.203.44,5.0510,57454
bioserv02,5.0347,202
172.16.0.206:81,5.0267,1572
bias4.nibb.ac.jp:8113,5.0000,229
localhost:8301,5.0000,6241
210.46.80.146,5.0000,854
ceres.snu.ac.kr:9994,5.0000,470
floridahospital.pieriandx.com,5.0000,472
10.131.101.159:8080,5.0000,139
oxy-gen.pieriandx.com,5.0000,452
aventus.pieriandx.com,4.9980,3062
uab.pieriandx.com,4.9949,3554
nm.pieriandx.com,4.9945,545
uva.pieriandx.com,4.9916,2150
pieriandxopsqa.opsqa.pieriandx.com,4.9867,301
dartmouth.pieriandx.com,4.9813,1600
gps.pieriandx.com,4.9808,6875
sma.pieriandx.com,4.9791,1147
pgdx.pieriandx.com,4.9785,1117
alphagenomix.pieriandx.com,4.9782,1791
nextmolecular.pieriandx.com,4.9720,535
pieriandxprod.pieriandx.com,4.9708,513
demo.pieriandx.com,4.9702,3351
uabtest.pieriandx.com,4.9700,200
moffitt.pieriandx.com,4.9687,10535
songyanglab.sysu.edu.cn,4.9664,476
mgl.pieriandx.com,4.9579,1712
genome.lygos.com,4.9490,412
fahc.pieriandx.com,4.9468,4118
northshore.pieriandx.com,4.9431,1266
demoopsqa.opsqa.pieriandx.com,4.9428,367
cedarssinai.pieriandx.com,4.9370,1190
sonic.pieriandx.com,4.9013,152
hli.pieriandx.com,4.8871,372
pathwest.pieriandx.com,4.8852,967
mcg.pieriandx.com,4.8739,119
test.rosaceae.org,4.8689,267
biodb.sdau.edu.cn,4.8178,494
192.168.224.24:9999,4.8036,112
sch.pieriandx.com,4.7871,620
clevelandclinic.pieriandx.com,4.7366,262
gpstest.pieriandx.com,4.7192,780
genome.bluhmlab.com,4.7037,459
185.45.23.197:5080,4.6959,148
bioserv-test,4.6943,435
clevelandclinictest.pieriandx.com,4.6774,186
127.0.1.1,4.6700,200
migale.jouy.inra.fr,4.6314,350
mayotest.pieriandx.com,4.6250,192
wakeforest.pieriandx.com,4.6006,1570
tricoretest.pieriandx.com,4.5970,134
genedenovoweb.ticp.net:81,4.5758,554
42.123.124.204:8081,4.4889,497
bioinformatics.zju.edu.cn,4.4684,190
218.193.51.153:8080,4.4628,121
rio.nzcorp.net,4.4275,545
localhost:55555,4.3898,118
biored.ddns.net,4.3786,2298
jupyter.sci.gmi.oeaw.ac.at,4.3454,194
hoekstrapero.rc.fas.harvard.edu,4.3391,230
leish-esp.cbm.uam.es,4.2648,1284
moffittdevqa.pdx.aws,4.2419,124
isyslab.info,4.1933,419
db.cbi.pku.edu.cn,4.1747,687
usegalaxy.eu,4.1408,142
salmobase.org,4.0894,414
mmodev2:8085,4.0756,119
localhost:8887,4.0558,233
www.vaccinium.org,4.0494,627
galaxy.ple.roche.com:8080,4.0397,126
webs.iiitd.edu.in,4.0183,164
gryc.inra.fr,4.0000,5715
togogenome.org,4.0000,1408
regadb.bahia.fiocruz.br,4.0000,209
pathogenseq.lshtm.ac.uk,4.0000,1300
langelabtools.wsu.edu,4.0000,121
aiptasia.reefgenomics.org,4.0000,449
efam.nzcorp.net,4.0000,1792
chlambase.org,4.0000,2027
quiver.archerdx.com,4.0000,165
www.artichokegenome.unito.it,4.0000,141
192.248.21.78:8084,4.0000,1115
dev.togogenome.org,4.0000,180
124.16.129.48,3.9865,1040
amphimedon.qcloud.qcif.edu.au,3.9831,178
sunlab.cau.edu.cn,3.9821,168
134.192.156.204:8080,3.9779,271
dev.chlambase.org,3.9690,258
10.10.6.78,3.8654,156
133.26.84.80,3.7901,181
bioinfolab.miamioh.edu,3.7461,831
birdbeta.isisph.com,3.7044,822
s-tx-nexustest,3.7038,260
192.168.70.27,3.6168,107
172.16.1.36,3.5826,484
127.0.0.1:8000,3.5658,3466
deepbiology.cn,3.5273,220
brd.isisph.com,3.5050,101
bioweb1.es.dupont.com:1557,3.4601,313
webapollo.bioinformatics.csiro.au,3.4419,912
alejandropc:3232,3.4412,102
fisher.rsb.anu.edu.au,3.3121,141
reswebdev301.gene.com,3.3120,125
210.218.217.106,3.3119,420
149.165.168.238,3.2214,140
forestgen.ffpri.affrc.go.jp,3.2042,142
wikigenomes.org,3.1832,464
www.gene.bio,3.1676,179
www.wikigenomes.org,3.1361,147
140.110.17.14,3.1283,187
192.168.2.199:9090,3.1130,115
salmonbase.org,3.1065,310
www.insect-genome.com,3.0984,183
202.194.131.198,3.0972,144
docker:8080,3.0723,249
10.75.28.170:8080,3.0542,277
gpsdev.dev.pieriandx.com,3.0460,239
www.rgenome.net,3.0000,1948
lncrna.big.ac.cn,3.0000,5594
www.naked-mole-rat.org,3.0000,558
botryllus.stanford.edu,3.0000,417
ncig-genomebrowser.anu.edu.au,3.0000,178
naked-mole-rat.org,3.0000,188
146.118.64.11,3.0000,318
cloud.life.tsinghua.edu.cn,3.0000,257
202.97.205.69:84,3.0000,303
bioinf.xmu.edu.cn,3.0000,212
darter2.westga.edu,3.0000,436
130.56.102.10,3.0000,182
172.22.220.29,3.0000,278
beetlebase.org,3.0000,133
galaxy-mel.genome.edu.au,2.9926,271
genome.jouy.inra.fr,2.9691,194
peanutgr.fafu.edu.cn,2.8447,618
147.100.164.47,2.7993,294
staphbrowser.org,2.7407,108
192.168.0.105,2.7311,119
browse2.big.ac.cn,2.7259,259
192.168.16.95:5050,2.7075,653
192.168.248.246:8080,2.6865,185
www.fireflybase.org,2.6830,224
bcg.abrc.sinica.edu.tw:8080,2.6050,119
149.165.157.108,2.6024,254
106.244.232.196,2.5778,135
repeatexplorer-elixir.cerit-sc.cz,2.5368,136
sndg.qb.fcen.uba.ar,2.4656,189
bis.zju.edu.cn,2.4608,740
verdant.iplantcollaborative.org,2.3870,416
10.157.217.77,2.3724,239
tgwebdev.cam.uchc.edu,2.3654,301
localhost:4000,2.3491,106
penguin.genomics.cn,2.3276,699
nabic.rda.go.kr,2.2842,570
10.157.216.34,2.2602,269
10.83.75.42,2.2011,184
careexpress.6655.la:60119,2.1759,216
careexpress.6655.la:17916,2.1180,839
kbase.us,2.1166,163
esharkgenome.imcb.a-star.edu.sg:8000,2.0984,1169
192.168.1.119:8094,2.0760,434
ec2-107-21-134-158.compute-1.amazonaws.com,2.0491,163
dev.facebase.org,2.0278,432
10.71.115.70,2.0169,118
genome.microbedb.jp,2.0007,63248
echinobase.org,2.0000,519
cys.bios.niu.edu,2.0000,2008
192.168.10.222,2.0000,375
pennycress.umn.edu,2.0000,191
www.spinachbase.org,2.0000,2128
dbsecsys.bhsai.org,2.0000,453
nike.snu.ac.kr:7776,2.0000,281
218.189.16.133,2.0000,124
sasdb.medgenome.com:9443,2.0000,127
202.195.250.106,2.0000,106
jbrowse-dev.alliancegenome.org,2.0000,138
apiaceae.njau.edu.cn,2.0000,125
proteinmodelling-server.swan.ac.uk,2.0000,239
jbrowse.alliancegenome.org,1.9995,3728
bioinfo.bti.cornell.edu,1.9993,1514
human3dproteome.com,1.9989,1875
202.120.41.217,1.9957,234
210.21.87.237:50070,1.9951,206
59.79.248.25,1.9947,377
10.192.36.17:8080,1.9647,312
106.14.224.145:8080,1.9630,108
grassius.org,1.9425,313
www.grassius.org,1.9070,301
54.237.218.249,1.9052,116
spinachbasez.feilab.net,1.8991,109
cgbase.arkgene.com,1.8728,668
www.algaegenome.org,1.8473,203
arkham.exp.dc.uba.ar,1.7447,188
211.69.140.136,1.3717,191
34.201.39.192,1.0745,282
staging.facebase.org,1.0000,132
140.110.17.247,0.9375,496
172.20.20.237,0.3493,229
