trackCount separated into bins (last 12 months, > 100 hits)
host,'0-100,'100-200,'200-500,'500-1000,'1000-2000,'2000-5000,'5000-10000,'10000-20000,'>20000,trackCount,hits
aghiera.it.csiro.au:8080,100,0,0,0,0,0,0,0,0,100,
albiorix.bioenv.gu.se:8080,1875,0,0,0,0,0,0,0,0,1875,
i.animalgenome.org,721,0,0,0,0,0,0,0,0,721,
lis-stage.usda.iastate.edu,383,0,0,0,0,0,0,0,0,383,
localhost:8889,109,0,0,0,0,0,0,0,0,109,
legumeinfo.org,5052,0,0,0,0,0,0,0,0,5052,
localhost:5801,382,0,0,0,0,0,0,0,0,382,
localhost:5802,206,0,0,0,0,0,0,0,0,206,
localhost:5800,2656,0,0,0,0,0,0,0,0,2656,
210.34.81.125,347,0,0,0,0,0,0,0,0,347,
peanutgr.fafu.edu.cn,618,0,0,0,0,0,0,0,0,618,
mandolin.caltech.edu,156,0,0,0,0,0,0,0,0,156,
141.244.40.114,1244,0,0,0,0,0,0,0,0,1244,
old-gep.wustl.edu,1032,0,0,0,0,0,0,0,0,1032,
www.scnbase.org,134,0,0,0,0,0,0,0,0,134,
maizeinflorescence.org,246,0,0,0,0,0,0,0,0,246,
maizegametophyte.org,399,0,0,0,0,0,0,0,0,399,
localhost:1337,873,0,0,0,0,0,0,0,0,873,
pegasus-bioinfo.angers-nantes.inra.fr,1642,0,0,0,0,0,0,0,0,1642,
gbf.toulouse.inra.fr,1197,0,0,0,0,0,0,0,0,1197,
compbio.tongji.edu.cn,297,0,0,0,0,0,0,0,0,297,
brie.cshl.edu:8080,158,0,0,0,0,0,0,0,0,158,
data.maizecode.org,1235,0,0,0,0,0,0,0,0,1235,
data.sciapps.org,202,0,0,0,0,0,0,0,0,202,
jserizay.site,503,0,0,0,0,0,0,0,0,503,
staging.com,202,0,0,0,0,0,0,0,0,202,
jbrowsedev.com:1337,457,0,0,0,0,0,0,0,0,457,
icuginew.feilab.net,131,0,0,0,0,0,0,0,0,131,
www.icugi.org,4125,0,0,0,0,0,0,0,0,4125,
cucurbitgenomics.org,79940,0,0,0,0,0,0,0,0,79940,
www.cucurbitgenomics.org,114,0,0,0,0,0,0,0,0,114,
opathy.uv.es,342,0,0,0,0,0,0,0,0,342,
marchantia.info,12416,0,0,0,0,0,0,0,0,12416,
efishgenomics.integrativebiology.msu.edu,653,0,0,0,0,0,0,0,0,653,
demo.genomearchitect.org,771,0,0,0,0,0,0,0,0,771,
147.99.108.97,247,0,0,0,0,0,0,0,0,247,
www.tetrans.ethz.ch,143,0,0,0,0,0,0,0,0,143,
apollo.berkeleybop.io,2792,0,0,0,0,0,0,0,0,2792,
192.168.1.100:8080,440,0,0,0,0,0,0,0,0,440,
203.101.225.212:8080,134,0,0,0,0,0,0,0,0,134,
192.168.203.138:8080,491,0,0,0,0,0,0,0,0,491,
igenomed4.stanford.edu,210,0,0,0,0,0,0,0,0,210,
10.10.20.88,215,0,0,0,0,0,0,0,0,215,
hikakudb.nig.ac.jp,3530,0,0,0,0,0,0,0,0,3530,
mockaitis.ncgas.org,756,0,0,0,0,0,0,0,0,756,
plantdhs.org,2839,0,0,0,0,0,0,0,0,2839,
128.214.53.152:3838,177,0,0,0,0,0,0,0,0,177,
diw3fijgkc9gx.cloudfront.net,3503,0,0,0,0,0,0,0,0,3503,
10.0.0.48,656,0,0,0,0,0,0,0,0,656,
galaxy.dna.affrc.go.jp,247,0,0,0,0,0,0,0,0,247,
brie.cshl.edu:8082,117,0,0,0,0,0,0,0,0,117,
data.koalagenome.org,106,0,0,0,0,0,0,0,0,106,
133.48.58.6:8080,339,0,0,0,0,0,0,0,0,339,
bf2i300.insa-lyon.fr:8080,398,0,0,0,0,0,0,0,0,398,
tnr2911.tnrad.local:8000,431,0,0,0,0,0,0,0,0,431,
medicinalplantgenomics.msu.edu,2008,0,0,0,0,0,0,0,0,2008,
www.bio-bigdata.net,273,0,0,0,0,0,0,0,0,273,
genomes.stowers.org:8080,131,0,0,0,0,0,0,0,0,131,
bioinformatik.basf-ag.de,124,0,0,0,0,0,0,0,0,124,
172.29.2.99,601,0,0,0,0,0,0,0,0,601,
mines.legumeinfo.org,2134,0,0,0,0,0,0,0,0,2134,
10.10.20.22,133,0,0,0,0,0,0,0,0,133,
silkbase.ab.a.u-tokyo.ac.jp,6376,0,0,0,0,0,0,0,0,6376,
test-bioinfo,150,0,0,0,0,0,0,0,0,150,
210.34.81.56,2184,0,0,0,0,0,0,0,0,2184,
geneart.med.unideb.hu,516,0,0,0,0,0,0,0,0,516,
132.66.114.84,127,0,0,0,0,0,0,0,0,127,
cloud5.galaxyproject.org,421,0,0,0,0,0,0,0,0,421,
localhost:9002,107,0,0,0,0,0,0,0,0,107,
thymine01,206,0,0,0,0,0,0,0,0,206,
adenine.bradley.edu,14847,0,0,0,0,0,0,0,0,14847,
d-annotator.interomics.eu,235,0,0,0,0,0,0,0,0,235,
bioinfo-mac-8,225,0,0,0,0,0,0,0,0,225,
exploreageno.me,296,0,0,0,0,0,0,0,0,296,
agwg.rockefeller.edu:8080,464,0,0,0,0,0,0,0,0,464,
openstack-192-168-101-219.genouest.org,134,0,0,0,0,0,0,0,0,134,
biored.ddns.net,2298,0,0,0,0,0,0,0,0,2298,
192.168.2.199,336,0,0,0,0,0,0,0,0,336,
jcdb.xtbg.ac.cn,199,0,0,0,0,0,0,0,0,199,
petunia-webapollo.sgn.cornell.edu,334,0,0,0,0,0,0,0,0,334,
hazelnut.blast.mocklerlab.org,107,0,0,0,0,0,0,0,0,107,
localhost:8098,183,0,0,0,0,0,0,0,0,183,
jbrowse.abolis.loc,204,0,0,0,0,0,0,0,0,204,
d15hswjloo3c4x.cloudfront.net,4556,0,0,0,0,0,0,0,0,4556,
192.168.140.186,227,0,0,0,0,0,0,0,0,227,
swissregulon.unibas.ch,5813,0,0,0,0,0,0,0,0,5813,
134.130.28.14,1209,0,0,0,0,0,0,0,0,1209,
beagle.windows.ebi.ac.uk:8889,166,0,0,0,0,0,0,0,0,166,
194.199.242.6,254,0,0,0,0,0,0,0,0,254,
test-bioinfo.obs-vlfr.fr,392,0,0,0,0,0,0,0,0,392,
seabase.obs-vlfr.fr,120,0,0,0,0,0,0,0,0,120,
marimba.obs-vlfr.fr,600,0,0,0,0,0,0,0,0,600,
amborella.uga.edu,137,0,0,0,0,0,0,0,0,137,
xebec.dbs.umt.edu,130,0,0,0,0,0,0,0,0,130,
jbrowse.plant-biotech.biologie.privat,585,0,0,0,0,0,0,0,0,585,
fungalgenomics.science.uu.nl:8080,1491,0,0,0,0,0,0,0,0,1491,
imethyl.iwate-megabank.org,2445,0,0,0,0,0,0,0,0,2445,
tokyogw.bits.cc,102,0,0,0,0,0,0,0,0,102,
knowpulse.usask.ca,3329,0,0,0,0,0,0,0,0,3329,
nod6:8080,118,0,0,0,0,0,0,0,0,118,
www.gensas.org:8443,1300,0,0,0,0,0,0,0,0,1300,
www.plabipd.de,513,0,0,0,0,0,0,0,0,513,
genomicsal.es,123,0,0,0,0,0,0,0,0,123,
gbdev.nig.ac.jp,744,0,0,0,0,0,0,0,0,744,
d7bjdkhvgxpai.cloudfront.net,2020,0,0,0,0,0,0,0,0,2020,
www.medcomp.medicina.unipd.it,106,0,0,0,0,0,0,0,0,106,
bioinf.mind.meiji.ac.jp,3146,0,0,0,0,0,0,0,0,3146,
203.230.60.182,119,0,0,0,0,0,0,0,0,119,
10.90.75.247:8080,288,0,0,0,0,0,0,0,0,288,
cas-ie2-apollo.uoregon.edu,128,0,0,0,0,0,0,0,0,128,
134.192.156.203:8080,157,0,0,0,0,0,0,0,0,157,
134.192.156.204:8080,271,0,0,0,0,0,0,0,0,271,
23.21.254.0:1337,109,0,0,0,0,0,0,0,0,109,
plantomics.mind.meiji.ac.jp,2347,0,0,0,0,0,0,0,0,2347,
192.168.1.2:6464,234,0,0,0,0,0,0,0,0,234,
rayfin.uoregon.edu,239,0,0,0,0,0,0,0,0,239,
iris.angers.inra.fr,3191,0,0,0,0,0,0,0,0,3191,
studentpc2:8080,8842,0,0,0,0,0,0,0,0,8842,
159.226.89.116:8080,106,0,0,0,0,0,0,0,0,106,
www.hardwoodgenomics.org,345,0,0,0,0,0,0,0,0,345,
forestgen.ffpri.affrc.go.jp,142,0,0,0,0,0,0,0,0,142,
192.168.0.105,119,0,0,0,0,0,0,0,0,119,
52.83.249.161:8081,335,0,0,0,0,0,0,0,0,335,
srivastavalab.rc.fas.harvard.edu,285,0,0,0,0,0,0,0,0,285,
130.85.169.215,367,0,0,0,0,0,0,0,0,367,
10.199.105.113,423,0,0,0,0,0,0,0,0,423,
veeninglab.com,195,0,0,0,0,0,0,0,0,195,
10.2.40.78,171,0,0,0,0,0,0,0,0,171,
dirac.basc.science.depi.vic.gov.au,110,0,0,0,0,0,0,0,0,110,
localhost:4000,104,0,0,0,0,0,0,0,0,104,
0.0.0.0:8080,272,0,0,0,0,0,0,0,0,272,
bcrf-chlorella.unl.edu,148,0,0,0,0,0,0,0,0,148,
p00201.genebay.co.jp:8443,134,0,0,0,0,0,0,0,0,134,
hardwoodgenomics.org,306,0,0,0,0,0,0,0,0,306,
ricebase.org,669,0,0,0,0,0,0,0,0,669,
192.168.20.85,254,0,0,0,0,0,0,0,0,254,
localhost:10080,172,0,0,0,0,0,0,0,0,172,
aspgd.broadinstitute.org,621,0,0,0,0,0,0,0,0,621,
latte.nhgri.nih.gov,116,0,0,0,0,0,0,0,0,116,
asparagus.uga.edu,245,0,0,0,0,0,0,0,0,245,
ihpe-249.univ-perp.fr,125,0,0,0,0,0,0,0,0,125,
216.47.151.240:8085,1107,0,0,0,0,0,0,0,0,1107,
arusha.nhgri.nih.gov,870,0,0,0,0,0,0,0,0,870,
research.nhgri.nih.gov,355,0,0,0,0,0,0,0,0,355,
www.hgvd.genome.med.kyoto-u.ac.jp,8134,0,0,0,0,0,0,0,0,8134,
115.146.89.73,389,0,0,0,0,0,0,0,0,389,
mockler-jbrowse.mocklerlab.org,121,0,0,0,0,0,0,0,0,121,
crdd.osdd.net,138,0,0,0,0,0,0,0,0,138,
apollo.ips2.u-psud.fr:8080,217,0,0,0,0,0,0,0,0,217,
132.248.220.37,259,0,0,0,0,0,0,0,0,259,
bioinformatics.zju.edu.cn,190,0,0,0,0,0,0,0,0,190,
10.75.119.201,506,0,0,0,0,0,0,0,0,506,
blast.ibbr.umd.edu,4468,0,0,0,0,0,0,0,0,4468,
wanglab.info,144,0,0,0,0,0,0,0,0,144,
dictybase.org,475,0,0,0,0,0,0,0,0,475,
ds.genome.med.kyoto-u.ac.jp,168,0,0,0,0,0,0,0,0,168,
www.lmb.cnptia.embrapa.br,102,0,0,0,0,0,0,0,0,102,
gmod.github.io,267,0,0,0,0,0,0,0,0,267,
192.168.253.152,154,0,0,0,0,0,0,0,0,154,
lbb.cnpae.embrapa.br,333,0,0,0,0,0,0,0,0,333,
www.flyrnai.org,7611,0,0,0,0,0,0,0,0,7611,
vroomfondel.bc.ic.ac.uk:8080,424,0,0,0,0,0,0,0,0,424,
www.echinobase.org,23821,0,0,0,0,0,0,0,0,23821,
marinegenomics.oist.jp,4707,0,0,0,0,0,0,0,0,4707,
bicresources.jcbose.ac.in,1507,0,0,0,0,0,0,0,0,1507,
spruce.plantphys.umu.se:8105,117,0,0,0,0,0,0,0,0,117,
127.0.0.1:8888,176,0,0,0,0,0,0,0,0,176,
geneious-test:8888,109,0,0,0,0,0,0,0,0,109,
134.7.57.190:8888,149,0,0,0,0,0,0,0,0,149,
peanutbase-stage.usda.iastate.edu,487,0,0,0,0,0,0,0,0,487,
vpgsb-jbrowse.scidom.de,139,0,0,0,0,0,0,0,0,139,
158.109.126.93,579,0,0,0,0,0,0,0,0,579,
bouzouki.bio.cs.cmu.edu,190,0,0,0,0,0,0,0,0,190,
192.168.0.140,396,0,0,0,0,0,0,0,0,396,
134.192.131.251:8080,142,0,0,0,0,0,0,0,0,142,
www.melonomics.net,2246,0,0,0,0,0,0,0,0,2246,
apollo.bi.up.ac.za:8080,454,0,0,0,0,0,0,0,0,454,
cloud5.galaxyproject.org:8080,367,0,0,0,0,0,0,0,0,367,
jbrowse.insilicogen.com,767,0,0,0,0,0,0,0,0,767,
edwapollo.babs.unsw.edu.au,282,0,0,0,0,0,0,0,0,282,
metazome.jgi.doe.gov,3228,0,0,0,0,0,0,0,0,3228,
10.157.216.34,269,0,0,0,0,0,0,0,0,269,
staphbrowser.org,108,0,0,0,0,0,0,0,0,108,
localhost:55555,118,0,0,0,0,0,0,0,0,118,
202.194.131.198,144,0,0,0,0,0,0,0,0,144,
10.83.75.42,184,0,0,0,0,0,0,0,0,184,
129.114.17.205,155,0,0,0,0,0,0,0,0,155,
ginsengdb.snu.ac.kr,287,0,0,0,0,0,0,0,0,287,
analysis.archerdx.com,6376,0,0,0,0,0,0,0,0,6376,
grassius.org,313,0,0,0,0,0,0,0,0,313,
ivis-dev:8010,8616,0,0,0,0,0,0,0,0,8616,
thines-lab.senckenberg.de,1020,0,0,0,0,0,0,0,0,1020,
jupyter.sci.gmi.oeaw.ac.at,194,0,0,0,0,0,0,0,0,194,
genom.litbang.pertanian.go.id,266,0,0,0,0,0,0,0,0,266,
127.0.1.1:7777,136,0,0,0,0,0,0,0,0,136,
dgdarcher504.chop.edu,587,0,0,0,0,0,0,0,0,587,
218.193.51.153:8080,121,0,0,0,0,0,0,0,0,121,
210.27.97.107:7777,814,0,0,0,0,0,0,0,0,814,
192.168.248.246:8080,185,0,0,0,0,0,0,0,0,185,
ptbbsrv3.epfl.ch,454,0,0,0,0,0,0,0,0,454,
127.0.0.1:8000,3466,0,0,0,0,0,0,0,0,3466,
192.168.46.128,104,0,0,0,0,0,0,0,0,104,
127.0.1.1,200,0,0,0,0,0,0,0,0,200,
128.178.187.147,580,0,0,0,0,0,0,0,0,580,
172.17.64.102:3232,122,0,0,0,0,0,0,0,0,122,
jbrowse.rijkzwaan.com,1874,0,0,0,0,0,0,0,0,1874,
www.breedserve.cab.kps.ku.ac.th,319,0,0,0,0,0,0,0,0,319,
192.168.70.27,107,0,0,0,0,0,0,0,0,107,
194.199.55.39,359,0,0,0,0,0,0,0,0,359,
133.26.84.80,181,0,0,0,0,0,0,0,0,181,
bioweb1.es.dupont.com:1557,313,0,0,0,0,0,0,0,0,313,
10.122.65.228,243,0,0,0,0,0,0,0,0,243,
oboe.caltech.edu,123,0,0,0,0,0,0,0,0,123,
sunlab.cau.edu.cn,168,0,0,0,0,0,0,0,0,168,
compbio,216,0,0,0,0,0,0,0,0,216,
genome.microbedb.jp,63246,0,0,0,0,0,0,0,0,63246,
deepbiology.cn,220,0,0,0,0,0,0,0,0,220,
210.218.217.106,420,0,0,0,0,0,0,0,0,420,
bioinfor.scu.edu.cn,119,0,0,0,0,0,0,0,0,119,
10.75.28.170:8080,277,0,0,0,0,0,0,0,0,277,
106.14.224.145:8080,108,0,0,0,0,0,0,0,0,108,
datacenter.oceanridgebio.com,215,0,0,0,0,0,0,0,0,215,
192.168.224.24:9999,112,0,0,0,0,0,0,0,0,112,
sunflowergenome.org,1451,0,0,0,0,0,0,0,0,1451,
macroteleia.biosci.ohio-state.edu,175,0,0,0,0,0,0,0,0,175,
10.10.6.78,156,0,0,0,0,0,0,0,0,156,
fisher.rsb.anu.edu.au,141,0,0,0,0,0,0,0,0,141,
172.16.0.206:81,1572,0,0,0,0,0,0,0,0,1572,
genome.jouy.inra.fr,194,0,0,0,0,0,0,0,0,194,
150.26.44.159,394,0,0,0,0,0,0,0,0,394,
172.16.1.36,484,0,0,0,0,0,0,0,0,484,
39.106.204.218,838,0,0,0,0,0,0,0,0,838,
leishseq.cbm.uam.es,203,0,0,0,0,0,0,0,0,203,
sn-jbrowse-0.scinet.ars.usda.gov,147,0,0,0,0,0,0,0,0,147,
mycobrowser.epfl.ch,192213,0,0,0,0,0,0,0,0,192213,
10.30.10.125,335,0,0,0,0,0,0,0,0,335,
localhost:8887,233,0,0,0,0,0,0,0,0,233,
nemogenome.cbrc.kaust.edu.sa,204,0,0,0,0,0,0,0,0,204,
aleyroctonus.asc.ohio-state.edu,393,0,0,0,0,0,0,0,0,393,
leish-esp.cbm.uam.es,1284,0,0,0,0,0,0,0,0,1284,
test.togovar.l5dev.jp,162,0,0,0,0,0,0,0,0,162,
structurome.bb.iastate.edu,1579,0,0,0,0,0,0,0,0,1579,
170.212.137.168,1116,0,0,0,0,0,0,0,0,1116,
togovar.l5dev.jp,171,0,0,0,0,0,0,0,0,171,
brachypan.jgi.doe.gov,1438,0,0,0,0,0,0,0,0,1438,
www.insect-genome.com,183,0,0,0,0,0,0,0,0,183,
migale.jouy.inra.fr,350,0,0,0,0,0,0,0,0,350,
bioserv-test,435,0,0,0,0,0,0,0,0,435,
jbrowse-hopbase.cgrb.oregonstate.edu,1013,0,0,0,0,0,0,0,0,1013,
chewbacca.bi.up.ac.za:8080,282,0,0,0,0,0,0,0,0,282,
verdant.iplantcollaborative.org,416,0,0,0,0,0,0,0,0,416,
42.123.124.204:8081,497,0,0,0,0,0,0,0,0,497,
www.grassius.org,301,0,0,0,0,0,0,0,0,301,
biodb.sdau.edu.cn,494,0,0,0,0,0,0,0,0,494,
vbrighttools01x.uzbrussel.be,3691,0,0,0,0,0,0,0,0,3691,
fernbase.org,296,0,0,0,0,0,0,0,0,296,
www.gensas.org:8453,110,0,0,0,0,0,0,0,0,110,
www.fernbase.org,303,0,0,0,0,0,0,0,0,303,
nfingb.leibniz-fli.de,1017,0,0,0,0,0,0,0,0,1017,
133.6.22.12,374,0,0,0,0,0,0,0,0,374,
tgwebdev.cam.uchc.edu,301,0,0,0,0,0,0,0,0,301,
www.collembolomics.nl,380,0,0,0,0,0,0,0,0,380,
parasitoids.labs.vu.nl,119,0,0,0,0,0,0,0,0,119,
10.0.0.100,356,0,0,0,0,0,0,0,0,356,
iris.ensembl.org,132,0,0,0,0,0,0,0,0,132,
216.47.151.96:8085,2918,0,0,0,0,0,0,0,0,2918,
localhost:8085,269,0,0,0,0,0,0,0,0,269,
192.168.16.95:5050,653,0,0,0,0,0,0,0,0,653,
pseudomonas.com,701,0,0,0,0,0,0,0,0,701,
www.pseudomonas.com,1593,0,0,0,0,0,0,0,0,1593,
www.brh2.jp,662,0,0,0,0,0,0,0,0,662,
192.168.2.199:9090,115,0,0,0,0,0,0,0,0,115,
gum.plantgenie.org,113,0,0,0,0,0,0,0,0,113,
fly.med.harvard.edu,199,0,0,0,0,0,0,0,0,199,
apollo.ppglab.org,210,0,0,0,0,0,0,0,0,210,
esharkgenome.imcb.a-star.edu.sg:8000,1169,0,0,0,0,0,0,0,0,1169,
betula.biosci.helsinki.fi:8080,331,0,0,0,0,0,0,0,0,331,
dev.lungmap.net,148,0,0,0,0,0,0,0,0,148,
140.109.48.70:9517,810,0,0,0,0,0,0,0,0,810,
lymedisease.med.ucf.edu,176,0,0,0,0,0,0,0,0,176,
jbrowse.cebitec.uni-bielefeld.de,307,0,0,0,0,0,0,0,0,307,
mmo.sb-roscoff.fr,260,0,0,0,0,0,0,0,0,260,
192.168.103.9,115,0,0,0,0,0,0,0,0,115,
192.168.20.61,139,0,0,0,0,0,0,0,0,139,
128.192.99.108:8080,543,0,0,0,0,0,0,0,0,543,
cgr-referencegenome.boku.ac.at,652,0,0,0,0,0,0,0,0,652,
peanutbase.org,5930,0,0,0,0,0,0,0,0,5930,
ssl.biomax.de:8810,306,0,0,0,0,0,0,0,0,306,
35.190.145.218,155,0,0,0,0,0,0,0,0,155,
134.192.156.201:8080,407,0,0,0,0,0,0,0,0,407,
bioinf.eva.mpg.de,4276,0,0,0,0,0,0,0,0,4276,
192.168.50.14:1338,282,0,0,0,0,0,0,0,0,282,
gpsdev.pdx.aws,744,0,0,0,0,0,0,0,0,744,
pieriandxproddevqa.pdx.aws,802,0,0,0,0,0,0,0,0,802,
134.192.156.202:8080,391,0,0,0,0,0,0,0,0,391,
ibeetle-base.uni-goettingen.de,162,0,0,0,0,0,0,0,0,162,
www.peanutbase.org,3482,0,0,0,0,0,0,0,0,3482,
115.145.138.237:8082,266,0,0,0,0,0,0,0,0,266,
qa.genomenext.net,155,0,0,0,0,0,0,0,0,155,
genomics.usal.es,133,0,0,0,0,0,0,0,0,133,
tigriopus.synology.me:8080,509,0,0,0,0,0,0,0,0,509,
192.168.1.5,113,0,0,0,0,0,0,0,0,113,
www.biw.kuleuven.be,129,0,0,0,0,0,0,0,0,129,
114.215.221.170,137,0,0,0,0,0,0,0,0,137,
192.168.1.11:8085,370,0,0,0,0,0,0,0,0,370,
tigriopus.synology.me:8085,164,0,0,0,0,0,0,0,0,164,
webapollo.bioinformatics.csiro.au,912,0,0,0,0,0,0,0,0,912,
www.burkholderia.com,271,0,0,0,0,0,0,0,0,271,
ebbextern.uni-muenster.de:8443,189,0,0,0,0,0,0,0,0,189,
cancer-beta.sanger.ac.uk,1238,0,0,0,0,0,0,0,0,1238,
cancer.sanger.ac.uk,656950,0,0,0,0,0,0,0,0,656950,
www.immunobase.org,13067,0,0,0,0,0,0,0,0,13067,
ann-nblrrome.tuebingen.mpg.de,414,0,0,0,0,0,0,0,0,414,
www.bioinfocabd.upo.es,3628,0,0,0,0,0,0,0,0,3628,
jt6-cosmic.sandbox.sanger.ac.uk,188,0,0,0,0,0,0,0,0,188,
cosmic.dev.sanger.ac.uk,433,0,0,0,0,0,0,0,0,433,
dnamethylome.org,163,0,0,0,0,0,0,0,0,163,
immunobase.org,2196,0,0,0,0,0,0,0,0,2196,
nb7-cosmic.sandbox.sanger.ac.uk,160,0,0,0,0,0,0,0,0,160,
dna-marker.biocenter.helsinki.fi,283,0,0,0,0,0,0,0,0,283,
beta.immunobase.org,166,0,0,0,0,0,0,0,0,166,
cancer-legacy.sanger.ac.uk,211,0,0,0,0,0,0,0,0,211,
192.168.12.160,124,0,0,0,0,0,0,0,0,124,
galaxy.genouest.org,275,0,0,0,0,0,0,0,0,275,
dmb-cosmic.sandbox.sanger.ac.uk,102,0,0,0,0,0,0,0,0,102,
grch37-cancer.sanger.ac.uk,598,0,0,0,0,0,0,0,0,598,
t1dbase.org,330,0,0,0,0,0,0,0,0,330,
www.t1dbase.org,4591,0,0,0,0,0,0,0,0,4591,
brachypan-dev.jgi.doe.gov,112,0,0,0,0,0,0,0,0,112,
biogenlink.digicon.com,253,0,0,0,0,0,0,0,0,253,
210.72.156.24,634,0,0,0,0,0,0,0,0,634,
140.109.32.56,200,0,0,0,0,0,0,0,0,200,
52.70.95.246,233,0,0,0,0,0,0,0,0,233,
d16uw076qq0m84.cloudfront.net,1690,0,0,0,0,0,0,0,0,1690,
bhofmei.github.io,109,0,0,0,0,0,0,0,0,109,
ebbapollo:8443,199,0,0,0,0,0,0,0,0,199,
genedb-apollo.dev.sanger.ac.uk,468,0,0,0,0,0,0,0,0,468,
usegalaxy.eu,142,0,0,0,0,0,0,0,0,142,
86.50.169.181:8080,351,0,0,0,0,0,0,0,0,351,
158.109.126.93:7000,206,0,0,0,0,0,0,0,0,206,
crispr.technology,1138,0,0,0,0,0,0,0,0,1138,
grch37-cancer-legacy.sanger.ac.uk,1462,0,0,0,0,0,0,0,0,1462,
apollo.phibred.com:8080,414,0,0,0,0,0,0,0,0,414,
54.175.12.55,380,0,0,0,0,0,0,0,0,380,
apollo.vital-it.ch,1017,0,0,0,0,0,0,0,0,1017,
csr.cuhk.edu.hk,242,0,0,0,0,0,0,0,0,242,
jbrowse.smu.edu.cn,135,0,0,0,0,0,0,0,0,135,
marmoset.dna.bio.keio.ac.jp,156,0,0,0,0,0,0,0,0,156,
nicotiana-webapollo.sgn.cornell.edu,651,0,0,0,0,0,0,0,0,651,
172.20.20.241,981,0,0,0,0,0,0,0,0,981,
pieriandxtest.pieriandx.com,773,0,0,0,0,0,0,0,0,773,
vroomfondel:8080,117,0,0,0,0,0,0,0,0,117,
tools.genxpro.net,871,0,0,0,0,0,0,0,0,871,
cmb.bnu.edu.cn:8088,833,0,0,0,0,0,0,0,0,833,
cugr.dev,108,0,0,0,0,0,0,0,0,108,
192.168.56.18:8080,934,0,0,0,0,0,0,0,0,934,
fuchshai.geomar.de,105,0,0,0,0,0,0,0,0,105,
bang,165,0,0,0,0,0,0,0,0,165,
bang.enz.local,230,0,0,0,0,0,0,0,0,230,
dev.gensas.org:8453,350,0,0,0,0,0,0,0,0,350,
biocc.hrbmu.edu.cn:82,623,0,0,0,0,0,0,0,0,623,
ftflowsvr01:8080,522,0,0,0,0,0,0,0,0,522,
192.168.211.77,175,0,0,0,0,0,0,0,0,175,
bmap-dev.jgi.doe.gov,301,0,0,0,0,0,0,0,0,301,
dev.niagads.org,1087,0,0,0,0,0,0,0,0,1087,
149.165.157.108,254,0,0,0,0,0,0,0,0,254,
combattb.sanbi.ac.za,1205,0,0,0,0,0,0,0,0,1205,
aegilops.wheat.ucdavis.edu,1251,0,0,0,0,0,0,0,0,1251,
jbrowse.abolis.loc:8888,132,0,0,0,0,0,0,0,0,132,
ipomoea-genome.org,442,0,0,0,0,0,0,0,0,442,
morlscrnaseq.org,330,0,0,0,0,0,0,0,0,330,
192.168.56.18,335,0,0,0,0,0,0,0,0,335,
133.39.75.173,161,0,0,0,0,0,0,0,0,161,
www.termitegenome.org:8080,131,0,0,0,0,0,0,0,0,131,
srv00.recas.ba.infn.it,567,0,0,0,0,0,0,0,0,567,
xenopus.lab.nig.ac.jp,322,0,0,0,0,0,0,0,0,322,
viewer.shigen.info,4131,0,0,0,0,0,0,0,0,4131,
emboss.abc.hu,196,0,0,0,0,0,0,0,0,196,
www.gewusci.com,190,0,0,0,0,0,0,0,0,190,
gpsdev.dev.pieriandx.com,239,0,0,0,0,0,0,0,0,239,
togovar.org,815,0,0,0,0,0,0,0,0,815,
www.homd.org,1680,0,0,0,0,0,0,0,0,1680,
asrp.danforthcenter.org,437,0,0,0,0,0,0,0,0,437,
aura.science.unitn.it,8286,0,0,0,0,0,0,0,0,8286,
v22.popgenie.org,165,0,0,0,0,0,0,0,0,165,
analysis.preview.archerdx.com,1096,0,0,0,0,0,0,0,0,1096,
www.thines-lab.senckenberg.de,131,0,0,0,0,0,0,0,0,131,
archer.biopticka.local,644,0,0,0,0,0,0,0,0,644,
www.coolseasonfoodlegume.org,492,0,0,0,0,0,0,0,0,492,
35.8.120.44,210,0,0,0,0,0,0,0,0,210,
10.10.181.247,113,0,0,0,0,0,0,0,0,113,
vs443.vll.se,136,0,0,0,0,0,0,0,0,136,
ytmac.nig.ac.jp:8080,136,0,0,0,0,0,0,0,0,136,
10.151.29.120,141,0,0,0,0,0,0,0,0,141,
hanamdg.sial.com:8080,572,0,0,0,0,0,0,0,0,572,
10.37.0.250,935,0,0,0,0,0,0,0,0,935,
dynamiterice.org,411,0,0,0,0,0,0,0,0,411,
bdg.hfut.edu.cn,795,0,0,0,0,0,0,0,0,795,
weatherby.genetics.utah.edu,1363,0,0,0,0,0,0,0,0,1363,
chlamy-organelles.ibpc.fr,118,0,0,0,0,0,0,0,0,118,
biol-schen03d.sols.uq.edu.au:8080,102,0,0,0,0,0,0,0,0,102,
analysis.previous.archerdx.com,382,0,0,0,0,0,0,0,0,382,
taurus.mskcc.org,4344,0,0,0,0,0,0,0,0,4344,
192.168.1.229:8081,261,0,0,0,0,0,0,0,0,261,
glassqa.phibred.com:8081,350,0,0,0,0,0,0,0,0,350,
192.168.5.82,881,0,0,0,0,0,0,0,0,881,
gps.devqa.pieriandx.com,146,0,0,0,0,0,0,0,0,146,
apollo.janelia.org,427,0,0,0,0,0,0,0,0,427,
10.93.132.25,390,0,0,0,0,0,0,0,0,390,
urgi148:8080,128,0,0,0,0,0,0,0,0,128,
urgi.versailles.inra.fr,371,0,0,0,0,0,0,0,0,371,
