host,mean,count
gph.niid.go.jp,5.2693,2570
latte.nhgri.nih.gov,5.2594,239
192.168.50.128:1338,5.2523,111
10.46.33.102:8443,5.2072,304
202.195.250.106:8080,5.1727,110
bio-dev-jbrowse-01.dev.rd.rijkzwaan.net,5.1579,532
140.120.203.44,5.1557,33627
127.0.0.1:5000,5.0938,160
panflam.korea.ac.kr,5.0887,248
10.47.117.93,5.0882,170
jbrowse.ag.epa.gov,5.0864,243
cazy208.afmb.local,5.0354,452
localhost:8301,5.0000,8347
pallas.bi.up.ac.za:8081,5.0000,389
10.69.10.234,5.0000,1132
dev2.apps.thermofisher.com,5.0000,1275
pieriandxopsqa.pdx.aws,5.0000,103
gpsdevqa.pdx.aws,5.0000,245
gpsdev.pdx.aws,5.0000,293
cedarssinaiopsqa.pdx.aws,5.0000,121
210.46.80.146,5.0000,582
localhost:8302,5.0000,159
199.133.225.19,4.9871,155
pm.sysu.edu.cn,4.9715,1086
bronco.swmed.edu,4.9605,152
dev.palm-comparomics.southgreen.fr,4.9587,121
meg.sciencedesigners.com,4.9561,114
graveleylab.cam.uchc.edu,4.9474,114
breve.nhgri.nih.gov,4.9174,109
aura.science.unitn.it,4.9152,17248
150.254.122.197,4.8874,231
genome.lygos.com,4.8859,263
sbsngsserver.biochem.uci.edu,4.8750,112
if-plp-haustorium2.ad.ufl.edu,4.8039,204
192.168.0.5,4.7613,155
www.cazy.org,4.6968,907
172.28.1.200:1338,4.6609,230
172.28.1.113:8000,4.6593,273
localhost:8001,4.6114,4944
172.28.1.169:1338,4.5947,264
141.40.254.27:8080,4.4662,148
10.46.33.101:8443,4.4437,568
birdbeta.isisph.com,4.4298,349
rio.nzcorp.net,4.4067,1864
ceres.snu.ac.kr:9991,4.3742,326
localhost:84,4.3121,314
sunlab.cau.edu.cn,4.2599,327
viewer.shigen.info,4.0842,677
192.168.78.133:1339,4.0317,189
efam.nzcorp.net,4.0302,1325
togogenome.org,4.0000,647
gryc.inra.fr,4.0000,8647
pathogenseq.lshtm.ac.uk,4.0000,1381
aiptasia.reefgenomics.org,4.0000,646
langelabtools.wsu.edu,4.0000,134
retrogenedb.amu.edu.pl,4.0000,920
10.118.36.237,4.0000,101
kumamushi.org,4.0000,162
localhost:3080,4.0000,104
172.28.1.177:1339,3.9959,483
www.jbrowse.renlab.org,3.9612,258
regadb.bahia.fiocruz.br:8080,3.9355,248
amphimedon.qcloud.qcif.edu.au,3.9171,181
192.168.0.7,3.8744,199
172.28.1.200:1337,3.8467,724
192.168.10.222,3.8371,1940
10.88.34.68:8443,3.8194,454
192.248.21.78:8084,3.7192,1873
regadb.bahia.fiocruz.br,3.7167,240
127.0.0.1:8000,3.7060,9693
172.28.1.169:1339,3.6849,584
jorvisvm-lx.igs.umaryland.edu,3.6820,305
185.45.23.197:5080,3.6596,188
www.serioladb.org,3.6381,105
10.4.2.11:9002,3.6278,180
bioinfor.org,3.6069,2185
192.168.138.94,3.5947,264
webapollo.bioinformatics.csiro.au,3.5631,1776
bio-dev-jbrowse.rz.rijkzwaan.net,3.5035,288
114.242.245.42:8080,3.4122,131
172.28.1.100:1339,3.4016,127
localhost:8082,3.3179,151
140.110.17.14,3.3124,525
biominer-b2b.hci.utah.edu,3.3083,133
217.146.218.134,3.3042,332
swissregulon.bc2.unibas.ch,3.2850,207
192.168.14.85,3.2684,231
hanamdg.sial.com:8080,3.2167,683
abrpi.genome.edu.au,3.2150,107
bigyo.btc,3.1656,761
130.192.168.211,3.1550,129
10.0.12.60,3.1491,550
megabat.nig.ac.jp,3.0660,288
www.bioinfor.org,3.0521,710
www.naked-mole-rat.org,3.0000,864
www.rgenome.net,3.0000,2037
lncrna.big.ac.cn,3.0000,6111
beetlebase.org,3.0000,327
naked-mole-rat.org,3.0000,433
ncig-genomebrowser.anu.edu.au,3.0000,110
147.100.164.47,3.0000,121
girg.um.edu.my,3.0000,168
botryllus.stanford.edu,3.0000,342
darter2.westga.edu,3.0000,883
192.168.100.250,3.0000,247
parasitoids.labs.vu.nl,3.0000,103
127.0.0.1:9292,3.0000,309
bioweb1.es.dupont.com:1557,2.9957,464
10.35.229.179,2.9688,321
10.200.55.15,2.9646,113
gbdev.nig.ac.jp,2.9603,277
clogmia.test.crg.eu,2.8716,218
wikigenomes.org,2.8624,727
jbrowse.girg.um.edu.my,2.8506,716
210.72.156.24,2.8350,103
0.0.0.0:8000,2.8216,185
szagenann.szbk.hu,2.7636,220
133.26.84.84,2.7627,569
uweb,2.7015,2727
192.168.0.24,2.6372,113
192.168.138.64,2.5551,445
172.28.1.200:1336,2.5430,151
tripal.feilab.net,2.5339,796
ism.ucsd.edu,2.5257,350
ec2-54-201-126-170.us-west-2.compute.amazonaws.com,2.5158,285
stiberhad.asuscomm.com,2.4634,725
icugi3.feilab.net,2.4545,154
bw.scottcain.net,2.4396,182
nike.snu.ac.kr:7779,2.3440,250
219.245.195.47,2.3216,227
3dproteome.swan.ac.uk,2.2983,362
cmb.bnu.edu.cn:8084,2.2439,123
192.168.14.101,2.2231,130
esharkgenome.imcb.a-star.edu.sg:8000,2.2107,242
138.4.136.220,2.2031,128
103.18.1.188,2.1189,227
157.92.24.249,2.0557,1059
genome.microbedb.jp,2.0516,12876
192.168.1.80,2.0392,3236
proteinmodelling-server.swan.ac.uk,2.0324,1421
52.44.239.15,2.0291,446
210.218.222.110:8080,2.0000,158
235318.ichengyun.net,2.0000,219
dev.dhcp.bhsai.net:8023,2.0000,348
pennycress.umn.edu,2.0000,102
agripestbase.org,2.0000,152
expose.ethz.ch,2.0000,134
157.92.24.222:8081,2.0000,177
10.199.24.250,2.0000,170
sulab.scripps.edu,2.0000,320
dbsecsys.bhsai.org,2.0000,153
target.sbg.qb.fcen.uba.ar,2.0000,1196
www.angiosperms.org,2.0000,213
www.angiosperm.org,2.0000,114
verdant.iplantcollaborative.org,1.9916,715
cbsuss05.tc.cornell.edu,1.9822,393
fierstworms.ua.edu,1.9649,171
arkham.exp.dc.uba.ar,1.9008,1260
browse2.big.ac.cn,1.7945,472
211.57.200.66,1.6667,123
dpuk.digitalhealthlabs.com,0.7876,113
