,833699
beta.pseudomonas.com,81
threebeesdev.biogemma.fr,81
141.219.190.29,81
localhost:8890,81
gunpowder:9101,81
ramularia.org,80
210.36.48.182,80
gpsopsqa.pdx.aws,80
biofrontiers.mind.meiji.ac.jp,80
192.168.56.102:1337,80
192.168.33.10,80
192.168.20.85,80
db.edbc.org,79
sf2-farm-srv2.internal.sanger.ac.uk:35500,79
gbr-apollo.zfmk.de,79
demoopsqa.pdx.aws,79
furlongweb2.embl.de,79
localhost:32130,79
syntheticyeastresource.com,78
10.16.18.236,78
172.24.108.82,78
seeders.iptime.org:3480,78
10.123.8.41,78
10.226.65.242,78
jbrowse111.tgac.ac.uk,77
s9.sars.no,77
192.168.30.216:1561,77
157.92.24.222:8080,77
n4-189-16.icb.ufmg.br:8888,76
nblrrome.tuebingen.mpg.de:8080,76
ec2-52-63-181-136.ap-southeast-2.compute.amazonaws.com,76
localhost:8094,76
bcaballi-curation.igs.umaryland.edu,75
brie.cshl.edu:8080,75
172.25.137.88:9033,75
152.7.99.245,75
sulab.scripps.edu:8080,75
163.9.71.34,74
genom.litbang.pertanian.go.id,74
dev1.platomics.com,74
114.214.166.79,74
jbrowse.bioinformatics.danforthcenter.org,74
phytozome-pag.jgi.doe.gov,74
www.bovinegenome.org,73
knowpulse2.usask.ca,73
129.206.53.229,73
local.jbrowse,73
10.0.53.138,73
192.168.2.93,72
115.146.90.226,72
hiro.cs.nmsu.edu:8083,72
10.9.5.14:8080,72
54.40.223.253:8080,72
10.59.21.27,72
seeders.iptime.org:6280,71
genomebrowser.ibers.aber.ac.uk,71
moea01.u.hpc.mssm.edu,70
genomes.anatomy.otago.ac.nz,70
thehive.otago.ac.nz:8080,70
192.168.2.4,70
160.36.205.61:8080,70
openlooper.hgc.jp,70
results.genoma4u.com,69
bioweb.eva.mpg.de,69
analysis.qa.enz.local,69
10.20.2.26,69
bioinf-portal.kws.de,69
browser.cgi.bch.uconn.edu,69
127.0.0.1:3232,69
proteinmodelling-server.swansea.ac.uk,69
jbrowse.usav1svgend02.ambrygenetics.local,69
informatics.medimmune.com,68
172.25.92.187:999,68
archer.fhcrc.org,68
dmb-cosmic.sandbox.sanger.ac.uk,68
conger.bio.indiana.edu:7001,68
rpbuvgalaxyd.ple.roche.com:8080,68
158.109.126.93,68
genomicsal.es,68
www.ibinom.com,67
10.163.242.36,67
stage.jbrowse.southgreen.fr,67
52.90.2.21:8080,67
dev.crrd.mcw.edu,67
evolution.nchu.edu.tw:5438,67
gbrowse.igatechnology.com,67
192.168.1.100,67
ec2-54-163-189-41.compute-1.amazonaws.com,67
10.42.0.5:8081,67
gemdbj.ncc.go.jp,66
10.253.21.10,66
genome-ihpe.univ-perp.fr,66
putmantime.github.io,66
www.titinviewer.net,66
133.26.84.100,65
10.85.1.95:8080,65
ht03.pf.chiba-u.jp,65
datasets.app:8002,65
aea.sysu.edu.cn,65
ec2-54-165-168-67.compute-1.amazonaws.com,65
p00701:8080,65
www.genomevolution.org,64
54.186.201.182,64
bowhead-whale.org,64
zaglossus.biotech.cdc.gov,64
210.72.92.207,64
jbrowse-7el-server,64
10.88.34.206:8443,64
54.71.236.147:8080,64
sgt.cnag.cat,64
www.spinachbase.org,64
dev.ngc.mcw.edu,63
192.168.1.182,63
venturia.plantbiology.msu.edu,63
lmbv012.cnptia.embrapa.br,63
watson.plantphys.umu.se:9050,63
52.40.166.60:3000,63
192.168.101.30,63
edwapollo.babs.unsw.edu.au,63
genomesdev.stowers.org:8080,63
yang:8890,63
35.157.6.146,63
192.168.178.38,63
localhost:8765,62
homd.org,62
10.104.101.112,62
twsaari.com,62
188.166.173.208,62
owen.rgd.mcw.edu,62
bugs.sgul.ac.uk,61
s-az-devarcher,61
epigenomics.fleming.gr,61
172.24.5.29:7894,61
bioserv-test,61
129.194.89.207:8080,61
192.168.52.128,61
192.168.100.252,61
brd.isisph.com,60
edged128.lanl.gov,60
www.bio-bigdata.com,60
192.168.1.9:8900,60
150.164.24.16:8888,59
bioinfo5.ugr.es,59
10.51.226.125:8443,59
scps-web1,59
140.113.15.88,59
bioinfo.vanderbilt.edu,59
proimix.proimi.org.ar,59
burkholderia.com,59
gbrowse2016.biology.gatech.edu,59
brcwebportal.cos.ncsu.edu,59
assembly.ab.wurnet.nl:8082,58
180.76.133.240:28080,58
172.20.20.245:8080,58
algorithms.cnag.cat,57
52.29.104.107,57
10.10.41.223,57
gregorylab.bio.upenn.edu,57
jt6-cosmic.sandbox.sanger.ac.uk,57
v0720:8080,57
int-cowpea.org:82,57
vpbrowse.org:8000,56
192.168.121.127,56
10.34.229.84,56
genebrowser.lifemodules.org,56
192.168.1.35,56
angiosperm.org,56
35.157.25.43,56
moffittopsqa.pdx.aws,55
jbrowse.oropetium.org,55
dev.cassava-genome-http.cirad.fr,55
smic.reefgenomics.org,55
bioinfo.jit.edu.cn,55
chrx,55
138.253.197.246,55
222.29.101.251,55
ec2-54-91-228-246.compute-1.amazonaws.com,55
10.88.34.171:8443,54
10.18.101.89,54
grch37-cancer.dev.sanger.ac.uk,54
localhost:3232,54
assembly.ab.wurnet.nl:8007,54
smdweb.yokohama-cu.ac.jp,54
78.34.13.92:6143,54
192.168.50.14:1336,54
jbrowse.genereg.net,53
52.37.44.98,53
galaxy-1,53
10.0.0.2,53
35.157.41.136,53
chlamy.abudhabi.nyu.edu,52
simrbase.sgc.loc:8080,52
192.168.202.9,52
10.102.32.27,52
10.0.0.3,52
eschscholzia.kazusa.or.jp,52
35.156.71.67,52
35.156.155.113,52
datil:8081,51
10.0.0.210,51
10.11.210.67:8085,51
spruce.plantphys.umu.se:8102,51
raid2016.nibb.ac.jp:8000,51
132.236.156.138,51
mpc-jbrowse.phc.ruhr-uni-bochum.de,51
urgi148:8080,51
10.0.12.64,51
scicomp-pc-1-1.mpi-cbg.de:8088,51
aphrodite:8080,51
bce.bioetanol.cnpem.br:8080,50
st131data.liv.ac.uk,50
10.200.0.171,50
localhost:38080,50
172.20.20.244,50
sulab.scripps.edu:8000,50
180.208.58.19:8000,50
192.168.209.128,50
133.6.22.11,50
jbrowse-dev.lisanwanglab.org,50
127.0.0.1:8888,49
simrbase,49
mgenome.nig.ac.jp,49
biskup.biowiki.org,49
genome.setac.org,49
openstack-192-168-101-219.genouest.org,49
www.hymenopteragenome.org,48
benthamiana.sgn.cornell.edu,48
192.168.100.151:8072,48
192.168.118.48:8080,48
vm65-189.iplantcollaborative.org,48
hegemon.ucsd.edu,48
192.168.0.107,48
ec2-54-234-146-111.compute-1.amazonaws.com,48
172.21.198.121,48
mimi,48
tpla.psc.ac.cn:5000,48
localhost:5555,47
x-test.platomics.com,47
hardwoodgenomics.org,47
dev.burkholderia.com,47
172.20.20.242,47
galaxy.ple.roche.com:8080,47
10.24.22.46,47
hoekstrapero.rc.fas.harvard.edu,47
10.68.225.43,46
csgenome.sggw.pl,46
apollo.omeally.com,46
10.51.226.126:8443,46
ligia.bioinf.be,46
novopc5,46
172.20.20.237,46
10.10.20.57,46
mandolin.caltech.edu:8080,46
192.168.1.137,45
bioseq:84,45
cloud-48.genouest.org,45
www.birchgenome.org,45
fs3.bio.titech.ac.jp,45
gbrowse-dev:9080,45
deenabio.ddns.net:8888,45
jbrowse.corp.zoetis.com:9080,45
210.72.92.156,45
10.209.0.204,45
marinegenome.kr,44
sgenome,44
sc.reefgenomics.org,44
floridahospitalopsqa.pdx.aws,44
arabica.nhgri.nih.gov,44
aura.science.unitn.it.,44
140.110.17.13,44
gmod.github.io,44
bbv-ea2106.sciences.univ-tours.fr,44
10.84.2.157,44
localhost:10090,44
archer.enzymatics.com,43
quiver.archerdx.com,43
img-jbrowse-test.jgi.doe.gov,43
assay.sandbox.enz.local,43
icugi1.plantshub.net,43
plant1.kazusa.or.jp,43
192.168.1.38,43
mmodev,43
bubhub.bumc.bu.edu,43
labbioinfo.ufpel.edu.br,42
www.cgr.liv.ac.uk:8088,42
q2opsqa.pdx.aws,42
hackensackopsqa.pdx.aws,42
rhesus.amu.edu.pl,42
192.168.1.98,42
novopc3,42
revgenomics.com,42
bioinformatica.cenicana.org,42
mallorn.pirbright.ac.uk,42
simrbasedev.sgc.loc:8080,42
titan,42
202.116.161.95:10086,42
192.168.100.61,42
ssl.biomax.de:8810,42
192.168.100.64,42
10.4.19.128,42
akh-staging.platomics.com,41
ec2-52-53-234-20.us-west-1.compute.amazonaws.com:8080,41
tu07.fralin.vt.edu:8080,41
ec2-54-158-125-50.compute-1.amazonaws.com,41
10.1.108.144,41
150.254.120.191,41
server1.pgb.liv.ac.uk,40
192.168.122.92,40
als2077a-unix1.science.oregonstate.edu,40
lipm-hal.toulouse.inra.fr,40
bias4.nibb.ac.jp:8113,40
10.37.0.241,40
aestivum:8080,40
dynamiterice.org,40
192.168.50.206,40
dev1.ab.wurnet.nl:8006,40
sina.lbl.gov,40
ec2-54-209-241-186.compute-1.amazonaws.com,40
xt.reefgenomics.org,39
www.artichokegenome.unito.it,39
bias4.nibb.ac.jp:8095,39
172.16.54.4,39
clovergarden.jp,39
cluniobase.cibiv.univie.ac.at,39
172.20.20.246:8080,39
public.dobzhanskycenter.ru,39
10.130.24.200:8003,38
informatics,38
192.168.1.116,38
www.hardwoodgenomics.org:8080,38
cassava-test.sgn.cornell.edu,38
192.168.0.47:8085,38
ec2-54-87-252-109.compute-1.amazonaws.com,38
bd.lisanwanglab.org,38
192.168.1.8,37
megraw.cgrb.oregonstate.edu,37
assembly.ab.wurnet.nl:8081,37
192.168.1.230,37
10.46.169.69:8080,37
10.20.2.26:8081,37
localhost:10000,37
genome.taejoonlab.org,36
seqrete.tamu.edu:8080,36
boots,36
54.201.104.101,36
172.21.5.42,36
galaxydev.sanbi.ac.za,36
10.211.55.6:8080,36
rpcazy.afmb.univ-mrs.fr,36
demo3.genaris.com,36
146.148.66.109,36
jbrowse.wrightsman.io,36
ec2-54-167-182-30.compute-1.amazonaws.com,36
gpsdevp.pdx.aws,36
cassavabase.org,36
moffittdevqa.pdx.aws,36
localhost:10002,36
140.112.183.208:49994,36
xenbase-bio1.ucalgary.ca,36
horsegram.kazusa.or.jp,36
192.168.20.77,36
jbrowse-ibinom.com,36
dev.banana-genome-http.cirad.fr,35
results.biomol-ngs.com,35
tauber-data2.haifa.ac.il:3000,35
apollo.koalagenome.org,35
vm64-197.iplantcollaborative.org,35
jbrowse.biochen.com,35
120.27.120.99,35
tfiid.med.harvard.edu,35
172.21.198.120,35
172.20.20.238,35
192.168.20.33,35
192.168.20.100,35
172.17.0.22,35
54.244.83.231,35
vert.biolab.si,34
ec2-52-3-164-181.compute-1.amazonaws.com,34
150.254.121.200,34
stage.banana-genome-http.cirad.fr,34
albiorix.bioenv.gu.se,34
edgeset.lanl.gov,34
worker4.cornut.org,34
210.46.85.180:8080,34
www.thenerdwerks.com,34
bouzouki.bio.cs.cmu.edu,34
142.150.214.76,34
prashantiopsqa.pdx.aws,34
192.168.50.15:1338,34
localhost:8200,34
arctsts.enhnet.org,34
mysites,34
bika.sanbi.ac.za:8080,34
172.16.2.203,34
192.168.1.65,34
ec2-52-91-124-202.compute-1.amazonaws.com,34
apple.nwafu.edu.cn,34
10.60.64.236,34
pevzner.bioinformatics.nl:8007,34
vm188031-genetik.hosting.uni-hannover.de,34
clover-garden.kazusa.or.jp,33
10.22.55.182,33
genomes.chemie.uni-greifswald.de:8080,33
192.168.100.154,33
123.136.65.117,33
192.108.24.34:8086,33
maize-dev.jcvi.org,33
172.17.21.155,33
gbrowse2015.biology.gatech.edu,33
192.168.20.69,33
agbioinfo.utk.edu:8080,33
neo.snubi.org:9595,33
reich.hms.harvard.edu,33
hhvarcherp01.tmh.tmhs,33
129.206.99.165:31415,33
202.121.178.198,33
ice-alpha.integragen.com,33
tetrahymena.jcvi.org,33
192.168.12.160,33
dh1981,32
gbrowse2014.biology.gatech.edu,32
hsp.e-nome.xyz,32
caus.reefgenomics.org,32
compbio.korea.ac.kr:8080,32
sjcbioweb01.driscolls.com:8080,32
wakeforestopsqa.pdx.aws,32
52.39.183.154:3000,32
ec2-52-91-159-21.compute-1.amazonaws.com,32
d3ryb6fdebgpg.cloudfront.net,32
lmbv012.cnptia.embrapa.br:8080,32
candidagenome.org,32
192.168.56.104:1337,32
192.168.225.23,32
peanutbase-dev.agron.iastate.edu,32
52.54.120.19:1337,32
jbrowse.localhost,32
ec2-54-67-97-132.us-west-1.compute.amazonaws.com:8080,31
86.119.30.126,31
bias4.nibb.ac.jp:8093,31
10.2.42.26,31
172.28.1.172:1337,31
10.10.83.81,31
localhost:9033,31
jbrowse.bios.co:1561,31
galaxylab.mcmaster.ca,31
10.200.131.19,31
192.168.11.12,31
202.120.224.83:8081,31
10.10.70.77,31
141.244.133.166,30
genomics00.bio.tamu.edu,30
biocloud.cngb.org,30
test.rgd.mcw.edu,30
192.191.192.157,30
172.16.64.128,30
bbip.genouest.org,30
172.16.0.101:8080,30
bartontools.dpb.carnegiescience.edu,29
10.100.0.67,29
miamiopsqa.pdx.aws,29
fs000:28080,29
dev1.ab.wurnet.nl:8007,29
ftp.solgenomics.net,29
192.168.0.13:8900,29
200.145.102.30,29
rtpdevcong,29
192.168.123.68:81,29
www.syntheticyeastresource.com:13080,29
watson.plantphys.umu.se:17002,29
138.37.58.52:8080,28
garfield2.dobzhanskycenter.org,28
ngc.mcw.edu,28
coffee-genome.southgreen.fr,28
192.168.50.205,28
birchgenome.org,28
192.168.1.26,28
db.cngb.org,28
10.34.229.134,28
sid.projects.mrt.ac.lk:3000,28
genome.enome.io,28
10.44.233.61:8443,28
10.10.10.40,28
localhost:63343,28
202.195.250.111,28
jun-thinkcentre-0001:8080,28
zdglab.iimcb.gov.pl,27
172.21.198.221,27
dev.togogenome.org,27
sgd-ng2.stanford.edu,27
rosaceae.org,27
172.28.1.173:1338,27
10.8.10.54,27
172.20.20.103,27
ec2-54-164-161-148.compute-1.amazonaws.com,27
54.186.33.153:8443,27
thehive.otago.ac.nz,27
10.188.181.12,27
arabica-tmp.nhgri.nih.gov,27
54.68.127.47,27
10.47.117.110,27
133.48.33.233,27
rcf.usc.edu,27
140.109.29.166,27
backend.clingon-mds.com,27
beta.burkholderia.com,26
gif.biotech.iastate.edu,26
genome.uoregon.edu:8080,26
dpuk2.arcca.cf.ac.uk,26
127.0.0.01,26
10.10.213.57:5000,26
143.169.52.58,26
36.110.17.162:8081,26
a017434:8080,26
10.18.0.21,26
52.37.237.120:8443,26
172.31.12.104,26
138.37.56.77,26
www.binypa.pe.kr,26
119.15.169.71,26
172.16.10.98:8080,26
10.201.158.202:88,25
arca1,25
s01plx02.technet.akhwien.at,25
osler.rgd.mcw.edu,25
192.168.147.157,25
iita-mirror.cassavabase.org,25
archer410-4.chop.edu,25
160.10.11.179,25
analytics.itb.cnr.it,25
192.168.99.100:32770,25
antibody-vm2.pfizer.com,25
114.214.167.30,25
59.79.248.12,25
bldr-tst-analysis-10,25
10.40.133.113,25
thoba.sanbi.ac.za:8088,25
device.integragen.com,25
ec2-52-91-78-14.compute-1.amazonaws.com,25
ec2-54-237-195-135.compute-1.amazonaws.com,25
ec2-54-174-154-245.compute-1.amazonaws.com,25
192.168.100.161,25
66.11.115.104,25
202.120.41.217,25
133.28.110.100:8399,25
bils-web.imbim.uu.se,24
lifs001.ust.hk,24
seabird.igs.umaryland.edu,24
192.168.187.128,24
jbrowse-beta.labs.intermine.org,24
local.paratera.com,24
nutcase.mbb.ki.se,24
gasser-research.vet.unimelb.edu.au,24
assembly.ab.wurnet.nl:8006,24
localhost:15180,24
hancock.rgd.mcw.edu,24
ellens-macbook.local:8001,24
serinus.hci.utah.edu,24
192.168.53.203:9100,24
11.11.11.11,24
192.168.78.130:1339,24
jbrowse.zflnc.org,24
minimac.local:8080,24
gmod2,24
128.146.132.152,24
134.36.66.185,24
immunobase.org,24
59.79.248.93,24
atpbsmd.yokohama-cu.ac.jp,24
54.205.15.108,24
192.168.171.37,24
agrfulljbrowse.s3-website-us-east-1.amazonaws.com,24
bf2i300.insa-lyon.fr:7080,23
10.10.119.240,23
nlfij-s3003.rz.rijkzwaan.net:8000,23
www.legumeinfo.org,23
140.113.111.81,23
grape2,23
hahn-lab-blast.bio.indiana.edu,23
137.131.57.86,23
titin.ucd.ie:8081,23
img-proportal-dev.jgi-psf.org,23
pentose.biomax.de:8084,23
157.99.105.147,23
myerslab.bu.edu,23
52.87.186.190,23
ebbextern,23
52.38.205.133,23
ctjbrowse01.jax.org,23
10.74.218.50,23
152.7.99.244,23
192.168.1.191:8080,23
localhost:49747,23
10.25.39.54:8010,23
122.205.72.236:8080,23
192.168.1.220:10001,23
ec2-35-162-79-87.us-west-2.compute.amazonaws.com,23
54.211.223.86,23
genomebrowser.uams.edu,23
155.41.205.107,22
192.168.56.102:8080,22
10.153.182.182,22
pave.niaid.nih.gov,22
nlfij-s2723,22
10.0.13.185,22
172.16.2.217:8080,22
rice.abudhabi.nyu.edu,22
localjbrowse.fr,22
192.168.50.14:1331,22
158.109.215.179,22
bldr-tst-analysis-04,22
ec2-54-157-245-183.compute-1.amazonaws.com,22
www.area4.mi.cnr.it,22
193.200.1.7,22
202.195.250.106:8000,22
ec2-54-242-65-122.compute-1.amazonaws.com,22
172.20.20.234,22
10.88.33.44,22
130.211.127.130,22
bcid.ca,21
spider.0t0.jp,21
gigaton.sigenae.org,21
192.168.52.243,21
172.16.0.171:8080,21
svane:3000,21
webapollo.vectorbase.org,21
www.medswine.net,21
192.168.59.103:7894,21
fs000.ad62.riken.jp:9000,21
52.87.186.190:8080,21
10.200.10.87:8443,21
192.168.5.186,21
10.0.2.15,21
134.7.57.219:8081,21
192.168.202.5,21
192.168.23.132,21
52.209.141.175:10042,21
133.39.116.55:8080,21
ec2-54-159-169-10.compute-1.amazonaws.com,21
localhost:6802,21
54.197.153.183,21
210.212.254.116,21
wheat.pw.usda.gov,21
54.40.223.116:8080,21
10.105.164.140,21
pocelanco-ri:8080,21
tools.psc.riken.jp,20
asgdb.org,20
genome1,20
dendrome.ucdavis.edu,20
www.cbrc.kaust.edu.sa,20
35.10.204.201,20
10.7.0.213,20
xingene.net,20
v0675:8080,20
thaney-curation.igs.umaryland.edu,20
ellen-rh1:8000,20
rkalv058751.kau.roche.com:8080,20
10.140.65.127,20
cgp-jbrowse-dev.internal.sanger.ac.uk:9000,20
10.255.178.251,20
qbrc2.swmed.edu,20
124.17.27.143:8080,20
ec2-54-209-16-254.compute-1.amazonaws.com,20
192.168.10.13:8000,20
rd-jbrowseqa.app.pmi,19
olympus.unige.ch,19
test.ibinom.com,19
bioinformatics.tecnoparco.org,19
192.168.5.172,19
analysis.dev.archerdx.com,19
bioinformatics.sandia.gov,19
insilico.iari.res.in,19
52.7.10.141,19
cbr1.inbiosis.org,19
psga0415,19
img-proportal-dev.jgi.doe.gov,19
tools.1001genomes.org,19
ec2-107-23-126-211.compute-1.amazonaws.com,19
flower.bio.uni-potsdam.de,19
172.28.1.181:1339,19
dev:8023,19
ngspipelines.toulouse.inra.fr:9017,19
192.168.13.43,19
10.105.164.139,19
cgp-jbrowse-dev.internal.sanger.ac.uk:9878,19
ec2-54-86-197-211.compute-1.amazonaws.com,19
ec2-54-237-192-140.compute-1.amazonaws.com,19
ec2-54-242-247-5.compute-1.amazonaws.com,19
192.168.1.220:9996,19
vm-galaxy-preprod.toulouse.inra.fr,19
172.16.2.210:8080,19
172.20.20.245,19
10.96.114.73:8301,19
localhost:8099,19
52.30.124.191,19
141.244.133.174:8800,19
ngspipelines-sigenae.toulouse.inra.fr:9065,18
seeders.iptime.org:4880,18
172.17.1.18,18
ec2-54-85-252-36.compute-1.amazonaws.com,18
titin.ucd.ie:8080,18
10.34.229.114,18
160.36.207.15:8888,18
genome.cornut.org,18
moffittdevp.pdx.aws,18
192.168.30.31,18
10.11.52.132,18
koeho006,18
192.168.5.203,18
172.28.1.115:1339,18
0.0.0.0:3000,18
togo05.genes.nig.ac.jp,18
10.90.75.247:8080,18
bioinformatics.fafu.edu.cn,18
210.72.92.128,18
cbs-bbrowse.oit.umn.edu,18
192.168.56.101:8080,18
jbrowse.corp.personalis.com,18
52.202.175.109:8888,18
localhost:28080,18
ec2-54-158-219-1.compute-1.amazonaws.com,18
ec2-54-166-135-55.compute-1.amazonaws.com,18
10.24.227.235,18
bldr-tst-analysis-13,18
ivis-dev.corp.personalis.com:8010,18
gdcsrv1.ethz.ch:8080,18
vollbrecht-jbrowse.gdcb.iastate.edu,18
ec2-54-158-209-12.compute-1.amazonaws.com,18
ec2-54-242-245-209.compute-1.amazonaws.com,18
129.186.138.19:8080,18
68.190.87.26,18
www.findfusions.com,18
mbmordr646278.agr.gc.ca,18
141.14.220.36:8080,18
128.231.83.74:8080,18
picea.plantphys.umu.se:9000,18
172.16.1.37,17
ec2-54-172-17-45.compute-1.amazonaws.com,17
sop1rna.inra.fr,17
77.235.253.188:8084,17
vm64-60.iplantcollaborative.org,17
ngspipelines-sigenae.toulouse.inra.fr:9052,17
54.172.138.205,17
assest.maze.co.jp,17
citrusgreening-test.sgn.cornell.edu,17
w-fgandolfi,17
43.240.99.150,17
localhost:8003,17
jlmwiki.plantbio.uga.edu,17
ngschool.eu,17
149.155.245.141,17
www.shengtinggenomics.com,17
10.7.82.205,17
localhost:9680,17
ecse001001be.epam.com:6900,17
10.10.20.34,17
ec2-54-237-180-128.compute-1.amazonaws.com,17
ec2-54-237-222-182.compute-1.amazonaws.com,17
ec2-54-172-42-129.compute-1.amazonaws.com,17
ec2-54-93-97-212.eu-central-1.compute.amazonaws.com,17
ts41,17
146.118.102.29,17
146.118.102.242,17
127.0.0.1:50743,17
210.110.86.160,17
watson.plantphys.umu.se:9000,17
feline.pw.usda.gov,17
140.109.55.18,16
microbial.biomax.de:8820,16
54.213.211.40,16
192.168.50.235,16
14.139.32.56,16
coge.iplantcollaborative.org,16
genome2,16
pipelines.ngc.mcw.edu,16
10.10.92.142:8080,16
www.xingene.net,16
www.ricebase.org,16
dgprodtest.westeurope.cloudapp.azure.com:8383,16
cmb.bnu.edu.cn,16
stab.st-andrews.ac.uk,16
archer.ngslab,16
ec2-54-175-34-13.compute-1.amazonaws.com,16
ec2-52-23-206-189.compute-1.amazonaws.com,16
dna.kps.ku.ac.th,16
markerbase.labkm.net,16
ec2-52-91-18-31.compute-1.amazonaws.com,16
140.113.29.227:49030,16
dev.tfiid.med.harvard.edu,16
172.20.20.16:2224,16
ec2-52-201-228-7.compute-1.amazonaws.com,16
ec2-54-242-93-255.compute-1.amazonaws.com,16
ec2-52-87-229-196.compute-1.amazonaws.com,16
ec2-54-237-250-160.compute-1.amazonaws.com,16
ec2-54-211-59-227.compute-1.amazonaws.com,16
10.41.9.110,16
10.41.4.6:5000,16
sinin.kps.ku.ac.th,16
vm188031-genetik.hosting.uni-hannover.de:2342,16
ec2-54-93-95-212.eu-central-1.compute.amazonaws.com,16
192.168.6.128,16
140.226.49.244,16
192.168.11.12:3000,16
dbsecsys,16
192.168.2.10,16
10.19.8.178,15
summit.bioinformatics.virginia.edu,15
192.168.2.3,15
192.168.2.2,15
xdev12.l.synthgeno.global,15
plabipd.de,15
na6,15
tcap.pw.usda.gov,15
ec2-54-183-179-235.us-west-1.compute.amazonaws.com:8080,15
52.38.161.181,15
arupopsqa.pdx.aws,15
192.168.11.40,15
iris.cgm.cnrs-gif.fr,15
horan.rgd.mcw.edu,15
52.27.70.87,15
cuhkopsqa.pdx.aws,15
sand,15
134.192.156.46,15
192.168.78.131:1339,15
137.189.133.65,15
192.168.50.14:1332,15
solgenomics.com,15
127.0.0.1:8087,15
ec2-107-23-254-6.compute-1.amazonaws.com,15
lipmcinfosc:32130,15
ecse001001be.epam.com:69,15
172.20.20.235,15
172.16.2.216:8080,15
jbrowse.flybase.org,15
pioneer-d2.ncgr.org,15
59.79.248.80,15
117.17.178.179,15
pan,15
ec2-54-208-154-28.compute-1.amazonaws.com,15
ec2-54-237-168-149.compute-1.amazonaws.com,15
ec2-54-237-197-31.compute-1.amazonaws.com,15
p00201:8080,15
pddngs-dev-03.biotech.cdc.gov,15
localhost:18080,15
192.168.10.105,15
localhost:8383,15
galaxy.dna.affrc.go.jp,14
gensas2.bioinfo.wsu.edu:8080,14
gmod-dev.nal.usda.gov:8080,14
brie.cshl.edu,14
jcvi06.tacc.utexas.edu,14
marmoset-genome.xcoo.jp,14
mug.platomics.com,14
bldr-tst-analysis-public-d,14
172.18.2.21,14
evolve.bio.titech.ac.jp,14
52.38.143.20,14
172.28.1.200,14
129.93.135.63,14
george.missouri.edu,14
jbrowse-devel.igs.umaryland.edu,14
52.90.144.221,14
fs000.ad62.riken.jp:28080,14
gbrowse-dev.corp.zoetis.com:9080,14
104.197.32.231,14
watson.plantphys.umu.se:8098,14
people.binf.ku.dk,14
schopsqa.pdx.aws,14
10.253.21.59,14
ec2-54-208-0-65.compute-1.amazonaws.com,14
pevzner.bioinformatics.nl:8008,14
192.168.101.123:8080,14
sjcbiodev.driscolls.com:8080,14
getdata.montp.inserm.fr,14
ec2-54-242-84-10.compute-1.amazonaws.com,14
ec2-54-198-161-223.compute-1.amazonaws.com,14
172.28.1.191:1002,14
10.41.9.110:3000,14
rtpdevcong.na.agrogroup.net,14
192.168.50.77,14
146.118.102.250,14
172.16.103.124,14
p00701:8443,14
jbrowse.crop-diversity.org,14
172.16.2.205:8080,14
moffittdev2.pieriandx.com,13
rd-jbrowsedev.app.pmi,13
fuchshai.geomar.de,13
geco.iplantc.org,13
hanusch-staging.platomics.com,13
cgrd.hzau.edu.cn,13
edge-lugar:8000,13
172.31.35.130,13
192.168.3.23,13
192.168.1.27,13
nb7-cosmic.sandbox.sanger.ac.uk,13
tu06.fralin.vt.edu:8080,13
localhost:12345,13
uabopsqa.pdx.aws,13
kzdl6022:9080,13
192.168.78.128:1339,13
scatool01.takeda.co.jp,13
92.222.82.29,13
192.168.50.162,13
10.200.131.25,13
jbrowse.bioinf.be,13
52.39.58.132,13
170.212.222.50,13
172.20.20.233,13
genexpdb.ou.edu,13
10.1.10.23:8080,13
www.niagads.org:8444,13
10.193.36.196,13
138.253.197.178,13
joernspc.charite.de,13
soichi7.ppa.iu.edu,13
arcprds.enhnet.org,13
apollo02:8081,13
edge-prod.lanl.gov,13
192.168.1.200:8080,13
localhost:8084,13
140.109.29.91:5438,13
147.49.40.133,12
bioinfosecond.vet.unimelb.edu.au,12
biogrinder.ims.net,12
allbt.iptime.org,12
bigyo,12
bovinegenome.org:8080,12
jbrowse.sviridis.org,12
opendata.ifr.ac.uk,12
genomics.digitalhealthlabs.com,12
www.yeastgenome.com,12
galaxydev.sb-roscoff.fr,12
192.168.0.4,12
lbgi.fr,12
biowebprod01.nhgri.nih.gov,12
meta.uoregon.edu,12
efam.nzcorp.net:3015,12
192.168.99.100:32772,12
ec2-54-197-22-148.compute-1.amazonaws.com,12
sxjbrowsex64d.biogemma.fr,12
203.201.62.93,12
maupiti,12
133.48.62.183,12
10.240.3.49,12
ec2-52-90-133-25.compute-1.amazonaws.com,12
ec2-54-172-183-196.compute-1.amazonaws.com,12
ec2-54-84-248-49.compute-1.amazonaws.com,12
feeds.solgenomics.net,12
192.168.202.4,12
127.0.0.1:6894,12
192.168.139.128,12
10.2.39.238,12
ec2-54-242-88-114.compute-1.amazonaws.com,12
ec2-54-226-69-195.compute-1.amazonaws.com,12
120.24.6.223:8088,12
course.ice.mpg.de,12
192.168.56.2,12
10.22.58.236,12
172.16.0.173:8085,12
10.188.181.100,12
158.109.126.93:9003,12
172.16.66.143,12
192.168.20.90,12
kaiko.nig.ac.jp,12
ecse001001bd.epam.com:81,11
pfizer.bxgenomics.com,11
opossumbase.org:8080,11
127.0.0.1:8082,11
192.168.50.234,11
ecompressa.nig.ac.jp,11
