,1322951
sunlab.cau.edu.cn,327
ceres.snu.ac.kr:9991,326
bugs.sgul.ac.uk,325
cosmic.staging.sanger.ac.uk,325
emboss.abc.hu,323
rnafeature.ncrnalab.org,323
10.211.55.6:8080,323
124.16.129.16:9612,323
192.168.8.183,322
133.11.2.41:8080,322
localhost:1234,322
intermine.ncgr.org,322
jbrowse-poc.awsv.l.synthgeno.global,322
sulab.scripps.edu,320
192.168.20.99,320
210.73.41.3,319
10.10.10.41:1337,319
hpoly.nematodegenomes.org,318
ebitool01:8083,317
frigg.lbt.ibpc.fr:8080,317
spider.0t0.jp,317
togodb.kazusa.or.jp,317
efishgenomics.zoology.msu.edu,316
results.biomol-ngs.com,315
10.6.0.75:8008,314
10.102.20.64:8080,313
cmb.bnu.edu.cn:8088,313
browser.porteco.org,312
122.205.95.122,312
172.17.0.2,312
test.patricbrc.org,311
bbeebe.tutegenomics.com,311
lin111:8080,311
peanutbase-stage.agron.iastate.edu,311
10.10.100.101,309
130.102.154.66,309
127.0.0.1:9292,309
bioinfo.genetics.ac.cn,308
pgdbj.jp,308
10.34.229.84,308
192.168.5.129,308
192.168.20.39,307
185.45.23.197:5080,307
asm08.c01.l.synthgeno.global:8989,307
p53,306
192.168.25.20,305
jorvisvm-lx.igs.umaryland.edu,305
192.168.56.5,304
10.46.33.102:8443,304
dgdarcher4.chop.edu,303
210.34.81.56,303
172.16.10.33:8888,303
127.0.0.1:3000,301
10.230.9.182,301
csbl2.bmb.uga.edu,300
gbrowse-test.sgn.cornell.edu,299
results.genoma4u.com,299
urgi.versailles.inra.fr,299
10.43.32.112:8301,299
132.66.114.84,299
141.244.134.147,299
pipeline01.cbrc.kaust.edu.sa,297
112.78.11.121,297
pennycress.umn.edu,297
10.11.16.29,297
172.25.69.30,296
www.cottongen.org,295
10.128.48.24:3002,295
10.8.10.149,294
apollo.koalagenome.org,293
cloud-48.genouest.org,293
gpsdev.pdx.aws,293
160.36.205.61:8080,291
jbrowse.ag.epa.gov,291
kilgore.missouri.edu,290
10.78.53.100,289
137.189.43.36,289
inil-genome.xcoo.jp,289
localhost:83,289
222.200.187.174,289
tornado.bio1.rwth-aachen.de,288
141.244.134.230,288
134.121.247.55,288
megabat.nig.ac.jp,288
10.37.0.243,287
aardwolf.bio.indiana.edu:7082,287
www.broadinstitute.org,286
marmoset-genome.xcoo.jp,286
ibs-bosiljkat-ux1:8787,286
www.sharezomics.com,285
ssf-aqg-wsk03,285
draco,284
xapps.plantbreeding.nl,284
localhost:5000,283
138.37.58.67,283
axtell-web.science.psu.edu,283
166.111.156.18,282
150.164.37.206:8888,282
ht03.pf.chiba-u.jp,281
192.168.101.82,281
137.189.133.223,280
152.7.99.249,280
localhost:2000,279
arusha.nhgri.nih.gov,279
10.20.0.42,278
210.51.17.102,278
ws.g-language.org,278
www.yuyufei.cn,278
172.21.7.71,277
140.113.15.78,277
dev.palm-genome.cirad.fr,277
bioext02.eva.mpg.de,277
172.28.1.200:1336,277
www.interomics.eu,277
wildsoydb.org,276
by-onco2.bayer-ag.com:3000,276
stage.cloudalign.accetia.com,276
localhost:88,276
192.168.0.188:8080,275
10.10.107.165,275
bionoob.com,275
192.168.192.228:8080,274
dog.medisapiens.com,274
localhost:1337,274
scps-web1,273
microbial.biomax.de:8045,273
172.28.1.113:8000,273
www.genomevolution.org,272
jbrowse.labs.intermine.org,272
10.75.119.196,272
vbsg-ngyll2.vbsg.slu.se,272
hardwoodgenomics.org,271
172.16.202.2,271
apollo-dev.nal.usda.gov:8080,270
localhost:8092,270
166.104.77.48,269
192.168.1.237,269
ai-geneviewdev1.niaid.nih.gov,268
127.0.0.2,267
bias4.nibb.ac.jp:8113,267
140.123.104.107,266
140.109.28.111:61211,266
omics.genomereport.co.kr,265
ramularia.org,265
dev.pseudomonas.com,265
192.168.1.230:8081,265
palm-genome.cirad.fr,264
172.28.1.169:1338,264
192.168.138.94,264
192.168.52.243,263
10.207.146.10,263
genome.lygos.com,263
ec2-52-7-215-89.compute-1.amazonaws.com,262
120.25.220.32:7777,262
140.113.239.172,260
genoweb.toulouse.inra.fr,260
182.162.88.31,260
scprobe.info,260
th89-128.cropsci.uiuc.edu,260
202.90.159.218,260
faraday.pcbi.upenn.edu,259
cr28603.uzbrussel.be:83,259
informatics.medimmune.com,258
sohi.ecology.kyoto-u.ac.jp,258
bce.bioetanol.cnpem.br:8080,258
jbrowse.wadsworth.org,257
microbial.biomax.de:8820,256
portal.vartotal.net,256
localhost:8002,255
129.206.53.229,255
141.244.140.174,254
genom.litbang.pertanian.go.id,254
192.168.211.223,254
hydra.labkm.net,253
webapollo-rres:8080,253
lifs001.ust.hk,253
localhost:9200,253
10.20.2.26,251
webdev.dnastack.com,251
210.73.40.116,250
nike.snu.ac.kr:7779,250
srv00.ibbe.cnr.it,249
192.168.1.168,249
192.168.100.250,249
steinmetzlab.embl.de,248
61.50.130.100:17436,248
www.medswine.net,248
regadb.bahia.fiocruz.br:8080,248
wallaby.nig.ac.jp,247
fungalgenomics.science.uu.nl,246
cgrd.tgir.org,245
gpsdevqa.pdx.aws,245
10.18.74.209:8084,244
jbrowse.lisanwanglab.org,244
boris.dobzhanskycenter.org,243
10.0.1.50,243
10.10.155.175,243
10.124.128.172,241
cptac.esacinc.com,241
192.168.118.5:8980,240
regadb.bahia.fiocruz.br,240
latte.nhgri.nih.gov,239
apollo.nal.usda.gov:8080,238
symcent.nibb.ac.jp:8080,238
code4dna.com,238
www.burkholderia.com,238
fishwiki.igib.res.in,237
seven:8080,237
meta.bio.titech.ac.jp,235
workspace.stage.biodt.org,235
kyle.hmgc.mcw.edu,235
lint78.pythonanywhere.com,235
genomebrowser.toulouse.inra.fr:9090,234
thehulk.sysbiol.cam.ac.uk:8080,234
brd.isisph.com,234
192.168.123.64,233
192.168.1.203,233
133.26.84.101,233
chemosensory.helicoverpa.org:8080,232
devvirt89,232
128.104.238.177,232
140.221.84.154,231
150.254.122.197,231
192.168.14.85,231
172.28.1.200:1338,230
10.162.228.5,229
ftp.solgenomics.net,228
ic4r.org,228
bison:3013,228
genome.med.kyoto-u.ac.jp,227
elegans.local,227
nutcase.biosci.ki.se,227
rayfin.uoregon.edu,227
219.245.195.47,227
chlamy.abudhabi.nyu.edu,226
129.15.40.234:7997,226
10.34.229.198,225
bioinfo-prod.mpl.ird.fr,225
dv-node-02.age.mpg.de:8080,225
10.33.106.121,225
172.16.5.95,224
gemdbj.ncc.go.jp,224
140.113.15.124,223
122.228.158.106,223
kumamushi.org,222
10.207.4.76,222
genotoul.toulouse.inra.fr,221
www.geneforhealth.cn,221
172.16.5.46,221
bioweb.eva.mpg.de,220
hazelnut.mocklerlab.org,220
mib.amu.edu.pl,220
szagenann.szbk.hu,220
genome.brain-map.org,220
hpc.cip.cgiar.org,219
140.113.239.242,219
genome-browser.indiana.edu,219
172.20.20.240,219
www.scnbase.org,219
plant1.kazusa.or.jp,218
www.jbrowse.br,218
www.bio-bigdata.net,218
10.4.4.76,218
192.168.1.101:8080,218
133.26.84.82,218
clogmia.test.crg.eu,218
srv-rz-vm-1.ethz.ch,218
scicomp-pc-1-1,217
seqad11.sequenom.com,217
141.20.62.214,217
118.159.189.228,217
nina,217
119.15.169.70,217
node3.1425mad.mssm.edu,216
pseudo.brinkman.mbb.sfu.ca,216
genomes.bioinf.nioo.knaw.nl,216
transgenicmutationmodels.badrodent.com,216
rio,215
pft1002.dna.affrc.go.jp,215
192.168.16.30,215
192.168.3.181,214
databases.scilifelab.se,214
128.118.237.238:8080,214
132.187.22.105,214
bison:3015,214
0.0.0.0:1337,214
lfz043.ust.hk,214
localhost:4567,213
web.malab.cn,213
www.angiosperms.org,213
gd.bgitechsolutions.cn,212
pfizerdev.bxgenomics.com,212
binfcalc2.bio.uni-potsdam.de:9988,212
172.16.1.37,212
demo3dev.pieriandx.com,212
compbio.korea.ac.kr:8080,212
plantomics.mind.meiji.ac.jp,212
zarek.ddpsc.org,211
172.20.20.107,211
192.168.100.16,211
jbrowse.cbil.upenn.edu,211
138.23.56.103,211
ncig-genomebrowser.anu.edu.au,211
115.145.203.19:8080,210
lipm-fatal.toulouse.inra.fr,209
172.21.2.205:15014,209
192.168.77.107,209
10.10.20.39,209
128.206.8.219,209
bioseq:84,209
10.10.10.128,209
172.31.7.16,208
ssl.biomax.de,208
swissregulon.bc2.unibas.ch,207
moonrise.zoology.ubc.ca,206
sofiarobb.ngsbio.us,206
langelabtools.wsu.edu,206
gene.clinic,206
172.16.5.62,205
155.250.150.250,205
jbrowse.genereg.net,205
webapollo-dev:8080,205
10.19.8.64,205
133.6.126.87,204
functionaldb.genome.ulaval.ca,204
moldylunchbox.uchicago.edu,204
linux23.iah.ac.uk,204
bitdev.ent.iastate.edu,204
if-plp-haustorium2.ad.ufl.edu,204
192.168.18.84:8080,203
172.20.9.123,203
10.96.114.52:8301,203
olympus.unige.ch:8080,203
ec2-52-34-166-222.us-west-2.compute.amazonaws.com,203
orygenesdb-trav.cirad.fr,202
192.168.137.127,202
gbrowse-dev:9080,202
172.16.203.26,202
gmod.nal.usda.gov,201
10.114.143.21,201
docker:8080,201
jbrowsebios.com,201
simrbasedev.sgc.loc,201
nabms00,200
10.75.107.254,200
apollo02:8080,200
www.gensas.org:8080,200
coreyeb-ubu.dhcp.gene.com,199
10.10.100.30,199
phytozome-olddev.jgi.doe.gov,199
ivis-dev:8010,199
192.168.0.7,199
10.3.2.36,198
0.0.0.0:8000,198
10.88.36.43:4003,198
192.168.87.125,198
sofiarobb.ngsbio.us:8080,198
markerbase.labkm.net,198
bioinfo.life.hust.edu.cn,198
archer407.chop.edu,198
gendev.lan:10180,197
139.165.112.30,197
210.46.85.201:8080,197
genomequery.ucsd.edu:81,196
biotech:8080,196
www.solgenomics.org,196
cloudxdna.com,196
10.68.225.43,196
dev.rosaceae.org,195
133.48.58.38:8080,195
157.92.24.222:8081,195
webapollo-dev.vectorbase.org:8080,194
137.189.43.208,194
hanwoodb.insilicogen.com,193
neo.snubi.org:9595,193
bf2i126.insa-lyon.fr:1980,193
160.10.11.194,192
hentze2.embl.de,192
hugin,191
10.37.0.245,191
scratch2:8080,190
petunia.sgn.cornell.edu,190
147.99.102.215,190
localhost:9898,190
cerbero.ba.itb.cnr.it,190
gbrowse-dev.corp.zoetis.com:9080,189
192.168.78.133:1339,189
192.168.1.104,188
vert.biolab.si,188
koke.asrc.kanazawa-u.ac.jp,188
155.41.205.33,188
ngsnd001.jpn-pharm.ad.local:8080,188
localhost:8098,188
apollo.sgn.cornell.edu,188
192.168.1.5,187
fatnode,187
210.72.92.144,187
0.0.0.0:3000,186
cloud-51-103.hpc.okstate.edu,186
localhost:10101,185
opendata.ifr.ac.uk,185
bioinfosecond.vet.unimelb.edu.au,185
musaceae.plantbiology.msu.edu,185
www.thines-lab.senckenberg.de,185
202.116.90.9,185
localhost:5802,185
novopc5,183
wvichadotest.driscolls.com,183
coruscant.itmat.upenn.edu,183
165.246.44.43,183
210.72.156.24,183
129.186.142.33:8080,182
thaney-curation.igs.umaryland.edu,182
bw.scottcain.net,182
115.146.85.47:8080,181
pembertonlab.med.umanitoba.ca,181
blast.ibers.aber.ac.uk,181
133.28.110.70,181
52.18.1.94:9050,181
bioinfo.bas.roche.com:8080,180
neuroseq.janelia.org,180
cornut.org,180
192.168.1.201,180
10.4.2.11:9002,180
jbrowse.bioinf.be,179
www.myjbrowse.com,179
10.163.242.36,178
www.actinidia.nz:8080,178
biointegra.jp,177
catm.nibb.ac.jp,177
10.74.106.1,177
192.168.2.79,177
10.0.1.36:8080,176
xenbase-bio1.ucalgary.ca:8080,176
genomebrowser.picme.at,176
www.phgenome.org,176
www.phyzen.com,176
bioinf.xmu.edu.cn,175
cluniobase.cibiv.univie.ac.at,175
nfingb.fli-leibniz.de,175
207.162.243.6,175
cazy212.afmb.local,175
158.108.145.124,174
www.ab.wur.nl,174
10.0.0.29,174
10.10.83.81,174
chicken-repeats.inra.fr,174
lbb.cnpae.embrapa.br,174
haroun.iplantc.org,173
52.89.26.77,173
192.168.0.5,172
genome.crg.es,172
webapollo.insectacentral.org:8080,172
192.168.50.147,172
methusalix.biomax.de:8840,172
chrx:8080,172
www.cgr.liv.ac.uk:8088,171
biit.cs.ut.ee,171
mpc-jbrowse.phc.ruhr-uni-bochum.de,171
seabassgb-dev.sanbi.ac.za,171
momo.lanl.gov,171
fierstworms.ua.edu,171
192.168.1.6,170
cassavabase.org,170
172.31.7.93,170
28.11.141.13,170
10.199.24.250,170
147.99.255.142,170
172.17.115.207:8000,169
192.168.10.20,169
biocloud.cngb.org,169
bowhead-whale.org,169
archer.preview.archerdx.com,169
lexicondev.phibred.com:8083,169
10.3.1.222,168
p00201:8443,168
bhgbrpub02,167
threebeesdev.biogemma.fr,167
210.218.222.110:8080,167
v11.popgenie.org:8080,166
10.22.55.161,166
192.168.1.188,166
210.72.92.108,166
54.247.73.141,165
129.100.19.193,165
gmod.sapphirefuel.com,164
www.peanutbase.org,164
137.189.43.131,164
jbrowse.deenabio.com,164
140.113.29.227:49998,164
nlfij-s2617,163
aplysiagenetools.org,163
agbioinfo.utk.edu:8080,163
10.0.1.39,163
galaxy.montp.inserm.fr,163
153.150.121.50,163
test.parasite.wormbase.org,163
b-52.biol.us.edu.pl,162
jbrowse.sivro.net,162
88.201.218.215,162
solgenomics.com,162
172.16.44.40,161
10.234.10.116,161
192.168.1.147,160
ldg-omega.jax.org,160
antqueen.dyndns.org,160
192.168.1.178:8008,160
192.168.12.61,159
expose.ethz.ch,159
localhost:8302,159
spore.ibb.waw.pl,159
10.113.72.170,159
plabipd.de,158
10.0.4.69,158
myerslab.bu.edu,158
10.88.34.207:8443,158
jbrowse-nrgene-server,158
acedb:8080,157
geniecms.org,157
222.195.93.172,157
10.37.10.58,156
ion.ctegd.uga.edu,156
130.192.168.211,156
192.64.83.141,156
adama.ifr.ibpc.fr,156
10.114.138.223,155
dreamgenics03,155
x-staging.platomics.com,155
199.133.225.19,155
w1.wasmuthlab.org:8080,154
cgp-gbrowse-test.internal.sanger.ac.uk:8081,154
kkumar:8080,154
icugi3.feilab.net,154
115.29.234.170,153
test.rgd.mcw.edu,153
192.168.5.102:81,153
10.22.55.182,153
hazelnut.blast.mocklerlab.org,153
192.168.0.21,153
dbsecsys.bhsai.org,153
cqnjtech.gicp.net,152
cas-biodb.cas.unt.edu,152
biofrontiers.mind.meiji.ac.jp,152
210.36.48.182,152
192.168.1.230,152
bronco.swmed.edu,152
geefu.oadb.tsl.ac.uk:8080,151
banana-genome-trav.cirad.fr,151
incogdb.insilicogen.com,151
10.11.210.108:8085,151
bioinfo.deinfo.uepg.br,151
165.91.108.136,151
yakuba.uchicago.edu,150
ec2-54-252-64-68.ap-southeast-2.compute.amazonaws.com,150
citrusgreening.org,150
gif-server.biotech.iastate.edu,150
10.235.225.138,149
dev.xenmine.org,149
54.200.4.180,149
10.22.55.192,149
111.198.139.96:17436,149
192.168.3.6,148
datil:8081,148
141.40.254.27:8080,148
workspace.biodt.org,147
192.168.5.105,146
158.108.145.118,146
bioinfo.ihb.ac.cn,146
157.92.24.241,145
192.168.1.12,145
192.168.191.123,145
galaxy-epi:8086,145
genome.biowiki.org,144
10.85.13.198:8080,144
chico:8280,144
147.188.173.114,144
jbrowse.oropetium.org,144
yun-wu.com:8000,144
192.168.100.65,144
ergatis.lanl.gov,143
cracs.fc.up.pt,143
bioinf6.bioc.le.ac.uk,143
192.168.20.19:8002,143
192.168.99.109,142
m6a.renlab.org,142
192.168.207.102,141
200.239.83.23,141
homestead.faire-dash,141
guarani.qbi.uq.edu.au,140
10.115.37.103,140
mint.dna.affrc.go.jp,140
breve.nhgri.nih.gov,140
10.248.24.78,140
54.40.223.148:8080,140
dc.calsnet.cornell.edu,139
spirodela.mocklerlab.org:8080,139
10.0.0.2,139
chominis-curation.igs.umaryland.edu,139
ics.hutton.ac.uk,139
192.168.1.4,139
local.database.com,139
server1.pgb.liv.ac.uk:8080,139
lancelot.otago.ac.nz:9080,139
172.16.44.13,139
arca1,139
brie.cshl.edu:8080,139
x-test.platomics.com:10005,139
192.168.1.100,138
birdbetatest.isisph.com,138
ec2-54-91-237-44.compute-1.amazonaws.com,138
sweetpotato-dev.plantbiology.msu.edu,138
secure.genomenext.net,138
dendrome.ucdavis.edu,137
localhost:8889,137
macbook5.local:8820,137
mimus.ca.sandia.gov,137
chogenome.am.lilly.com,137
210.46.85.217,136
10.100.138.162,136
i.animalgenome.org:2211,136
knowpulse.usask.ca:8082,136
172.17.34.21:1002,136
192.168.10.163,135
www.solgenomics.com,135
epigen-test-1.discovery.wisc.edu,135
ceres.snu.ac.kr:9992,135
140.113.111.81,134
172.17.0.1:8080,134
hpclife.th-wildau.de,133
192.168.2.88,133
undecan:8080,133
192.168.171.71,133
10.10.213.57:5000,133
biominer-b2b.hci.utah.edu,133
cuarchp.ucdenver.pvt,133
61.50.130.101:17436,132
s-az-devarcher,132
192.168.5.61,132
bugbears.ncbs.res.in,132
10.0.1.6,131
172.20.157.142:8080,131
10.171.5.38:8081,131
114.242.245.42:8080,131
lrrr.dbi.udel.edu,130
purugganan-lab4.bio.nyu.edu,130
202.120.45.101,130
192.168.20.109,130
202.118.212.43,130
192.168.2.4,130
192.168.14.101,130
10.0.0.91,130
st131data.liv.ac.uk,129
institutiona2.pieriandx.com,129
dev.cassava-genome-http.cirad.fr,129
10.0.7.66,129
nod6,129
localhost:5801,129
ngspipelines.toulouse.inra.fr:9012,128
phylofish.sigenae.org,128
192.168.11.12,128
192.168.1.228,128
121.184.62.20,128
cluster-dev.florimond-desprez.fr,128
na6,128
pipelines.crrd.mcw.edu,128
analysis.caris.archerdx.com,128
193.166.24.75,128
combattb.sanbi.ac.za:8080,128
biol2,127
novopc7,127
192.168.80.190,127
camel.hutton.ac.uk,127
sc.reefgenomics.org,127
www.new-scmccoy.com,127
172.28.1.100:1339,127
www.marinegenome.kr,126
10.251.33.118,126
192.168.0.115,126
192.168.0.120:3000,126
edge-lugar:8000,126
hahn-lab-blast.bio.indiana.edu,126
10.10.213.57,126
xt.reefgenomics.org,126
www.asgdb.org,126
10.88.33.78,126
apollo.bioinformatics.itb.cnr.it:8080,126
i5k.nal.usda.gov:8080,125
pathos,125
192.168.220.128:8080,125
s9.sars.no,125
oryzasnp.org:8080,125
seqrete.tamu.edu:8080,125
192.168.99.100,125
ibeetle-base.uni-goettingen.de,125
192.168.153.132,124
192.168.50.155,124
genome.monarchinitiative.org,124
jbrowse-test-1,124
ijgvd.megabank.tohoku.ac.jp:8080,123
tomatolab,123
138.37.58.125:8080,123
seeders.iptime.org:3480,123
staph.unavarra.es:10080,123
localhost:10123,123
cmb.bnu.edu.cn:8084,123
211.57.200.66,123
ivis-dev.corp.personalis.com:8081,123
127.0.0.1:1234,122
ec2-54-175-44-25.compute-1.amazonaws.com,122
urgi148:8080,122
137.224.100.212:8080,122
10.11.210.63:8085,122
ecompressa.nig.ac.jp,122
10.56.1.20:8080,121
by-oncgeex,121
192.168.245.128,121
10.20.52.131,121
dev.bff.cirad.fr,121
138.253.198.227,121
119.6.97.227:7076,121
52.7.10.141:8080,121
glassqa.phibred.com:8081,121
210.34.84.49,121
galaxy-epi,121
cedarssinaiopsqa.pdx.aws,121
yamunotri,120
ctjbrowse01.jax.org,120
10.0.1.13,120
152.83.212.32,120
150.164.24.106:8080,120
urgi193,120
cloud-75.genouest.org,120
apollo.omeally.com,120
bioinformatics.tecnoparco.org,119
10.75.106.22,119
218.189.16.133,119
141.244.40.219:10005,119
10.112.31.15,119
iris.angers.inra.fr,119
124.17.27.214,119
192.168.1.26,118
www.cibiv.at,118
jbrowse.wi.mit.edu,118
jcdb.xtbg.ac.cn,118
p00201.genebay.co.jp:8443,118
www.medswine.net:8000,117
10.11.210.89:8080,117
192.168.72.139,116
genomereport.co.kr,116
localhost:9090,116
pave.niaid.nih.gov,116
10.46.33.18:8443,116
52.36.33.8:8443,116
172.24.4.39,116
dverdelet:8080,115
malt.pw.usda.gov,115
mchibucos-osx.igs.umaryland.edu,115
143.248.152.124,115
152.1.135.201,115
133.26.84.80,115
fagus.seselab.org,114
192.168.174.57,114
dev.citrusgenomedb.org,114
10.0.0.19:8080,114
www.hymenopteragenome.org,114
graveleylab.cam.uchc.edu,114
iomics.interpretomics.co,114
meg.sciencedesigners.com,114
www.angiosperm.org,114
draco.ran.sandia.gov,113
gmod,113
192.168.0.19,113
192.168.2.3,113
serverarch01,113
192.168.5.160,113
nlfij-s2617.rz.rijkzwaan.net,113
41.204.190.30:8084,113
goose:8090,113
192.168.150.171:8080,113
dpuk.digitalhealthlabs.com,113
192.168.0.24,113
192.168.1.103:8080,113
10.200.55.15,113
tu07.fralin.vt.edu:8080,112
cho.biobyte.de,112
10.1.1.252,112
147.99.84.190,112
sbsngsserver.biochem.uci.edu,112
asm-microsvcs01.l.synthgeno.global:8989,112
172.20.20.105,111
10.56.10.23:8080,111
tech.1gene.com.cn,111
archer.alpha.enzymatics.com,111
192.168.50.162,111
121.251.19.138,111
192.168.50.128:1338,111
gramasamy,110
polebio.lrsv.ups-tlse.fr,110
192.168.1.10,110
www.shengtingsystemsbiology.com,110
eco-thomas1,110
52.8.52.29,110
91.134.141.45,110
202.195.250.106:8080,110
140.113.15.91,109
simrbase.sgc.loc:8080,109
159.226.116.246,109
ec2-52-3-164-181.compute-1.amazonaws.com,109
141.40.254.2:7080,109
genseq-h0.science.uva.nl,109
web3.genome.med.kyoto-u.ac.jp,108
bccl.csbc.vcu.edu,108
bioinformaticslab.ucsd.edu,108
138.37.58.147,108
garfield.dobzhanskycenter.org,108
10.114.138.235,108
olympus.unige.ch,108
data.sciapps.org,108
133.28.110.100:8099,108
138.37.56.77,107
ngspipelines-sigenae.toulouse.inra.fr:9052,107
jbrowse.usda.iastate.edu,107
genebrowser.fatnode.lifemodules.org,107
www.bovinegenome.org,107
192.168.118.225:8080,107
piton.eb.local:8000,107
abrpi.genome.edu.au,107
192.168.11.100:8080,106
urgi146,106
218.106.247.81,106
192.168.50.157,106
10.11.4.81,106
172.20.20.236:8080,106
kbs.patricbrc.org,105
133.28.110.100:8080,105
dev.banana-genome-http.cirad.fr,105
proteogenomics.zhang-lab.org,105
www.serioladb.org,105
web1.stage.cloudalign.accetia.com,104
172.20.20.222,104
bioinfo.nefu.edu.cn,104
ccmsr.d51.lilly.com,104
www.bioinfo.tsinghua.edu.cn,104
cmb.bnu.edu.cn:7712,104
gbr-apollo.zfmk.de,104
172.20.20.16:2227,104
banana-genome.cirad.fr,103
10.235.225.246:8080,103
bhgbrpub02.jax.org,103
192.168.56.102:8080,103
141.219.190.29,103
myosotis,103
pieriandxopsqa.pdx.aws,103
192.168.1.229:8081,103
spore.ibb.waw.pl:8080,103
fernbase.org,103
parasitoids.labs.vu.nl,103
friday.iplantc.org:8080,102
10.1.1.230:8000,102
192.168.33.10.xip.io,102
192.168.100.3,102
tuberculosis.bu.edu,102
172.21.5.42,102
192.168.1.199,102
192.168.1.119,102
genomics.fcav.unesp.br,102
haroun.iplantcollaborative.org,101
virtualmachine.com,101
clover-garden.kazusa.or.jp,101
genome.univ-perp.fr,101
172.17.191.8,101
10.118.36.237,101
hinton-jbrowse.s3-website-eu-west-1.amazonaws.com,101
140.116.247.177,100
128.16.6.196,100
192.169.1.188,100
localhost:4080,100
10.88.36.67:4003,100
chlamydomonas.iab.keio.ac.jp,100
128.122.2.180,100
www.cassavabase.org,100
5.9.96.210,100
132.236.81.85,100
134.192.156.48,100
people.binf.ku.dk,100
172.16.0.173:8080,100
172.141.127.23,99
imjbrowse-whattodo.rhcloud.com,99
tracks.kelleher.northwestern.edu,99
130.211.145.2:9595,99
tribble.ucsfmedicalcenter.org,99
192.168.79.43,99
10.0.10.6,99
139.196.7.224:8080,99
10.103.30.202:8080,99
angiosperms.org,99
192.168.76.54:8080,99
swissregulon.unibas.ch,99
hidenaga2.nig.ac.jp:8080,98
homd.org,98
krypton.mdanderson.edu:8080,98
192.168.6.21:81,98
dev.togogenome.org,98
medswine.net,98
www.birchgenome.org,98
plvpatharch1.mskcc.org,98
na-no-imac.local,98
export.uppmax.uu.se,98
124.207.226.177:8081,98
108.60.123.27,97
10.0.1.3,97
10.118.8.171,97
dev-hydractinia.nhgri.nih.gov,97
127.0.0.1:9094,97
141.244.40.213:10005,97
172.30.5.115,97
seven.mpimf-heidelberg.mpg.de:8080,97
dev.wormbase.org:10004,97
mary:8080,97
158.109.215.68,97
52.41.107.111:8443,97
172.16.5.77,96
prime-seq.ohsu.edu:8450,96
10.114.143.22,96
137.215.75.30,96
ellens-macbook:8001,96
10.33.1.179,96
gva.cornut.org,96
59.79.248.217,96
10.74.106.2,95
192.168.1.16,95
10.88.33.44:4003,95
webapollo.vectorbase.org:8080,95
121.192.180.204,95
133.26.84.81,95
54.186.124.12,95
14.139.32.56,95
192.168.1.98,95
www.hentze.embl.de,95
128.233.222.29,95
apollo02:8443,95
chlamy-organelles.ibpc.fr,95
54.166.140.4,95
smintheus.bio.brandeis.edu,94
192.168.205.170,94
10.88.25.48,94
dev.medicinalplantgenomics.msu.edu,94
ec2-52-1-230-187.compute-1.amazonaws.com,94
ec2-52-13-37-106.us-west-2.compute.amazonaws.com,94
compute2.bioinfo.wsu.edu:8080,94
192.168.0.108,94
192.168.100.151:8072,94
172.28.1.113:1245,94
140.109.57.178,94
172.20.20.241,94
lxwsdkc017.phibred.com:8080,94
dev1.ab.wurnet.nl,93
192.168.1.178,93
192.168.25.211,93
xdev12.l.synthgeno.global,93
localjbrowse-1.12.0,93
bis.zju.edu.cn,93
192.168.20.150,93
jbrowse.setaria.mocklerlab.org,92
130.239.4.42:8080,92
grch37-cancer.dev.sanger.ac.uk,92
biogrinder.ims.net,92
10.85.1.95:8080,92
160.36.205.61:8095,92
norstar.usask.ca,92
cluster2.dna.affrc.go.jp,91
192.168.8.231:4003,91
10.4.19.115,91
134.93.165.34:8080,91
172.17.233.120,91
150.164.24.106:8008,91
db.cngb.org,91
192.168.50.243,91
pi.es.dupont.com,91
52.38.206.65:8443,91
147.46.172.224,91
www.gensas.org,91
bf2i126.insa-lyon.fr:8080,90
jbrowse-bus-dev.biotech.cdc.gov,90
chigger.insilicogen.com,90
128.196.64.115,90
192.168.59.103,90
ceres.snu.ac.kr:9990,90
show.genebang.com,90
fernbase-webapollo.sgn.cornell.edu,90
whis2.caltech.edu,89
gasser-research.vet.unimelb.edu.au,89
182.18.161.186:8080,89
147.188.173.105,89
xbo.genome.arizona.edu,89
157.92.24.222:8080,89
gcc.genome.edu.au,89
localhost:10001,89
195.251.21.101,89
35.157.21.46,89
172.20.54.131:3838,88
bedtools:8080,88
ngspipelines-sigenae.toulouse.inra.fr,88
a130-galaxy:8585,88
134.192.156.201:8080,88
141.42.185.37,88
219.245.196.150,88
opathy.uv.es,88
axportal.arrayxpress.com,87
172.20.20.214,87
www.byanbioinfo.org,87
157.92.24.244,87
192.168.5.228,87
10.34.229.186,87
112.220.192.2,87
dataset-explorer:8082,87
hiro.cs.nmsu.edu:8082,87
132.236.156.159,87
192.168.7.11:8080,87
p00701.genebay.co.jp:8443,87
hansoo,86
192.168.100.48,86
192.168.12.37,86
mpc-jbrowse,86
192.168.7.130:8080,86
www.scandb.org,86
heliodor.nki.nl,86
192.168.202.128,86
sponge.bio.indiana.edu,86
ruby.cluster1.biodt.org:3000,85
jbrowse.crisldev.upenn.edu,85
10.10.20.10,85
platform.genoox.com,85
www.modhep.org,85
spis.reefgenomics.org,85
147.49.40.133,85
192.168.179.135,85
proimix.proimi.org.ar,85
52.26.230.25:8443,85
alphagenomixopsqa.pdx.aws,85
203.101.228.52:8080,85
genomesdev.stowers.org,85
