host,mean,count
www.homd.org,7.7953,4402
10.93.132.63,7.7622,143
150.26.44.159,7.7450,302
localhost:8084,7.7265,362
gbdev.nig.ac.jp,7.7254,743
ngs-path02.lumcnet.prod.intern:8888,7.6702,570
findfusions.com,7.6376,218
hpc-bioinformatics.cineca.it,7.6098,164
10.157.216.34,7.5871,356
genom.litbang.pertanian.go.id,7.5822,213
thines-lab.senckenberg.de,7.5741,1019
192.168.20.61,7.5376,173
plantgenomics.snu.ac.kr,7.5004,1377
analysis.tch.harvard.edu,7.4958,119
citrus.dna.affrc.go.jp,7.4844,128
114.215.221.170,7.4818,137
viewer.shigen.info,7.4563,4379
sn-jbrowse-0.scinet.ars.usda.gov,7.4417,120
staging.genomenext.com,7.3714,140
54.201.156.29,7.3640,239
fireflygenomebrowser.wi.mit.edu,7.2824,262
www.swissregulon.unibas.ch,7.2746,681
10.8.10.75,7.2718,103
bang.enz.local,7.2605,476
210.72.156.24,7.2492,598
coffee-webapollo.sgn.cornell.edu,7.2461,191
128.178.187.147,7.2319,263
ssl.biomax.de:8810,7.2289,166
vollbrechtlab.org,7.2222,216
170.212.137.168,7.2054,370
www.coolseasonfoodlegume.org,7.1978,278
biodb.sdau.edu.cn,7.1879,511
apollo.vital-it.ch,7.1866,745
10.22.57.121,7.1114,332
ghost.zool.kyoto-u.ac.jp,7.1067,253
192.168.46.128,7.1058,104
vroomfondel:8080,7.0796,1722
taurus.mskcc.org,7.0755,4054
aquarius.mskcc.org,7.0656,381
dgdarcher504.chop.edu,7.0565,1008
archer4011ipu.chop.edu,7.0545,110
archer,7.0493,203
dynamiterice.org,7.0482,1183
dh135,7.0401,399
glassqa.phibred.com:8081,7.0382,419
10.22.58.249,7.0336,625
dxarch04.ignyta.local,7.0273,1024
compbio,7.0265,264
10.253.21.69,7.0079,253
galaxy.genouest.org,7.0039,254
www.genome.arizona.edu,7.0000,835
kitbase.ucdavis.edu,7.0000,1419
smic.reefgenomics.org,7.0000,121
192.168.5.57,7.0000,174
webblast.ipk-gatersleben.de,7.0000,114
asm-microsvcs01.l.synthgeno.global:8989,7.0000,139
asgdb.org,7.0000,135
192.168.52.128,6.9878,903
pm.sysu.edu.cn,6.9474,114
staging.com,6.9307,202
localhost:7777,6.9158,273
10.226.65.242,6.9043,345
10.0.2.15,6.8159,239
plmine.mpi-cbg.de:8088,6.8076,5552
10.1.142.42,6.7410,166
gbrowse2017b.biology.gatech.edu,6.7335,683
biocluster.her.hcmr.gr,6.6695,832
193.200.1.99,6.6571,175
www.bioinfocabd.upo.es,6.6530,3409
arcprds.enhnet.org,6.6383,141
10.88.33.44:8443,6.6295,224
songyanglab.sysu.edu.cn,6.6263,1504
10.122.65.228,6.5847,236
nut.ngs.boku.ac.at,6.5652,276
fly.med.harvard.edu,6.5569,413
192.168.187.128,6.5049,103
localhost:3000,6.4833,209
vollbrechtlab.gdcb.iastate.edu,6.4744,215
10.30.10.125,6.4262,122
dev.gensas.org:8453,6.3945,365
nemogenome.cbrc.kaust.edu.sa,6.3687,179
thehive.otago.ac.nz:8080,6.3568,953
suhanggo.seeders.co.kr,6.3048,479
adenine.bradley.edu,6.2936,14941
bioinfo-mac-8,6.2857,224
radish.kazusa.or.jp,6.2500,160
vroomfondel.bc.ic.ac.uk:8080,6.1966,1526
genome.setac.org,6.1868,669
swissregulon.unibas.ch,6.1442,5181
www.serioladb.org,6.1071,112
222.29.101.251,6.0861,151
gene.dev203.linkdoc.com,6.0504,139
aleyroctonus.asc.ohio-state.edu,6.0360,389
bacster.phibred.com,6.0000,259
tesla.pcbi.upenn.edu,6.0000,717
gene.linkdoc.com,6.0000,144
192.168.52.129,6.0000,401
parasitoids.labs.vu.nl,5.9803,152
gmod.ncgas.indiana.edu,5.9753,243
192.168.99.100:32771,5.9441,179
wheat.pw.usda.gov,5.9094,2506
macroteleia.biosci.ohio-state.edu,5.8827,162
planmine.mpi-cbg.de:8088,5.8401,18473
ing-lxs60.ingelheim.bioscientia.de:8099,5.8271,295
localhost:63342,5.8245,473
jbrowse.rijkzwaan.com,5.8190,1116
134.121.88.135:8080,5.8141,199
200.144.244.219:8080,5.7179,195
133.26.84.168,5.6667,180
ptbbsrv3.epfl.ch,5.6586,454
www.rnanet.org,5.6481,540
172.20.20.243,5.6395,932
www.breedserve.cab.kps.ku.ac.th,5.6096,228
hanamdg.sial.com:8080,5.6094,1047
bioinfo.njau.edu.cn,5.5770,539
apollo.janelia.org,5.5753,259
galaxy.cineca.it,5.5712,709
marinegenomics.oist.jp,5.5696,5774
studentpc2:8080,5.5483,7344
bioserv02,5.4962,264
pddngs-dev-03.biotech.cdc.gov,5.4670,197
10.21.1.56,5.4537,108
129.114.17.205,5.4194,155
172.20.20.241,5.3249,988
modem.hzau.edu.cn,5.2828,198
52.70.95.246,5.2797,143
aura.science.unitn.it,5.2763,7897
ebi-cli-003:8080,5.2208,154
bias4.nibb.ac.jp:8113,5.1985,131
bio-dev-jbrowse-01.dev.rd.rijkzwaan.net,5.1958,424
cazy212.afmb.local,5.1859,1022
demo.pieriandx.com,5.1414,1669
192.168.100.20,5.1240,121
leishseq.cbm.uam.es,5.0739,203
140.120.203.44,5.0679,53605
localhost:8301,5.0000,7272
210.46.80.146,5.0000,938
floridahospital.pieriandx.com,5.0000,266
nm.pieriandx.com,5.0000,319
10.131.101.159:8080,5.0000,139
uab.pieriandx.com,4.9979,1414
uva.pieriandx.com,4.9972,1074
alphagenomix.pieriandx.com,4.9948,578
aventus.pieriandx.com,4.9935,922
gps.pieriandx.com,4.9888,4027
moffitt.pieriandx.com,4.9805,3542
nextmolecular.pieriandx.com,4.9727,439
northshore.pieriandx.com,4.9694,881
ceres.snu.ac.kr:9994,4.9669,453
genome.lygos.com,4.9651,258
cedarssinai.pieriandx.com,4.9540,587
bioserv-test,4.9504,484
fahc.pieriandx.com,4.9500,1680
dartmouth.pieriandx.com,4.9492,590
hli.pieriandx.com,4.9088,296
192.168.224.24:9999,4.8879,107
mgl.pieriandx.com,4.8800,225
www.cazy.org,4.8590,1199
mangobase.org,4.8477,151
gpstest.pieriandx.com,4.8344,163
genedenovoweb.ticp.net:81,4.8324,340
sch.pieriandx.com,4.8305,354
202.194.131.198,4.7967,123
127.0.1.1,4.7774,292
78.34.13.92:6143,4.6934,437
wakeforest.pieriandx.com,4.6834,398
dev.gensas.org:8443,4.6667,114
133.26.84.80,4.6635,312
mayotest.pieriandx.com,4.6250,192
seeders.iptime.org:6280,4.6167,120
192.168.56.11,4.6038,212
rio.nzcorp.net,4.6021,387
mmodev2:8085,4.5823,158
127.0.0.1:8000,4.5211,3360
localhost:8887,4.4837,246
185.45.23.197:5080,4.4206,126
localhost:55555,4.3898,118
bioinfolab.miamioh.edu,4.3739,436
193.147.186.43,4.2670,206
moffittdevqa.pdx.aws,4.2419,124
rayfin.uoregon.edu,4.2349,149
webapollo.bioinformatics.csiro.au,4.2269,886
172.16.1.36,4.2109,422
leish-esp.cbm.uam.es,4.1637,342
galaxy.ple.roche.com:8080,4.1379,116
jupyter.sci.gmi.oeaw.ac.at,4.1377,138
hoekstrapero.rc.fas.harvard.edu,4.1320,538
mgap.ohsu.edu,4.1222,311
target.sbg.qb.fcen.uba.ar,4.1016,2264
icugi.org,4.0563,640
db.cbi.pku.edu.cn,4.0224,626
pathogenseq.lshtm.ac.uk,4.0000,1497
regadb.bahia.fiocruz.br,4.0000,306
kumamushi.org,4.0000,107
efam.nzcorp.net,4.0000,2332
gryc.inra.fr,4.0000,7341
aiptasia.reefgenomics.org,4.0000,461
langelabtools.wsu.edu,4.0000,135
togogenome.org,4.0000,1130
www.artichokegenome.unito.it,4.0000,190
192.248.21.78:8084,4.0000,386
chlambase.org,4.0000,1451
icugi3.feilab.net,4.0000,204
amphimedon.qcloud.qcif.edu.au,3.9942,171
134.192.156.204:8080,3.9925,267
angiosperm.org,3.9819,166
web.malab.cn,3.9806,155
192.168.1.106:8880,3.9677,248
dna-marker.biocenter.helsinki.fi:8084,3.9504,121
isyslab.info,3.9436,319
10.47.117.93,3.9133,150
218.193.51.153:8080,3.8772,114
test.ibinom.com:8084,3.8659,179
webs.iiitd.edu.in,3.8645,155
bioinfor.org,3.8617,347
birdbeta.isisph.com,3.8617,918
www.brh2.jp,3.8127,534
localhost:3080,3.8062,129
210.218.217.106,3.7637,237
42.123.124.204:8081,3.7430,712
rpbuvgalaxyd.ple.roche.com:8080,3.7323,269
archetype.dev.sgi.bio,3.6981,828
www.vaccinium.org,3.6945,455
sunlab.cau.edu.cn,3.6940,183
202.97.205.69:84,3.6595,931
103.25.231.42,3.6566,166
biored.ddns.net,3.6537,1496
salmobase.org,3.6320,519
cloud.life.tsinghua.edu.cn,3.6311,450
192.168.70.27,3.6168,107
dialact.unibe.ch,3.6000,120
54.166.140.4,3.5663,279
10.10.6.78,3.5461,141
192.168.1.20,3.5288,191
alejandropc:3232,3.4412,102
jbrowse02.us-west-1.dev.sgi.bio,3.3871,248
bioweb1.es.dupont.com:1557,3.3780,373
fisher.rsb.anu.edu.au,3.3121,141
www.gene.bio,3.2933,150
www.bioinfor.org,3.2845,116
docker:8080,3.1196,276
salmonbase.org,3.1134,291
10.71.115.12,3.1016,246
wikigenomes.org,3.0870,690
nabic.rda.go.kr,3.0640,1032
lncrna.big.ac.cn,3.0000,4406
naked-mole-rat.org,3.0000,180
www.rgenome.net,3.0000,1497
darter2.westga.edu,3.0000,832
www.naked-mole-rat.org,3.0000,755
botryllus.stanford.edu,3.0000,421
ncig-genomebrowser.anu.edu.au,3.0000,160
163.26.2.35,3.0000,146
146.118.64.11,3.0000,174
ci.kbase.us,3.0000,108
130.56.102.10,3.0000,181
172.22.220.29,3.0000,278
genome.jouy.inra.fr,2.9691,194
bioinf.xmu.edu.cn,2.9576,401
galaxy-mel.genome.edu.au,2.8858,289
jbrowse.girg.um.edu.my,2.8421,133
147.100.164.47,2.8392,255
192.168.99.100:8080,2.8080,125
archetype.sgi.bio,2.7690,277
staphbrowser.org,2.7407,108
192.168.248.246:8080,2.6865,185
bcg.abrc.sinica.edu.tw:8080,2.6701,197
browse2.big.ac.cn,2.6374,273
uweb,2.6313,339
149.165.157.108,2.6113,247
10.1.142.36,2.5532,141
verdant.iplantcollaborative.org,2.4618,498
47.93.61.163,2.4286,112
repeatexplorer-elixir.cerit-sc.cz,2.3500,220
10.83.75.42,2.3194,216
jbrowse.zflnc.org,2.2441,127
careexpress.6655.la:17916,2.2365,613
echinobase.org,2.1231,650
bis.zju.edu.cn,2.0913,504
grassius.org,2.0839,143
esharkgenome.imcb.a-star.edu.sg:8000,2.0693,1545
www.algaegenome.org,2.0629,159
bioinfo.bti.cornell.edu,2.0391,1408
10.71.115.70,2.0153,131
cys.bios.niu.edu,2.0143,2370
3dproteome.swan.ac.uk,2.0134,1564
genome.microbedb.jp,2.0011,63163
bw.scottcain.net,2.0000,452
agripestbase.org,2.0000,163
219.245.195.47,2.0000,106
nike.snu.ac.kr:7776,2.0000,276
192.168.10.222,2.0000,1759
www.spinachbase.org,2.0000,2133
dbsecsys.bhsai.org,2.0000,386
localhost:10090,2.0000,107
pennycress.umn.edu,2.0000,177
218.189.16.133,2.0000,124
penguin.genomics.cn,2.0000,337
sasdb.medgenome.com:9443,2.0000,117
202.195.250.106,2.0000,101
jbrowse-dev.alliancegenome.org,2.0000,114
peanutgr.fafu.edu.cn,2.0000,479
jbrowse.alliancegenome.org,1.9992,2530
10.192.36.17:8080,1.9965,283
202.120.41.217,1.9957,234
human3dproteome.com,1.9929,2404
arkham.exp.dc.uba.ar,1.9129,1400
54.237.218.249,1.9052,116
www.grassius.org,1.8935,169
cgbase.arkgene.com,1.8356,450
test.rosaceae.org,1.6190,147
211.69.140.136,1.3617,188
34.201.39.192,1.0745,282
140.110.17.247,0.9272,426
