trackCount separated into bins (last 12 months, > 100 hits)
host,'0-100,'100-200,'200-500,'500-1000,'1000-2000,'2000-5000,'5000-10000,'10000-20000,'>20000,trackCount,hits
genolab.inp-toulouse.fr,473,0,0,0,0,0,0,0,0,473,
i.animalgenome.org,711,0,0,0,0,0,0,0,0,711,
122.205.95.116:8080,110,0,0,0,0,0,0,0,0,110,
compbio.tongji.edu.cn,589,0,0,0,0,0,0,0,0,589,
maizegametophyte.org,402,0,0,0,0,0,0,0,0,402,
localhost:1337,833,0,0,0,0,0,0,0,0,833,
marmorkrebs.dkfz.de,345,0,0,0,0,0,0,0,0,345,
brie.cshl.edu:8080,151,0,0,0,0,0,0,0,0,151,
data.maizecode.org,690,0,0,0,0,0,0,0,0,690,
data.sciapps.org,187,0,0,0,0,0,0,0,0,187,
staging.com,202,0,0,0,0,0,0,0,0,202,
jbrowsedev.com:1337,635,0,0,0,0,0,0,0,0,635,
cnidarians.bu.edu,172,0,0,0,0,0,0,0,0,172,
pgdbj.jp,127,0,0,0,0,0,0,0,0,127,
icuginew.feilab.net,753,0,0,0,0,0,0,0,0,753,
www.icugi.org,8509,0,0,0,0,0,0,0,0,8509,
cucurbitgenomics.org,49626,0,0,0,0,0,0,0,0,49626,
marchantia.info,9814,0,0,0,0,0,0,0,0,9814,
www.syntheticyeastresource.com:13080,150,0,0,0,0,0,0,0,0,150,
www.syntheticyeastresource.com,156,0,0,0,0,0,0,0,0,156,
hank.bio.ed.ac.uk,393,0,0,0,0,0,0,0,0,393,
efishgenomics.integrativebiology.msu.edu,847,0,0,0,0,0,0,0,0,847,
demo.genomearchitect.org,506,0,0,0,0,0,0,0,0,506,
www.flyrnai.org,7624,0,0,0,0,0,0,0,0,7624,
192.168.1.100:8080,833,0,0,0,0,0,0,0,0,833,
dev.www.flyrnai.org,239,0,0,0,0,0,0,0,0,239,
www.tetrans.ethz.ch,175,0,0,0,0,0,0,0,0,175,
apollo.berkeleybop.io,1738,0,0,0,0,0,0,0,0,1738,
203.101.225.212:8080,134,0,0,0,0,0,0,0,0,134,
igenomed4.stanford.edu,138,0,0,0,0,0,0,0,0,138,
www.pristionchus.org,2107,0,0,0,0,0,0,0,0,2107,
hegemon.ucsd.edu,717,0,0,0,0,0,0,0,0,717,
hikakudb.nig.ac.jp,3793,0,0,0,0,0,0,0,0,3793,
10.10.20.88,207,0,0,0,0,0,0,0,0,207,
ivis-dev:8010,4282,0,0,0,0,0,0,0,0,4282,
plantdhs.org,1771,0,0,0,0,0,0,0,0,1771,
128.214.53.152:3838,162,0,0,0,0,0,0,0,0,162,
beagle.windows.ebi.ac.uk:8888,546,0,0,0,0,0,0,0,0,546,
59.79.232.11,286,0,0,0,0,0,0,0,0,286,
galaxy.dna.affrc.go.jp,137,0,0,0,0,0,0,0,0,137,
jbrowse.plantdhs.org,1288,0,0,0,0,0,0,0,0,1288,
133.48.58.6:8080,506,0,0,0,0,0,0,0,0,506,
bf2i300.insa-lyon.fr:8080,755,0,0,0,0,0,0,0,0,755,
tnr2911.tnrad.local:8000,353,0,0,0,0,0,0,0,0,353,
medicinalplantgenomics.msu.edu,2235,0,0,0,0,0,0,0,0,2235,
simrbase.stowers.org:8080,105,0,0,0,0,0,0,0,0,105,
localhost:9001,108,0,0,0,0,0,0,0,0,108,
10.10.20.22,163,0,0,0,0,0,0,0,0,163,
icugi.org,640,0,0,0,0,0,0,0,0,640,
pegasus-bioinfo.angers-nantes.inra.fr,1270,0,0,0,0,0,0,0,0,1270,
silkbase.ab.a.u-tokyo.ac.jp,4806,0,0,0,0,0,0,0,0,4806,
test-bioinfo,182,0,0,0,0,0,0,0,0,182,
plantsmallrnagenes.science.psu.edu,139,0,0,0,0,0,0,0,0,139,
cloud5.galaxyproject.org,349,0,0,0,0,0,0,0,0,349,
210.34.81.56,1375,0,0,0,0,0,0,0,0,1375,
birdbeta.isisph.com,918,0,0,0,0,0,0,0,0,918,
128.233.222.29,1103,0,0,0,0,0,0,0,0,1103,
geneart.med.unideb.hu,335,0,0,0,0,0,0,0,0,335,
adenine.bradley.edu,14941,0,0,0,0,0,0,0,0,14941,
d-annotator.interomics.eu,442,0,0,0,0,0,0,0,0,442,
bioinfo-mac-8,224,0,0,0,0,0,0,0,0,224,
exploreageno.me,303,0,0,0,0,0,0,0,0,303,
agwg.rockefeller.edu:8080,464,0,0,0,0,0,0,0,0,464,
apollo.wormbase.org,14396,0,0,0,0,0,0,0,0,14396,
openstack-192-168-101-219.genouest.org,246,0,0,0,0,0,0,0,0,246,
petunia-webapollo.sgn.cornell.edu,386,0,0,0,0,0,0,0,0,386,
hazelnut.blast.mocklerlab.org,120,0,0,0,0,0,0,0,0,120,
tpla.psc.ac.cn:5000,130,0,0,0,0,0,0,0,0,130,
jcdb.xtbg.ac.cn,218,0,0,0,0,0,0,0,0,218,
jbrowse.ncgas.indiana.edu,302,0,0,0,0,0,0,0,0,302,
gevd01.hosting.pasteur.fr,105,0,0,0,0,0,0,0,0,105,
jbrowse.abolis.loc,199,0,0,0,0,0,0,0,0,199,
gbf.toulouse.inra.fr,951,0,0,0,0,0,0,0,0,951,
134.130.28.14,1716,0,0,0,0,0,0,0,0,1716,
beagle.windows.ebi.ac.uk:8889,132,0,0,0,0,0,0,0,0,132,
194.199.242.6,276,0,0,0,0,0,0,0,0,276,
jbrowse.smu.edu.cn,781,0,0,0,0,0,0,0,0,781,
litchi.xialab.org:8080,202,0,0,0,0,0,0,0,0,202,
mockaitis.ncgas.org,445,0,0,0,0,0,0,0,0,445,
arusha.nhgri.nih.gov,1303,0,0,0,0,0,0,0,0,1303,
www.gensas.org:8443,1274,0,0,0,0,0,0,0,0,1274,
studentpc2:8080,7344,0,0,0,0,0,0,0,0,7344,
nod6:8080,138,0,0,0,0,0,0,0,0,138,
www.plabipd.de,484,0,0,0,0,0,0,0,0,484,
genomicsal.es,550,0,0,0,0,0,0,0,0,550,
jbrowse.plant-biotech.biologie.privat,290,0,0,0,0,0,0,0,0,290,
gif-server.biotech.iastate.edu,219,0,0,0,0,0,0,0,0,219,
bioinf.mind.meiji.ac.jp,3956,0,0,0,0,0,0,0,0,3956,
10.90.75.247:8080,176,0,0,0,0,0,0,0,0,176,
134.192.156.203:8080,140,0,0,0,0,0,0,0,0,140,
134.192.156.204:8080,267,0,0,0,0,0,0,0,0,267,
158.108.145.124,176,0,0,0,0,0,0,0,0,176,
159.226.89.116:8080,221,0,0,0,0,0,0,0,0,221,
iris.angers.inra.fr,2639,0,0,0,0,0,0,0,0,2639,
www.hardwoodgenomics.org,271,0,0,0,0,0,0,0,0,271,
p00201.genebay.co.jp:8443,276,0,0,0,0,0,0,0,0,276,
latte.nhgri.nih.gov,1001,0,0,0,0,0,0,0,0,1001,
ricebase.org,647,0,0,0,0,0,0,0,0,647,
160.36.205.61:8095,539,0,0,0,0,0,0,0,0,539,
hardwoodgenomics.org,217,0,0,0,0,0,0,0,0,217,
dirac.basc.science.depi.vic.gov.au,275,0,0,0,0,0,0,0,0,275,
stab.st-andrews.ac.uk,216,0,0,0,0,0,0,0,0,216,
192.168.20.85,391,0,0,0,0,0,0,0,0,391,
aspgd.broadinstitute.org,1693,0,0,0,0,0,0,0,0,1693,
asparagus.uga.edu,138,0,0,0,0,0,0,0,0,138,
research.nhgri.nih.gov,130,0,0,0,0,0,0,0,0,130,
funbiotox.fafu.edu.cn,217,0,0,0,0,0,0,0,0,217,
ihpe-249.univ-perp.fr,119,0,0,0,0,0,0,0,0,119,
216.47.151.240:8085,6096,0,0,0,0,0,0,0,0,6096,
www.hgvd.genome.med.kyoto-u.ac.jp,8772,0,0,0,0,0,0,0,0,8772,
mockler-jbrowse.mocklerlab.org,846,0,0,0,0,0,0,0,0,846,
crdd.osdd.net,136,0,0,0,0,0,0,0,0,136,
localhost:63342,473,0,0,0,0,0,0,0,0,473,
edge-dev-master.lanl.gov,165,0,0,0,0,0,0,0,0,165,
115.146.89.73,711,0,0,0,0,0,0,0,0,711,
apollo.ips2.u-psud.fr:8080,397,0,0,0,0,0,0,0,0,397,
dictybase.org,390,0,0,0,0,0,0,0,0,390,
www.lmb.cnptia.embrapa.br,141,0,0,0,0,0,0,0,0,141,
gmod.github.io,617,0,0,0,0,0,0,0,0,617,
thehive.otago.ac.nz:8080,953,0,0,0,0,0,0,0,0,953,
lymediseasedev.med.ucf.edu,316,0,0,0,0,0,0,0,0,316,
ds.genome.med.kyoto-u.ac.jp,417,0,0,0,0,0,0,0,0,417,
www.echinobase.org,22410,0,0,0,0,0,0,0,0,22410,
bicresources.jcbose.ac.in,1597,0,0,0,0,0,0,0,0,1597,
spruce.plantphys.umu.se:8105,132,0,0,0,0,0,0,0,0,132,
marinegenomics.oist.jp,5774,0,0,0,0,0,0,0,0,5774,
vroomfondel:8080,1722,0,0,0,0,0,0,0,0,1722,
angiosperm.org,166,0,0,0,0,0,0,0,0,166,
echinobase.org,650,0,0,0,0,0,0,0,0,650,
vroomfondel.bc.ic.ac.uk:8080,1526,0,0,0,0,0,0,0,0,1526,
geneious-test:8888,109,0,0,0,0,0,0,0,0,109,
134.7.57.190:8888,100,0,0,0,0,0,0,0,0,100,
peanutbase-stage.usda.iastate.edu,408,0,0,0,0,0,0,0,0,408,
nut.ngs.boku.ac.at,276,0,0,0,0,0,0,0,0,276,
ginsengdb.snu.ac.kr,128,0,0,0,0,0,0,0,0,128,
10.226.65.242,345,0,0,0,0,0,0,0,0,345,
pddngs-dev-03.biotech.cdc.gov,197,0,0,0,0,0,0,0,0,197,
metazome.jgi.doe.gov,3158,0,0,0,0,0,0,0,0,3158,
ghost.zool.kyoto-u.ac.jp,253,0,0,0,0,0,0,0,0,253,
www.bioinfocabd.upo.es,3409,0,0,0,0,0,0,0,0,3409,
www.novodb.com,174,0,0,0,0,0,0,0,0,174,
bioinfo.njau.edu.cn,539,0,0,0,0,0,0,0,0,539,
139.196.7.224,122,0,0,0,0,0,0,0,0,122,
emboss.abc.hu,202,0,0,0,0,0,0,0,0,202,
www.rnanet.org,540,0,0,0,0,0,0,0,0,540,
ceres.snu.ac.kr:9994,453,0,0,0,0,0,0,0,0,453,
10.1.142.42,166,0,0,0,0,0,0,0,0,166,
fuchshai.geomar.de,134,0,0,0,0,0,0,0,0,134,
127.0.1.1,292,0,0,0,0,0,0,0,0,292,
nabic.rda.go.kr,1032,0,0,0,0,0,0,0,0,1032,
nina,100,0,0,0,0,0,0,0,0,100,
gbrowse2017a.biology.gatech.edu,375,0,0,0,0,0,0,0,0,375,
genom.litbang.pertanian.go.id,213,0,0,0,0,0,0,0,0,213,
10.47.117.93,150,0,0,0,0,0,0,0,0,150,
140.109.32.56,178,0,0,0,0,0,0,0,0,178,
47.93.61.163,112,0,0,0,0,0,0,0,0,112,
10.71.115.12,246,0,0,0,0,0,0,0,0,246,
analysis.archerdx.com,8446,0,0,0,0,0,0,0,0,8446,
archetype.sgi.bio,277,0,0,0,0,0,0,0,0,277,
ing-lxs60.ingelheim.bioscientia.de:8099,295,0,0,0,0,0,0,0,0,295,
jbrowse02.us-west-1.dev.sgi.bio,248,0,0,0,0,0,0,0,0,248,
archetype.dev.sgi.bio,828,0,0,0,0,0,0,0,0,828,
salmobase.org,519,0,0,0,0,0,0,0,0,519,
localhost:3000,209,0,0,0,0,0,0,0,0,209,
ftflowsvr01:8080,466,0,0,0,0,0,0,0,0,466,
193.200.1.99,175,0,0,0,0,0,0,0,0,175,
10.83.75.42,216,0,0,0,0,0,0,0,0,216,
192.168.1.106:8880,248,0,0,0,0,0,0,0,0,248,
localhost:7777,273,0,0,0,0,0,0,0,0,273,
10.59.21.27,284,0,0,0,0,0,0,0,0,284,
test.ibinom.com:8084,179,0,0,0,0,0,0,0,0,179,
cys.bios.niu.edu,2370,0,0,0,0,0,0,0,0,2370,
172.20.20.241,988,0,0,0,0,0,0,0,0,988,
genome.microbedb.jp,63162,0,0,0,0,0,0,0,0,63162,
cloud.life.tsinghua.edu.cn,450,0,0,0,0,0,0,0,0,450,
jbrowse.rijkzwaan.com,1116,0,0,0,0,0,0,0,0,1116,
158.109.126.93:7000,270,0,0,0,0,0,0,0,0,270,
52.42.178.206,465,0,0,0,0,0,0,0,0,465,
dialact.unibe.ch,120,0,0,0,0,0,0,0,0,120,
www.algaegenome.org,159,0,0,0,0,0,0,0,0,159,
localhost:8887,246,0,0,0,0,0,0,0,0,246,
jbrowse.cebitec.uni-bielefeld.de,266,0,0,0,0,0,0,0,0,266,
202.194.131.198,123,0,0,0,0,0,0,0,0,123,
bcg.abrc.sinica.edu.tw:8080,197,0,0,0,0,0,0,0,0,197,
staphbrowser.org,108,0,0,0,0,0,0,0,0,108,
localhost:55555,118,0,0,0,0,0,0,0,0,118,
headnode,183,0,0,0,0,0,0,0,0,183,
129.114.17.205,155,0,0,0,0,0,0,0,0,155,
grassius.org,143,0,0,0,0,0,0,0,0,143,
knowpulse.usask.ca,2421,0,0,0,0,0,0,0,0,2421,
thines-lab.senckenberg.de,1019,0,0,0,0,0,0,0,0,1019,
jupyter.sci.gmi.oeaw.ac.at,138,0,0,0,0,0,0,0,0,138,
127.0.1.1:7777,136,0,0,0,0,0,0,0,0,136,
dgdarcher504.chop.edu,1008,0,0,0,0,0,0,0,0,1008,
218.193.51.153:8080,114,0,0,0,0,0,0,0,0,114,
210.27.97.107:7777,814,0,0,0,0,0,0,0,0,814,
192.168.248.246:8080,185,0,0,0,0,0,0,0,0,185,
ptbbsrv3.epfl.ch,454,0,0,0,0,0,0,0,0,454,
192.168.46.128,104,0,0,0,0,0,0,0,0,104,
128.178.187.147,263,0,0,0,0,0,0,0,0,263,
192.168.1.20,191,0,0,0,0,0,0,0,0,191,
172.17.64.102:3232,122,0,0,0,0,0,0,0,0,122,
www.breedserve.cab.kps.ku.ac.th,228,0,0,0,0,0,0,0,0,228,
192.168.70.27,107,0,0,0,0,0,0,0,0,107,
194.199.55.39,295,0,0,0,0,0,0,0,0,295,
133.26.84.80,312,0,0,0,0,0,0,0,0,312,
bioweb1.es.dupont.com:1557,373,0,0,0,0,0,0,0,0,373,
10.122.65.228,236,0,0,0,0,0,0,0,0,236,
oboe.caltech.edu,116,0,0,0,0,0,0,0,0,116,
sunlab.cau.edu.cn,183,0,0,0,0,0,0,0,0,183,
compbio,264,0,0,0,0,0,0,0,0,264,
plantpolya.org,127,0,0,0,0,0,0,0,0,127,
210.218.217.106,237,0,0,0,0,0,0,0,0,237,
bioinfor.scu.edu.cn,109,0,0,0,0,0,0,0,0,109,
datacenter.oceanridgebio.com,215,0,0,0,0,0,0,0,0,215,
192.168.224.24:9999,107,0,0,0,0,0,0,0,0,107,
10.0.2.15,239,0,0,0,0,0,0,0,0,239,
sunflowergenome.org,1528,0,0,0,0,0,0,0,0,1528,
macroteleia.biosci.ohio-state.edu,162,0,0,0,0,0,0,0,0,162,
10.10.6.78,141,0,0,0,0,0,0,0,0,141,
fisher.rsb.anu.edu.au,141,0,0,0,0,0,0,0,0,141,
xieslab.org,134,0,0,0,0,0,0,0,0,134,
genome.jouy.inra.fr,194,0,0,0,0,0,0,0,0,194,
150.26.44.159,302,0,0,0,0,0,0,0,0,302,
172.16.1.36,422,0,0,0,0,0,0,0,0,422,
39.106.204.218,838,0,0,0,0,0,0,0,0,838,
seeders.iptime.org:6280,120,0,0,0,0,0,0,0,0,120,
leishseq.cbm.uam.es,203,0,0,0,0,0,0,0,0,203,
sn-jbrowse-0.scinet.ars.usda.gov,120,0,0,0,0,0,0,0,0,120,
mycobrowser.epfl.ch,65052,0,0,0,0,0,0,0,0,65052,
teabrowser.shengxin.ren,152,0,0,0,0,0,0,0,0,152,
10.30.10.125,122,0,0,0,0,0,0,0,0,122,
nemogenome.cbrc.kaust.edu.sa,179,0,0,0,0,0,0,0,0,179,
aleyroctonus.asc.ohio-state.edu,389,0,0,0,0,0,0,0,0,389,
leish-esp.cbm.uam.es,342,0,0,0,0,0,0,0,0,342,
jbrowse-hopbase.cgrb.oregonstate.edu,777,0,0,0,0,0,0,0,0,777,
222.29.101.251,151,0,0,0,0,0,0,0,0,151,
jbrowse.insilicogen.com,556,0,0,0,0,0,0,0,0,556,
bioinf.eva.mpg.de,3763,0,0,0,0,0,0,0,0,3763,
192.168.1.5,107,0,0,0,0,0,0,0,0,107,
verdant.iplantcollaborative.org,499,0,0,0,0,0,0,0,0,499,
192.168.56.11,212,0,0,0,0,0,0,0,0,212,
137.215.73.215,146,0,0,0,0,0,0,0,0,146,
192.168.0.67:8085,269,0,0,0,0,0,0,0,0,269,
193.147.186.43,206,0,0,0,0,0,0,0,0,206,
chewbacca.bi.up.ac.za:8080,932,0,0,0,0,0,0,0,0,932,
115.145.203.19:8080,551,0,0,0,0,0,0,0,0,551,
ebi-cli-002:8080,157,0,0,0,0,0,0,0,0,157,
192.168.5.82,1048,0,0,0,0,0,0,0,0,1048,
imethyl.iwate-megabank.org,1095,0,0,0,0,0,0,0,0,1095,
bioserv-test,484,0,0,0,0,0,0,0,0,484,
42.123.124.204:8081,712,0,0,0,0,0,0,0,0,712,
www.grassius.org,169,0,0,0,0,0,0,0,0,169,
biodb.sdau.edu.cn,511,0,0,0,0,0,0,0,0,511,
vbrighttools01x.uzbrussel.be,221,0,0,0,0,0,0,0,0,221,
nfingb.leibniz-fli.de,1009,0,0,0,0,0,0,0,0,1009,
pseudomonas.com,788,0,0,0,0,0,0,0,0,788,
ssl.biomax.de,380,0,0,0,0,0,0,0,0,380,
www.pseudomonas.com,1529,0,0,0,0,0,0,0,0,1529,
10.176.253.77,128,0,0,0,0,0,0,0,0,128,
192.168.99.100:8080,125,0,0,0,0,0,0,0,0,125,
10.1.142.36,141,0,0,0,0,0,0,0,0,141,
192.168.0.113,111,0,0,0,0,0,0,0,0,111,
ngsnd001.jpn-pharm.ad.local:8080,135,0,0,0,0,0,0,0,0,135,
phylofish.sigenae.org,116,0,0,0,0,0,0,0,0,116,
vw-genomebrowser.central.yale.internal,308,0,0,0,0,0,0,0,0,308,
192.168.99.100:32771,179,0,0,0,0,0,0,0,0,179,
staph.unavarra.es:10080,154,0,0,0,0,0,0,0,0,154,
133.6.22.12,421,0,0,0,0,0,0,0,0,421,
parasitoids.labs.vu.nl,152,0,0,0,0,0,0,0,0,152,
collembolomics.nl,109,0,0,0,0,0,0,0,0,109,
www.collembolomics.nl,188,0,0,0,0,0,0,0,0,188,
10.0.0.100,304,0,0,0,0,0,0,0,0,304,
iris.ensembl.org,132,0,0,0,0,0,0,0,0,132,
216.47.151.96:8085,2917,0,0,0,0,0,0,0,0,2917,
localhost:8085,235,0,0,0,0,0,0,0,0,235,
localhost:8082,105,0,0,0,0,0,0,0,0,105,
wanglab.info,107,0,0,0,0,0,0,0,0,107,
aura.science.unitn.it,7897,0,0,0,0,0,0,0,0,7897,
ava4.usav1svgend02.ambrygenetics.local,727,0,0,0,0,0,0,0,0,727,
localhost:8900,462,0,0,0,0,0,0,0,0,462,
esharkgenome.imcb.a-star.edu.sg:8000,1545,0,0,0,0,0,0,0,0,1545,
betula.biosci.helsinki.fi:8080,433,0,0,0,0,0,0,0,0,433,
dev.lungmap.net,148,0,0,0,0,0,0,0,0,148,
www.genomics.verinomics.com,480,0,0,0,0,0,0,0,0,480,
mmo.sb-roscoff.fr,111,0,0,0,0,0,0,0,0,111,
lymedisease.med.ucf.edu,192,0,0,0,0,0,0,0,0,192,
acedb3:8080,115,0,0,0,0,0,0,0,0,115,
structurome.bb.iastate.edu,982,0,0,0,0,0,0,0,0,982,
192.168.20.61,173,0,0,0,0,0,0,0,0,173,
128.192.99.108:8080,1035,0,0,0,0,0,0,0,0,1035,
localhost:11001,322,0,0,0,0,0,0,0,0,322,
cgr-referencegenome.boku.ac.at,201,0,0,0,0,0,0,0,0,201,
peanutbase.org,4066,0,0,0,0,0,0,0,0,4066,
rs30012539.reg.skane.se,353,0,0,0,0,0,0,0,0,353,
134.192.156.202:8080,1123,0,0,0,0,0,0,0,0,1123,
bioxm.beyondbio.com,225,0,0,0,0,0,0,0,0,225,
gpsdev.pdx.aws,1020,0,0,0,0,0,0,0,0,1020,
pieriandxproddevqa.pdx.aws,802,0,0,0,0,0,0,0,0,802,
www.peanutbase.org,1397,0,0,0,0,0,0,0,0,1397,
peanutbase-dev.usda.iastate.edu,108,0,0,0,0,0,0,0,0,108,
lyre.cin.ucsf.edu:8080,442,0,0,0,0,0,0,0,0,442,
genomics.usal.es,135,0,0,0,0,0,0,0,0,135,
www.biw.kuleuven.be,173,0,0,0,0,0,0,0,0,173,
chlamy-organelles.ibpc.fr,444,0,0,0,0,0,0,0,0,444,
jbrowse-dev.lisanwanglab.org,107,0,0,0,0,0,0,0,0,107,
tigriopus.synology.me:8080,751,0,0,0,0,0,0,0,0,751,
fungalgenomics.science.uu.nl:8080,1172,0,0,0,0,0,0,0,0,1172,
192.168.100.20,121,0,0,0,0,0,0,0,0,121,
114.215.221.170,137,0,0,0,0,0,0,0,0,137,
192.168.1.11:8085,235,0,0,0,0,0,0,0,0,235,
webapollo.bioinformatics.csiro.au,885,0,0,0,0,0,0,0,0,885,
cancer.sanger.ac.uk,424670,0,0,0,0,0,0,0,0,424670,
www.immunobase.org,16743,0,0,0,0,0,0,0,0,16743,
immunobase.org,1442,0,0,0,0,0,0,0,0,1442,
ann-nblrrome.tuebingen.mpg.de,1492,0,0,0,0,0,0,0,0,1492,
beta.immunobase.org,277,0,0,0,0,0,0,0,0,277,
dnamethylome.org,298,0,0,0,0,0,0,0,0,298,
192.168.12.160,132,0,0,0,0,0,0,0,0,132,
dna-marker.biocenter.helsinki.fi,1642,0,0,0,0,0,0,0,0,1642,
cosmic.dev.sanger.ac.uk,679,0,0,0,0,0,0,0,0,679,
jt6-cosmic.sandbox.sanger.ac.uk,842,0,0,0,0,0,0,0,0,842,
nicotiana-webapollo.sgn.cornell.edu,808,0,0,0,0,0,0,0,0,808,
cancer-beta.sanger.ac.uk,15717,0,0,0,0,0,0,0,0,15717,
cr10-cosmic.sandbox.sanger.ac.uk,138,0,0,0,0,0,0,0,0,138,
hanamdg.sial.com:8080,1047,0,0,0,0,0,0,0,0,1047,
134.130.28.14:8080,651,0,0,0,0,0,0,0,0,651,
bioxm-hotfix.beyondbio.com,153,0,0,0,0,0,0,0,0,153,
jbrowse.igs.umaryland.edu,196,0,0,0,0,0,0,0,0,196,
cancer-legacy.sanger.ac.uk,218,0,0,0,0,0,0,0,0,218,
galaxy.genouest.org,254,0,0,0,0,0,0,0,0,254,
grch37-cancer.sanger.ac.uk,6623,0,0,0,0,0,0,0,0,6623,
t1dbase.org,170,0,0,0,0,0,0,0,0,170,
www.t1dbase.org,522,0,0,0,0,0,0,0,0,522,
ssl.biomax.de:8810,166,0,0,0,0,0,0,0,0,166,
brachypan-dev.jgi.doe.gov,111,0,0,0,0,0,0,0,0,111,
biogenlink.digicon.com,168,0,0,0,0,0,0,0,0,168,
brachypan.jgi.doe.gov,408,0,0,0,0,0,0,0,0,408,
210.72.156.24,598,0,0,0,0,0,0,0,0,598,
www.melonomics.net,694,0,0,0,0,0,0,0,0,694,
52.70.95.246,143,0,0,0,0,0,0,0,0,143,
crispr.technology,1412,0,0,0,0,0,0,0,0,1412,
86.50.169.181:8080,602,0,0,0,0,0,0,0,0,602,
bcrf-chlorella.unl.edu,144,0,0,0,0,0,0,0,0,144,
grch37-cancer-beta.sanger.ac.uk,288,0,0,0,0,0,0,0,0,288,
158.109.126.93,581,0,0,0,0,0,0,0,0,581,
grch37-cancer-legacy.sanger.ac.uk,1462,0,0,0,0,0,0,0,0,1462,
apollo.phibred.com:8080,333,0,0,0,0,0,0,0,0,333,
54.175.12.55,355,0,0,0,0,0,0,0,0,355,
marmoset.dna.bio.keio.ac.jp,211,0,0,0,0,0,0,0,0,211,
nicotiana.sgn.cornell.edu,120,0,0,0,0,0,0,0,0,120,
dev.novocraft.com,881,0,0,0,0,0,0,0,0,881,
hkudisc.synology.me,237,0,0,0,0,0,0,0,0,237,
plantomics.mind.meiji.ac.jp,805,0,0,0,0,0,0,0,0,805,
pieriandxtest.pieriandx.com,753,0,0,0,0,0,0,0,0,753,
tools.genxpro.net,1047,0,0,0,0,0,0,0,0,1047,
secure.genomenext.net,217,0,0,0,0,0,0,0,0,217,
glassdev.phibred.com:8081,936,0,0,0,0,0,0,0,0,936,
cugr.dev,2183,0,0,0,0,0,0,0,0,2183,
cmb.bnu.edu.cn:8088,592,0,0,0,0,0,0,0,0,592,
aegilops.wheat.ucdavis.edu,1212,0,0,0,0,0,0,0,0,1212,
192.168.56.18:8080,317,0,0,0,0,0,0,0,0,317,
biocc.hrbmu.edu.cn:82,729,0,0,0,0,0,0,0,0,729,
141.20.62.214,207,0,0,0,0,0,0,0,0,207,
gmod.ncgas.indiana.edu,243,0,0,0,0,0,0,0,0,243,
plantgenomics.snu.ac.kr,1377,0,0,0,0,0,0,0,0,1377,
v22.popgenie.org,124,0,0,0,0,0,0,0,0,124,
combattb.sanbi.ac.za,669,0,0,0,0,0,0,0,0,669,
apollo-qa.phibred.com:8080,303,0,0,0,0,0,0,0,0,303,
192.168.211.77,175,0,0,0,0,0,0,0,0,175,
bmap-dev.jgi.doe.gov,299,0,0,0,0,0,0,0,0,299,
149.165.157.108,247,0,0,0,0,0,0,0,0,247,
dgr.dasmaninstitute.org,106,0,0,0,0,0,0,0,0,106,
dev.gensas.org:8453,365,0,0,0,0,0,0,0,0,365,
srv00.recas.ba.infn.it,508,0,0,0,0,0,0,0,0,508,
www.termitegenome.org:8080,139,0,0,0,0,0,0,0,0,139,
us-643jj72.ddnet1.net,299,0,0,0,0,0,0,0,0,299,
134.121.88.135:8080,199,0,0,0,0,0,0,0,0,199,
dynamiterice.org,1183,0,0,0,0,0,0,0,0,1183,
lbb.cnpae.embrapa.br,172,0,0,0,0,0,0,0,0,172,
xenopus.lab.nig.ac.jp,320,0,0,0,0,0,0,0,0,320,
viewer.shigen.info,4379,0,0,0,0,0,0,0,0,4379,
www.gewusci.com,151,0,0,0,0,0,0,0,0,151,
test.rosaceae.org,147,0,0,0,0,0,0,0,0,147,
asrp.danforthcenter.org,669,0,0,0,0,0,0,0,0,669,
www.homd.org,4402,0,0,0,0,0,0,0,0,4402,
bang,616,0,0,0,0,0,0,0,0,616,
bang.enz.local,476,0,0,0,0,0,0,0,0,476,
ipomoea-genome.org,519,0,0,0,0,0,0,0,0,519,
analysis.preview.archerdx.com,1611,0,0,0,0,0,0,0,0,1611,
biol-schen03d.sols.uq.edu.au:8080,137,0,0,0,0,0,0,0,0,137,
fly.med.harvard.edu,413,0,0,0,0,0,0,0,0,413,
www.thines-lab.senckenberg.de,167,0,0,0,0,0,0,0,0,167,
archer.biopticka.local,398,0,0,0,0,0,0,0,0,398,
www.coolseasonfoodlegume.org,278,0,0,0,0,0,0,0,0,278,
apollo.ppglab.org,261,0,0,0,0,0,0,0,0,261,
10.37.0.250,1553,0,0,0,0,0,0,0,0,1553,
weatherby.genetics.utah.edu,1292,0,0,0,0,0,0,0,0,1292,
bdg.hfut.edu.cn,590,0,0,0,0,0,0,0,0,590,
taurus.mskcc.org,4054,0,0,0,0,0,0,0,0,4054,
gbrowse2017b.biology.gatech.edu,683,0,0,0,0,0,0,0,0,683,
rapsodyn-is.genouest.org,117,0,0,0,0,0,0,0,0,117,
192.168.1.229:8081,341,0,0,0,0,0,0,0,0,341,
coffee-webapollo.sgn.cornell.edu,191,0,0,0,0,0,0,0,0,191,
analysis.previous.archerdx.com,268,0,0,0,0,0,0,0,0,268,
glassqa.phibred.com:8081,419,0,0,0,0,0,0,0,0,419,
170.212.137.168,370,0,0,0,0,0,0,0,0,370,
apollo.janelia.org,259,0,0,0,0,0,0,0,0,259,
10.93.132.25,905,0,0,0,0,0,0,0,0,905,
